1109003,Brain and Brawn - Offensive,Increase hero's combat attributes by {0}%,career_command_003,1109000,5;1,1109002,2,0,2,3,5|60080368;7|60080368,2641405,1600025|100,1101037,600,52002,70,15000,Grand Marshal,#ffffff,8,,1,
1109004,Brain and Brawn - Offensive,Increase hero's combat attributes by {0}%,career_command_003,1109000,5;1,1109003,2,0,3,3,5|0;7|0,0,,1101037,1000,52002,70,30000,Grand Marshal,#ffffff,8,,1,
1110001,Brain and Brawn - Defensive,Increase hero's defensive attributes by {0}%,career_mechanical_003,1110000,5;3,1107006,2,0,0,3,5|30653249;7|30653249,1347656,1600025|50,1101038,0,52002,70,0,Grand Marshal,#ffffff,8,,1,
1110002,Brain and Brawn - Defensive,Increase hero's defensive attributes by {0}%,career_mechanical_003,1110000,5;3,1110001,2,0,1,3,5|42914549;7|42914549,1886718,1600025|70,1101038,300,52002,70,5000,Grand Marshal,#ffffff,8,,1,
1110003,Brain and Brawn - Defensive,Increase hero's defensive attributes by {0}%,career_mechanical_003,1110000,5;3,1110002,2,0,2,3,5|60080368;7|60080368,2641405,1600025|100,1101038,600,52002,70,15000,Grand Marshal,#ffffff,8,,1,
1110004,Brain and Brawn - Defensive,Increase hero's defensive attributes by {0}%,career_mechanical_003,1110000,5;3,1110003,2,0,3,3,5|0;7|0,0,,1101038,1000,52002,70,30000,Grand Marshal,#ffffff,8,,1,
1111001,Brain and Brawn,Increase hero's Command attributes by {0}%,career_strengthen_001,1111000,5;5,1108006,2,0,0,3,5|30653249;7|30653249,1347656,1600025|50,1101036,0,52002,70,0,Grand Marshal,#ffffff,8,,1,
1111002,Brain and Brawn,Increase hero's Command attributes by {0}%,career_strengthen_001,1111000,5;5,1111001,2,0,1,3,5|42914549;7|42914549,1886718,1600025|70,1101036,300,52002,70,5000,Grand Marshal,#ffffff,8,,1,
1111003,Brain and Brawn,Increase hero's Command attributes by {0}%,career_strengthen_001,1111000,5;5,1111002,2,0,2,3,5|60080368;7|60080368,2641405,1600025|100,1101036,600,52002,70,15000,Grand Marshal,#ffffff,8,,1,
1111004,Brain and Brawn,Increase hero's Command attributes by {0}%,career_strengthen_001,1111000,5;5,1111003,2,0,3,3,5|0;7|0,0,,1101036,1000,52002,70,30000,Grand Marshal,#ffffff,8,,1,
1112001,Mobilization,You can send 3 heroes with the troop,career_hero_003,1112000,6;3,1109004|1110004|1111004,2,0,0,1,5|60080368;7|60080368,2641405,1600025|300,1101006,0,52002,70,0,Grand Marshal,#ffffff,9,,4,
1112002,Mobilization,You can send 3 heroes with the troop,career_hero_003,1112000,6;3,1112001,2,0,1,1,5|0;7|0,0,,1101006,1,52002,70,500000,Grand Marshal,#ffffff,9,5,4,
1116001,Beyond the limit - Army,Orange Army Hero's skill slots +1,career_hero_005,1116000,7;1,1112002,2,0,0,1,5|84112515;7|84112515,3697967,1600025|500,1101007,0,52002,75,0,Grand Marshal,#ffffff,9,,4,
1116002,Beyond the limit - Army,Orange Army Hero's skill slots +1,career_hero_005,1116000,7;1,1116001,2,0,1,1,5|0;7|0,0,,1101007,1,52002,75,300000,Grand Marshal,#ffffff,9,,4,
1117001,Beyond the limit - Navy,Orange Navy Hero's skill slots +1,career_hero_004,1117000,7;3,1112002,2,0,0,1,5|84112515;7|84112515,3697967,1600025|500,1101008,0,52002,75,0,Grand Marshal,#ffffff,9,,4,
1117002,Beyond the limit - Navy,Orange Navy Hero's skill slots +1,career_hero_004,1117000,7;3,1117001,2,0,1,1,5|0;7|0,0,,1101008,1,52002,75,300000,Grand Marshal,#ffffff,9,,4,
1118001,Beyond the limit - Air,Orange Air Force Hero's skill slots +1,career_hero_006,1118000,7;5,1112002,2,0,0,1,5|84112515;7|84112515,3697967,1600025|500,1101009,0,52002,75,0,Grand Marshal,#ffffff,9,,4,
1118002,Beyond the limit - Air,Orange Air Force Hero's skill slots +1,career_hero_006,1118000,7;5,1118001,2,0,1,1,5|0;7|0,0,,1101009,1,52002,75,300000,Grand Marshal,#ffffff,9,,4,
1113001,Army ATK,Increase Army Attack by {0}%,army_attack,1113000,8;1,1116002,2,0,0,5,5|9731190;7|9731190,491129,1600025|50,1101024,0,52002,80,0,Grand Marshal,#ffffff,9,,1,
1113002,Army ATK,Increase Army Attack by {0}%,army_attack,1113000,8;1,1113001,2,0,1,5,5|14596785;7|14596785,687580,1600025|70,1101024,300,52002,80,1000,Grand Marshal,#ffffff,9,,1,
1113003,Army ATK,Increase Army Attack by {0}%,army_attack,1113000,8;1,1113002,2,0,2,5,5|21895178;7|21895178,962612,1600025|100,1101024,600,52002,80,2000,Grand Marshal,#ffffff,9,,1,
1113004,Army ATK,Increase Army Attack by {0}%,army_attack,1113000,8;1,1113003,2,0,3,5,5|30653249;7|30653249,1347656,1600025|120,1101024,900,52002,80,3000,Grand Marshal,#ffffff,9,,1,
1113005,Army ATK,Increase Army Attack by {0}%,army_attack,1113000,8;1,1113004,2,0,4,5,5|42914549;7|42914549,1886718,1600025|150,1101024,1200,52002,80,4000,Grand Marshal,#ffffff,9,,1,
1113006,Army ATK,Increase Army Attack by {0}%,army_attack,1113000,8;1,1113005,2,0,5,5,5|0;7|0,0,,1101024,1500,52002,80,5000,Grand Marshal,#ffffff,9,,1,
1114001,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1114000,8;3,1117002,2,0,0,5,5|9731190;7|9731190,491129,1600025|50,1101025,0,52002,80,0,Grand Marshal,#ffffff,9,,1,
1114002,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1114000,8;3,1114001,2,0,1,5,5|14596785;7|14596785,687580,1600025|70,1101025,300,52002,80,1000,Grand Marshal,#ffffff,9,,1,
1114003,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1114000,8;3,1114002,2,0,2,5,5|21895178;7|21895178,962612,1600025|100,1101025,600,52002,80,2000,Grand Marshal,#ffffff,9,,1,
1114004,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1114000,8;3,1114003,2,0,3,5,5|30653249;7|30653249,1347656,1600025|120,1101025,900,52002,80,3000,Grand Marshal,#ffffff,9,,1,
1114005,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1114000,8;3,1114004,2,0,4,5,5|42914549;7|42914549,1886718,1600025|150,1101025,1200,52002,80,4000,Grand Marshal,#ffffff,9,,1,
1114006,Navy ATK,Increase Navy Attack by {0}%,naval_attack,1114000,8;3,1114005,2,0,5,5,5|0;7|0,0,,1101025,1500,52002,80,5000,Grand Marshal,#ffffff,9,,1,
1115001,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1115000,8;5,1118002,2,0,0,5,5|9731190;7|9731190,491129,1600025|50,1101026,0,52002,80,0,Grand Marshal,#ffffff,9,,1,
1115002,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1115000,8;5,1115001,2,0,1,5,5|14596785;7|14596785,687580,1600025|70,1101026,300,52002,80,1000,Grand Marshal,#ffffff,9,,1,
1115003,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1115000,8;5,1115002,2,0,2,5,5|21895178;7|21895178,962612,1600025|100,1101026,600,52002,80,2000,Grand Marshal,#ffffff,9,,1,
1115004,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1115000,8;5,1115003,2,0,3,5,5|30653249;7|30653249,1347656,1600025|120,1101026,900,52002,80,3000,Grand Marshal,#ffffff,9,,1,
1115005,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1115000,8;5,1115004,2,0,4,5,5|42914549;7|42914549,1886718,1600025|150,1101026,1200,52002,80,4000,Grand Marshal,#ffffff,9,,1,
1115006,Air Force ATK,Increase Air Force Attack by {0}%,air_attack,1115000,8;5,1115005,2,0,5,5,5|0;7|0,0,,1101026,1500,52002,80,5000,Grand Marshal,#ffffff,9,,1,
1119001,107103,107104,army_attack,1119000,9;1,1113006,2,0,0,10,5|30653249;7|30653249,259200,1600025|20,930109,0,52002,80,0,Grand Marshal,#ffffff,9,,1,
1119002,107103,107104,army_attack,1119000,9;1,1119001,2,0,1,10,5|42914549;7|42914549,272160,1600025|20,930109,300,52002,80,1000,Grand Marshal,#ffffff,9,,1,
1119003,107103,107104,army_attack,1119000,9;1,1119002,2,0,2,10,5|60080368;7|60080368,285768,1600025|20,930109,600,52002,80,2000,Grand Marshal,#ffffff,9,,1,
1119004,107103,107104,army_attack,1119000,9;1,1119003,2,0,3,10,5|9731190;7|9731190,300056,1600025|20,930109,900,52002,80,3000,Grand Marshal,#ffffff,9,,1,
1119005,107103,107104,army_attack,1119000,9;1,1119004,2,0,4,10,5|14596785;7|14596785,315058,1600025|20,930109,1200,52002,80,4000,Grand Marshal,#ffffff,9,,1,
1119006,107103,107104,army_attack,1119000,9;1,1119005,2,0,5,10,5|21895178;7|21895178,330810,1600025|50,930109,1500,52002,80,5000,Grand Marshal,#ffffff,9,,1,
1119007,107103,107104,army_attack,1119000,9;1,1119006,2,0,6,10,5|30653249;7|30653249,347350,1600025|50,930109,1800,52002,80,6000,Grand Marshal,#ffffff,9,,1,
1119008,107103,107104,army_attack,1119000,9;1,1119007,2,0,7,10,5|42914549;7|42914549,364717,1600025|50,930109,2100,52002,80,7000,Grand Marshal,#ffffff,9,,1,
1119009,107103,107104,army_attack,1119000,9;1,1119008,2,0,8,10,5|42914549;7|42914549,382952,1600025|50,930109,2400,52002,80,8000,Grand Marshal,#ffffff,9,,1,
1119010,107103,107104,army_attack,1119000,9;1,1119009,2,0,9,10,5|42914549;7|42914549,402099,1600025|150,930109,2700,52002,80,9000,Grand Marshal,#ffffff,9,,1,
1119011,107103,107104,army_attack,1119000,9;1,1119010,2,0,10,10,5|0;7|0,0,,930109,3000,52002,80,10000,Grand Marshal,#ffffff,9,,1,
1120001,107105,107106,army_hp,1120000,10;1,1119011,2,0,0,10,5|30653249;7|30653249,259200,1600025|20,930506,0,52002,80,0,Grand Marshal,#ffffff,9,,1,
1120002,107105,107106,army_hp,1120000,10;1,1120001,2,0,1,10,5|42914549;7|42914549,272160,1600025|20,930506,300,52002,80,1000,Grand Marshal,#ffffff,9,,1,
1120003,107105,107106,army_hp,1120000,10;1,1120002,2,0,2,10,5|60080368;7|60080368,285768,1600025|20,930506,600,52002,80,2000,Grand Marshal,#ffffff,9,,1,
1120004,107105,107106,army_hp,1120000,10;1,1120003,2,0,3,10,5|9731190;7|9731190,300056,1600025|20,930506,900,52002,80,3000,Grand Marshal,#ffffff,9,,1,
1120005,107105,107106,army_hp,1120000,10;1,1120004,2,0,4,10,5|14596785;7|14596785,315058,1600025|20,930506,1200,52002,80,4000,Grand Marshal,#ffffff,9,,1,
1120006,107105,107106,army_hp,1120000,10;1,1120005,2,0,5,10,5|21895178;7|21895178,330810,1600025|50,930506,1500,52002,80,5000,Grand Marshal,#ffffff,9,,1,
1120007,107105,107106,army_hp,1120000,10;1,1120006,2,0,6,10,5|30653249;7|30653249,347350,1600025|50,930506,1800,52002,80,6000,Grand Marshal,#ffffff,9,,1,
1120008,107105,107106,army_hp,1120000,10;1,1120007,2,0,7,10,5|42914549;7|42914549,364717,1600025|50,930506,2100,52002,80,7000,Grand Marshal,#ffffff,9,,1,
1120009,107105,107106,army_hp,1120000,10;1,1120008,2,0,8,10,5|42914549;7|42914549,382952,1600025|50,930506,2400,52002,80,8000,Grand Marshal,#ffffff,9,,1,
1120010,107105,107106,army_hp,1120000,10;1,1120009,2,0,9,10,5|42914549;7|42914549,402099,1600025|150,930506,2700,52002,80,9000,Grand Marshal,#ffffff,9,,1,
1120011,107105,107106,army_hp,1120000,10;1,1120010,2,0,10,10,5|0;7|0,0,,930506,3000,52002,80,10000,Grand Marshal,#ffffff,9,,1,
1121001,107107,107108,naval_attack,1121000,9;3,1114006,2,0,0,10,5|30653249;7|30653249,259200,1600025|20,930107,0,52002,80,0,Grand Marshal,#ffffff,9,,1,
1121002,107107,107108,naval_attack,1121000,9;3,1121001,2,0,1,10,5|42914549;7|42914549,272160,1600025|20,930107,300,52002,80,1000,Grand Marshal,#ffffff,9,,1,
1121003,107107,107108,naval_attack,1121000,9;3,1121002,2,0,2,10,5|60080368;7|60080368,285768,1600025|20,930107,600,52002,80,2000,Grand Marshal,#ffffff,9,,1,
1121004,107107,107108,naval_attack,1121000,9;3,1121003,2,0,3,10,5|9731190;7|9731190,300056,1600025|20,930107,900,52002,80,3000,Grand Marshal,#ffffff,9,,1,
1121005,107107,107108,naval_attack,1121000,9;3,1121004,2,0,4,10,5|14596785;7|14596785,315058,1600025|20,930107,1200,52002,80,4000,Grand Marshal,#ffffff,9,,1,
1121006,107107,107108,naval_attack,1121000,9;3,1121005,2,0,5,10,5|21895178;7|21895178,330810,1600025|50,930107,1500,52002,80,5000,Grand Marshal,#ffffff,9,,1,
1121007,107107,107108,naval_attack,1121000,9;3,1121006,2,0,6,10,5|30653249;7|30653249,347350,1600025|50,930107,1800,52002,80,6000,Grand Marshal,#ffffff,9,,1,
1121008,107107,107108,naval_attack,1121000,9;3,1121007,2,0,7,10,5|42914549;7|42914549,364717,1600025|50,930107,2100,52002,80,7000,Grand Marshal,#ffffff,9,,1,
1121009,107107,107108,naval_attack,1121000,9;3,1121008,2,0,8,10,5|42914549;7|42914549,382952,1600025|50,930107,2400,52002,80,8000,Grand Marshal,#ffffff,9,,1,
1121010,107107,107108,naval_attack,1121000,9;3,1121009,2,0,9,10,5|42914549;7|42914549,402099,1600025|150,930107,2700,52002,80,9000,Grand Marshal,#ffffff,9,,1,
1121011,107107,107108,naval_attack,1121000,9;3,1121010,2,0,10,10,5|0;7|0,0,,930107,3000,52002,80,10000,Grand Marshal,#ffffff,9,,1,
1122001,107109,107110,naval_hp,1122000,10;3,1121011,2,0,0,10,5|30653249;7|30653249,259200,1600025|20,930504,0,52002,80,0,Grand Marshal,#ffffff,9,,1,
1122002,107109,107110,naval_hp,1122000,10;3,1122001,2,0,1,10,5|42914549;7|42914549,272160,1600025|20,930504,300,52002,80,1000,Grand Marshal,#ffffff,9,,1,
1122003,107109,107110,naval_hp,1122000,10;3,1122002,2,0,2,10,5|60080368;7|60080368,285768,1600025|20,930504,600,52002,80,2000,Grand Marshal,#ffffff,9,,1,
1122004,107109,107110,naval_hp,1122000,10;3,1122003,2,0,3,10,5|9731190;7|9731190,300056,1600025|20,930504,900,52002,80,3000,Grand Marshal,#ffffff,9,,1,
1122005,107109,107110,naval_hp,1122000,10;3,1122004,2,0,4,10,5|14596785;7|14596785,315058,1600025|20,930504,1200,52002,80,4000,Grand Marshal,#ffffff,9,,1,
1122006,107109,107110,naval_hp,1122000,10;3,1122005,2,0,5,10,5|21895178;7|21895178,330810,1600025|50,930504,1500,52002,80,5000,Grand Marshal,#ffffff,9,,1,
1122007,107109,107110,naval_hp,1122000,10;3,1122006,2,0,6,10,5|30653249;7|30653249,347350,1600025|50,930504,1800,52002,80,6000,Grand Marshal,#ffffff,9,,1,
1122008,107109,107110,naval_hp,1122000,10;3,1122007,2,0,7,10,5|42914549;7|42914549,364717,1600025|50,930504,2100,52002,80,7000,Grand Marshal,#ffffff,9,,1,
1122009,107109,107110,naval_hp,1122000,10;3,1122008,2,0,8,10,5|42914549;7|42914549,382952,1600025|50,930504,2400,52002,80,8000,Grand Marshal,#ffffff,9,,1,
1122010,107109,107110,naval_hp,1122000,10;3,1122009,2,0,9,10,5|42914549;7|42914549,402099,1600025|150,930504,2700,52002,80,9000,Grand Marshal,#ffffff,9,,1,
1122011,107109,107110,naval_hp,1122000,10;3,1122010,2,0,10,10,5|0;7|0,0,,930504,3000,52002,80,10000,Grand Marshal,#ffffff,9,,1,
1123001,107111,107112,air_attack,1123000,9;5,1115006,2,0,0,10,5|30653249;7|30653249,259200,1600025|20,930108,0,52002,80,0,Grand Marshal,#ffffff,9,,1,
1123002,107111,107112,air_attack,1123000,9;5,1123001,2,0,1,10,5|42914549;7|42914549,272160,1600025|20,930108,300,52002,80,1000,Grand Marshal,#ffffff,9,,1,
1123003,107111,107112,air_attack,1123000,9;5,1123002,2,0,2,10,5|60080368;7|60080368,285768,1600025|20,930108,600,52002,80,2000,Grand Marshal,#ffffff,9,,1,
1123004,107111,107112,air_attack,1123000,9;5,1123003,2,0,3,10,5|9731190;7|9731190,300056,1600025|20,930108,900,52002,80,3000,Grand Marshal,#ffffff,9,,1,
1123005,107111,107112,air_attack,1123000,9;5,1123004,2,0,4,10,5|14596785;7|14596785,315058,1600025|20,930108,1200,52002,80,4000,Grand Marshal,#ffffff,9,,1,
1123006,107111,107112,air_attack,1123000,9;5,1123005,2,0,5,10,5|21895178;7|21895178,330810,1600025|50,930108,1500,52002,80,5000,Grand Marshal,#ffffff,9,,1,
1123007,107111,107112,air_attack,1123000,9;5,1123006,2,0,6,10,5|30653249;7|30653249,347350,1600025|50,930108,1800,52002,80,6000,Grand Marshal,#ffffff,9,,1,
1123008,107111,107112,air_attack,1123000,9;5,1123007,2,0,7,10,5|42914549;7|42914549,364717,1600025|50,930108,2100,52002,80,7000,Grand Marshal,#ffffff,9,,1,
1123009,107111,107112,air_attack,1123000,9;5,1123008,2,0,8,10,5|42914549;7|42914549,382952,1600025|50,930108,2400,52002,80,8000,Grand Marshal,#ffffff,9,,1,
1123010,107111,107112,air_attack,1123000,9;5,1123009,2,0,9,10,5|42914549;7|42914549,402099,1600025|150,930108,2700,52002,80,9000,Grand Marshal,#ffffff,9,,1,
1123011,107111,107112,air_attack,1123000,9;5,1123010,2,0,10,10,5|0;7|0,0,,930108,3000,52002,80,10000,Grand Marshal,#ffffff,9,,1,
1124001,107113,107114,air_hp,1124000,10;5,1123011,2,0,0,10,5|30653249;7|30653249,259200,1600025|20,930505,0,52002,80,0,Grand Marshal,#ffffff,9,,1,
1124002,107113,107114,air_hp,1124000,10;5,1124001,2,0,1,10,5|42914549;7|42914549,272160,1600025|20,930505,300,52002,80,1000,Grand Marshal,#ffffff,9,,1,
1124003,107113,107114,air_hp,1124000,10;5,1124002,2,0,2,10,5|60080368;7|60080368,285768,1600025|20,930505,600,52002,80,2000,Grand Marshal,#ffffff,9,,1,
1124004,107113,107114,air_hp,1124000,10;5,1124003,2,0,3,10,5|9731190;7|9731190,300056,1600025|20,930505,900,52002,80,3000,Grand Marshal,#ffffff,9,,1,
1124005,107113,107114,air_hp,1124000,10;5,1124004,2,0,4,10,5|14596785;7|14596785,315058,1600025|20,930505,1200,52002,80,4000,Grand Marshal,#ffffff,9,,1,
1124006,107113,107114,air_hp,1124000,10;5,1124005,2,0,5,10,5|21895178;7|21895178,330810,1600025|50,930505,1500,52002,80,5000,Grand Marshal,#ffffff,9,,1,
1124007,107113,107114,air_hp,1124000,10;5,1124006,2,0,6,10,5|30653249;7|30653249,347350,1600025|50,930505,1800,52002,80,6000,Grand Marshal,#ffffff,9,,1,
1124008,107113,107114,air_hp,1124000,10;5,1124007,2,0,7,10,5|42914549;7|42914549,364717,1600025|50,930505,2100,52002,80,7000,Grand Marshal,#ffffff,9,,1,
1124009,107113,107114,air_hp,1124000,10;5,1124008,2,0,8,10,5|42914549;7|42914549,382952,1600025|50,930505,2400,52002,80,8000,Grand Marshal,#ffffff,9,,1,
1124010,107113,107114,air_hp,1124000,10;5,1124009,2,0,9,10,5|42914549;7|42914549,402099,1600025|150,930505,2700,52002,80,9000,Grand Marshal,#ffffff,9,,1,
1124011,107113,107114,air_hp,1124000,10;5,1124010,2,0,10,10,5|0;7|0,0,,930505,3000,52002,80,10000,Grand Marshal,#ffffff,9,,1,
1201001,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1201000,1;3,0,2,0,0,5,5|4324973;7|4324973,250577,1600025|2,1001001,0,52003,60,0,Tactical Master,#ffffff,6,,1,
1201002,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1201000,1;3,1201001,2,0,1,5,5|6487460;7|6487460,350807,1600025|3,1001001,500,52003,60,1000,Tactical Master,#ffffff,6,,1,
1201003,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1201000,1;3,1201002,2,0,2,5,5|9731190;7|9731190,491129,1600025|4,1001001,1000,52003,60,2000,Tactical Master,#ffffff,6,,1,
1201004,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1201000,1;3,1201003,2,0,3,5,5|14596785;7|14596785,687580,1600025|5,1001001,1500,52003,60,3000,Tactical Master,#ffffff,6,,1,
1201005,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1201000,1;3,1201004,2,0,4,5,5|21895178;7|21895178,962612,1600025|10,1001001,2000,52003,60,4000,Tactical Master,#ffffff,6,,1,
1201006,DMG Increase,Increase damage by {0}% for all units in the troops,career_battlemaster_001,1201000,1;3,1201005,2,0,5,5,5|0;7|0,0,,1001001,3000,52003,60,5000,Tactical Master,#ffffff,6,,1,
1202001,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1202000,2;1,1201006,2,0,0,5,5|4324973;7|4324973,250577,1600025|2,1101015,0,52003,60,0,Tactical Master,#ffffff,6,,1,
1202002,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1202000,2;1,1202001,2,0,1,5,5|6487460;7|6487460,350807,1600025|3,1101015,1000,52003,60,1000,Tactical Master,#ffffff,6,,1,
1202003,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1202000,2;1,1202002,2,0,2,5,5|9731190;7|9731190,491129,1600025|4,1101015,1500,52003,60,2000,Tactical Master,#ffffff,6,,1,
1202004,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1202000,2;1,1202003,2,0,3,5,5|14596785;7|14596785,687580,1600025|5,1101015,2000,52003,60,3000,Tactical Master,#ffffff,6,,1,
1202005,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1202000,2;1,1202004,2,0,4,5,5|21895178;7|21895178,962612,1600025|10,1101015,2500,52003,60,4000,Tactical Master,#ffffff,6,,1,
1202006,Army Resistance,Increase Army Resistance by {0}%,career_command_004,1202000,2;1,1202005,2,0,5,5,5|0;7|0,0,,1101015,3500,52003,60,5000,Tactical Master,#ffffff,6,,1,
1203001,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1203000,2;3,1201006,2,0,0,5,5|4324973;7|4324973,250577,1600025|2,1101016,0,52003,60,0,Tactical Master,#ffffff,6,,1,
1203002,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1203000,2;3,1203001,2,0,1,5,5|6487460;7|6487460,350807,1600025|3,1101016,1000,52003,60,1000,Tactical Master,#ffffff,6,,1,
1203003,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1203000,2;3,1203002,2,0,2,5,5|9731190;7|9731190,491129,1600025|4,1101016,1500,52003,60,2000,Tactical Master,#ffffff,6,,1,
1203004,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1203000,2;3,1203003,2,0,3,5,5|14596785;7|14596785,687580,1600025|5,1101016,2000,52003,60,3000,Tactical Master,#ffffff,6,,1,
1203005,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1203000,2;3,1203004,2,0,4,5,5|21895178;7|21895178,962612,1600025|10,1101016,2500,52003,60,4000,Tactical Master,#ffffff,6,,1,
1203006,Navy Resistance,Increase Navy Resistance by {0}%,career_command_005,1203000,2;3,1203005,2,0,5,5,5|0;7|0,0,,1101016,3500,52003,60,5000,Tactical Master,#ffffff,6,2,1,
1204001,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1204000,2;5,1201006,2,0,0,5,5|4324973;7|4324973,250577,1600025|2,1101017,0,52003,60,0,Tactical Master,#ffffff,6,,1,
1204002,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1204000,2;5,1204001,2,0,1,5,5|6487460;7|6487460,350807,1600025|3,1101017,1000,52003,60,1000,Tactical Master,#ffffff,6,,1,
1204003,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1204000,2;5,1204002,2,0,2,5,5|9731190;7|9731190,491129,1600025|4,1101017,1500,52003,60,2000,Tactical Master,#ffffff,6,,1,
1204004,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1204000,2;5,1204003,2,0,3,5,5|14596785;7|14596785,687580,1600025|5,1101017,2000,52003,60,3000,Tactical Master,#ffffff,6,,1,
1204005,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1204000,2;5,1204004,2,0,4,5,5|21895178;7|21895178,962612,1600025|10,1101017,2500,52003,60,4000,Tactical Master,#ffffff,6,,1,
1204006,Air Force Resistance,Increase Air Force Resistance by {0}%,career_command_006,1204000,2;5,1204005,2,0,5,5,5|0;7|0,0,,1101017,3500,52003,60,5000,Tactical Master,#ffffff,6,,1,
1205001,Advanced Resistance,Reduce the damage received by all units in the troops by {0}%,career_battlemaster_004,1205000,3;3,1202006|1203006|1204006,2,0,0,3,5|21895178;7|21895178,962612,1600025|10,1101040,0,52003,65,0,Tactical Master,#ffffff,7,,1,
1205002,Advanced Resistance,Reduce the damage received by all units in the troops by {0}%,career_battlemaster_004,1205000,3;3,1205001,2,0,1,3,5|30653249;7|30653249,1347656,1600025|20,1101040,600,52003,65,1000,Tactical Master,#ffffff,7,,1,
1205003,Advanced Resistance,Reduce the damage received by all units in the troops by {0}%,career_battlemaster_004,1205000,3;3,1205002,2,0,2,3,5|42914549;7|42914549,1886718,1600025|30,1101040,1500,52003,65,2000,Tactical Master,#ffffff,7,,1,
1205004,Advanced Resistance,Reduce the damage received by all units in the troops by {0}%,career_battlemaster_004,1205000,3;3,1205003,2,0,3,3,5|0;7|0,0,,1101040,2500,52003,65,3000,Tactical Master,#ffffff,7,3,1,
1206001,Army HP,Increase Army HP by {0}%,army_hp,1206000,4;1,1205004,2,0,0,5,5|9731190;7|9731190,491129,1600025|10,1101020,0,52003,65,0,Tactical Master,#ffffff,8,,1,
1206002,Army HP,Increase Army HP by {0}%,army_hp,1206000,4;1,1206001,2,0,1,5,5|14596785;7|14596785,687580,1600025|20,1101020,500,52003,65,1000,Tactical Master,#ffffff,8,,1,
1206003,Army HP,Increase Army HP by {0}%,army_hp,1206000,4;1,1206002,2,0,2,5,5|21895178;7|21895178,962612,1600025|30,1101020,1000,52003,65,2000,Tactical Master,#ffffff,8,,1,
1206004,Army HP,Increase Army HP by {0}%,army_hp,1206000,4;1,1206003,2,0,3,5,5|30653249;7|30653249,1347656,1600025|40,1101020,1500,52003,65,3000,Tactical Master,#ffffff,8,,1,
1206005,Army HP,Increase Army HP by {0}%,army_hp,1206000,4;1,1206004,2,0,4,5,5|42914549;7|42914549,1886718,1600025|50,1101020,2000,52003,65,4000,Tactical Master,#ffffff,8,,1,
1206006,Army HP,Increase Army HP by {0}%,army_hp,1206000,4;1,1206005,2,0,5,5,5|0;7|0,0,,1101020,3000,52003,65,5000,Tactical Master,#ffffff,8,,1,
1207001,Navy HP,Increase Navy HP by {0}%,naval_hp,1207000,4;3,1205004,2,0,0,5,5|9731190;7|9731190,491129,1600025|10,1101021,0,52003,65,0,Tactical Master,#ffffff,8,,1,
1207002,Navy HP,Increase Navy HP by {0}%,naval_hp,1207000,4;3,1207001,2,0,1,5,5|14596785;7|14596785,687580,1600025|20,1101021,500,52003,65,1000,Tactical Master,#ffffff,8,,1,
1207003,Navy HP,Increase Navy HP by {0}%,naval_hp,1207000,4;3,1207002,2,0,2,5,5|21895178;7|21895178,962612,1600025|30,1101021,1000,52003,65,2000,Tactical Master,#ffffff,8,,1,
1207004,Navy HP,Increase Navy HP by {0}%,naval_hp,1207000,4;3,1207003,2,0,3,5,5|30653249;7|30653249,1347656,1600025|40,1101021,1500,52003,65,3000,Tactical Master,#ffffff,8,,1,
1207005,Navy HP,Increase Navy HP by {0}%,naval_hp,1207000,4;3,1207004,2,0,4,5,5|42914549;7|42914549,1886718,1600025|50,1101021,2000,52003,65,4000,Tactical Master,#ffffff,8,,1,
