id,type,group,team,exchange,reward,reward2,value,exhibition,effect
int,int,int,int,int,int,int,string,string,string
690,22,29,1,2210529,2215002,2212029,13700|420|2010,3|2|3;1,0|2|3
691,22,30,1,2210530,2215002,2212030,21200|420|2010,3|2|3;1,0|2|3
692,22,31,1,2210531,2215002,2212031,6800|420|610,3;1|2|3,0|2|3
693,22,32,1,2210532,2215002,2212032,7700|420|2010,3|2|3;1,0|2|3
694,22,33,1,2210533,2215002,2212033,7400|420|2010,3;1|2|3;1,0|2|3
695,22,34,1,2210534,2215002,2212034,15200|420|2010,3|2|3;1,0|2|3
696,22,35,1,2210535,2215002,2212035,21200|420|2010,3|2|3;1,0|2|3
697,22,36,1,2210536,2215002,2212036,6800|420|610,3;1|2|3,0|2|3
698,22,37,1,2210537,2215002,2212037,7700|420|2010,3|2|3;1,0|2|3
699,22,38,1,2210538,2215002,2212038,7400|420|2010,3;1|2|3;1,0|2|3
700,22,39,1,2210539,2215002,2212039,15200|420|2010,3|2|3;1,0|2|3
701,22,40,1,2210540,2215002,2212040,21200|420|2010,3|2|3;1,0|2|3
702,22,41,1,2210541,2215002,2212041,13400|420|2010,3;1|2|3;1,0|2|3
703,23,1,1,,2141001,,120|200|100,2|1|1,2|1|1
704,23,2,1,2200602,2205002,2202002,320|320|210,2|2|1,0|2|1
705,23,3,1,2200603,2205002,2202003,1200|320|210,2|2|1,0|2|1
706,23,4,1,2200604,2205002,2202004,700|320|210,2|2|1,0|2|1
707,23,5,1,2200605,2205002,2202005,950|320|110,2;1|2|1,0|2|1
708,23,6,1,2200606,2205002,2202006,800|320|210,2|2|1,0|2|1
709,23,7,1,2200607,2205002,2202007,1700|320|110,2|2|1,0|2|1
710,23,8,1,2200608,2205002,2202008,2200|320|610,3;1|2|2,0|2|2
711,23,9,1,2200609,2205002,2202009,950|320|210,2;1|2|1,0|2|1
712,23,10,1,2200610,2205002,2202010,1200|320|210,2|2|1,0|2|1
713,23,11,1,2200611,2205002,2202011,3200|320|610,3|2|2,0|2|2
714,23,12,1,2200612,2205002,2202012,1700|320|210,2|2|1,0|2|1
715,23,13,1,2200613,2205002,2202013,6200|320|210,3|2|2,0|2|2
716,23,14,1,2200614,2205002,2202014,2600|320|2010,3|2|2,0|2|2
717,23,15,1,2200615,2205002,2202015,2700|320|610,3|2|2,0|2|2
718,23,16,1,2200616,2205002,2202016,6700|320|1010,3|2|2;1,0|2|2
719,23,17,1,2200617,2205002,2202017,18200|320|2010,3;1|2|3;1,0|2|3
720,23,18,1,2200618,2205002,2202018,3000|320|610,3;1|2|2,0|2|2
721,23,19,1,2200619,2205002,2202019,950|320|110,2;1|2|1,0|2|1
722,23,20,1,2200620,2205002,2202020,2200|320|610,3;1|2|2,0|2|2
723,23,21,1,2200621,2205002,2202021,6700|320|810,3|2|2,0|2|2
724,23,22,1,2200622,2205002,2202022,6200|320|210,3|2|2,0|2|2
725,23,23,1,2200623,2205002,2202023,3000|320|610,3;1|2|2,0|2|2
726,23,24,1,2200624,2205002,2202024,6200|320|2010,3|2|3;1,0|2|3
727,23,25,1,2200625,2205002,2202025,2200|320|610,3;1|2|2,0|2|2
728,23,26,1,2200626,2205002,2202026,2600|320|2010,3|2|2,0|2|2
729,23,27,1,2200627,2205002,2202027,6200|320|2010,3|2|3;1,0|2|3
730,23,28,1,2200628,2205002,2202028,2600|320|2010,3|2|2,0|2|2
731,23,29,1,2200629,2205002,2202029,12200|320|2010,3|2|3;1,0|2|3
732,24,1,1,,2151001,,120|200|100,2|1|1,2|1|1
733,24,2,1,2210602,2215002,2212002,320|420|210,2|2|1,0|2|1
734,24,3,1,2210603,2215002,2212003,800|420|210,2|2|1,0|2|1
735,24,4,1,2210604,2215002,2212004,950|420|160,2;1|2|1,0|2|1
736,24,5,1,2210605,2215002,2212005,2200|420|610,3|2|2,0|2|2
737,24,6,1,2210606,2215002,2212006,3200|420|1210,3|2|2,0|2|2
738,24,7,1,2210607,2215002,2212007,6800|420|2010,3;1|2|3;1,0|2|3
739,24,8,1,2210608,2215002,2212008,3000|420|610,3;1|2|2,0|2|2
740,24,9,1,2210609,2215002,2212009,7700|420|2010,3|2|3;1,0|2|3
741,24,10,1,2210610,2215002,2212010,3200|420|610,3;1|2|2,0|2|2
742,24,11,1,2210611,2215002,2212011,5200|420|610,3;1|2|2,0|2|2
743,24,12,1,2210612,2215002,2212012,6800|420|610,3;1|2|3,0|2|3
744,24,13,1,2210613,2215002,2212013,1400|420|610,3|2|2,0|2|2
745,24,14,1,2210614,2215002,2212014,2600|420|1010,3|2|2;1,0|2|2
746,24,15,1,2210615,2215002,2212015,4200|420|10510,3|2|3,0|2|3
747,24,16,1,2210616,2215002,2212016,12200|420|3610,3|2|3,0|2|3
748,24,17,1,2210617,2215002,2212017,6200|420|2010,3|2|3;1,0|2|3
749,24,18,1,2210618,2215002,2212018,13000|420|2010,3|2|3;1,0|2|3
750,24,19,1,2210619,2215002,2212019,3200|420|610,3;1|2|2,0|2|2
751,24,20,1,2210620,2215002,2212020,18200|420|2010,3|2|3;1,0|2|3
752,24,21,1,2210621,2215002,2212021,18200|420|2010,3|2|3;1,0|2|3
753,24,22,1,2210622,2215002,2212022,2600|420|610,3|2|2,0|2|2
754,24,23,1,2210623,2215002,2212023,6200|420|2010,3|2|3;1,0|2|3
755,24,24,1,2210624,2215002,2212024,13000|420|2010,3|2|3;1,0|2|3
756,24,25,1,2210625,2215002,2212025,6200|420|610,3|2|2,0|2|2
757,24,26,1,2210626,2215002,2212026,6200|420|8010,3|2|3,0|2|3
758,24,27,1,2210627,2215002,2212027,6200|420|2010,3|2|3;1,0|2|3
759,24,28,1,2210628,2215002,2212028,6200|420|8010,3|2|3,0|2|3
760,24,29,1,2210629,2215002,2212029,13700|420|2010,3|2|3;1,0|2|3
761,24,30,1,2210630,2215002,2212030,21200|420|2010,3|2|3;1,0|2|3
762,24,31,1,2210631,2215002,2212031,6800|420|610,3;1|2|3,0|2|3
763,24,32,1,2210632,2215002,2212032,7700|420|2010,3|2|3;1,0|2|3
764,24,33,1,2210633,2215002,2212033,7400|420|2010,3;1|2|3;1,0|2|3
765,24,34,1,2210634,2215002,2212034,15200|420|2010,3|2|3;1,0|2|3
766,24,35,1,2210635,2215002,2212035,21200|420|2010,3|2|3;1,0|2|3
767,24,36,1,2210636,2215002,2212036,6800|420|610,3;1|2|3,0|2|3
768,24,37,1,2210637,2215002,2212037,7700|420|2010,3|2|3;1,0|2|3
769,24,38,1,2210638,2215002,2212038,7400|420|2010,3;1|2|3;1,0|2|3
770,24,39,1,2210639,2215002,2212039,15200|420|2010,3|2|3;1,0|2|3
771,24,40,1,2210640,2215002,2212040,21200|420|2010,3|2|3;1,0|2|3
772,24,41,1,2210641,2215002,2212041,13400|420|2010,3;1|2|3;1,0|2|3
773,25,1,1,,2141001,,120|200|100,2|1|1,2|1|1
774,25,2,1,2200702,2206002,2202002,320|320|210,2|2|1,0|2|1
775,25,3,1,2200703,2206002,2202003,1200|320|210,2|2|1,0|2|1
776,25,4,1,2200704,2206002,2202004,700|320|210,2|2|1,0|2|1
777,25,5,1,2200705,2206002,2202005,950|320|110,2;1|2|1,0|2|1
778,25,6,1,2200706,2206002,2202006,800|320|210,2|2|1,0|2|1
779,25,7,1,2200707,2206002,2202007,1700|320|110,2|2|1,0|2|1
780,25,8,1,2200708,2206002,2202008,2200|320|610,3;1|2|2,0|2|2
781,25,9,1,2200709,2206002,2202009,950|320|210,2;1|2|1,0|2|1
782,25,10,1,2200710,2206002,2202010,1200|320|210,2|2|1,0|2|1
783,25,11,1,2200711,2206002,2202011,3200|320|610,3|2|2,0|2|2
784,25,12,1,2200712,2206002,2202012,1700|320|210,2|2|1,0|2|1
785,25,13,1,2200713,2206002,2202013,6200|320|210,3|2|2,0|2|2
786,25,14,1,2200714,2206002,2202014,2600|320|2010,3|2|2,0|2|2
787,25,15,1,2200715,2206002,2202015,2700|320|610,3|2|2,0|2|2
788,25,16,1,2200716,2206002,2202016,6700|320|1010,3|2|2;1,0|2|2
789,25,17,1,2200717,2206002,2202017,18200|320|2010,3;1|2|3;1,0|2|3
790,25,18,1,2200718,2206002,2202018,3000|320|610,3;1|2|2,0|2|2
791,25,19,1,2200719,2206002,2202019,950|320|110,2;1|2|1,0|2|1
792,25,20,1,2200720,2206002,2202020,2200|320|610,3;1|2|2,0|2|2
793,25,21,1,2200721,2206002,2202021,6700|320|810,3|2|2,0|2|2
794,25,22,1,2200722,2206002,2202022,6200|320|210,3|2|2,0|2|2
795,25,23,1,2200723,2206002,2202023,3000|320|610,3;1|2|2,0|2|2
796,25,24,1,2200724,2206002,2202024,6200|320|2010,3|2|3;1,0|2|3
797,25,25,1,2200725,2206002,2202025,2200|320|610,3;1|2|2,0|2|2
798,25,26,1,2200726,2206002,2202026,2600|320|2010,3|2|2,0|2|2
799,25,27,1,2200727,2206002,2202027,6200|320|2010,3|2|3;1,0|2|3
800,25,28,1,2200728,2206002,2202028,2600|320|2010,3|2|2,0|2|2
801,25,29,1,2200729,2206002,2202029,12200|320|2010,3|2|3;1,0|2|3
802,26,1,1,,2151001,,120|200|100,2|1|1,2|1|1
803,26,2,1,2210702,2216002,2212002,320|420|210,2|2|1,0|2|1
804,26,3,1,2210703,2216002,2212003,800|420|210,2|2|1,0|2|1
805,26,4,1,2210704,2216002,2212004,950|420|160,2;1|2|1,0|2|1
806,26,5,1,2210705,2216002,2212005,2200|420|610,3|2|2,0|2|2
807,26,6,1,2210706,2216002,2212006,3200|420|1210,3|2|2,0|2|2
808,26,7,1,2210707,2216002,2212007,6800|420|2010,3;1|2|3;1,0|2|3
809,26,8,1,2210708,2216002,2212008,3000|420|610,3;1|2|2,0|2|2
810,26,9,1,2210709,2216002,2212009,7700|420|2010,3|2|3;1,0|2|3
811,26,10,1,2210710,2216002,2212010,3200|420|610,3;1|2|2,0|2|2
812,26,11,1,2210711,2216002,2212011,5200|420|610,3;1|2|2,0|2|2
813,26,12,1,2210712,2216002,2212012,6800|420|610,3;1|2|3,0|2|3
814,26,13,1,2210713,2216002,2212013,1400|420|610,3|2|2,0|2|2
815,26,14,1,2210714,2216002,2212014,2600|420|1010,3|2|2;1,0|2|2
816,26,15,1,2210715,2216002,2212015,4200|420|10510,3|2|3,0|2|3
817,26,16,1,2210716,2216002,2212016,12200|420|3610,3|2|3,0|2|3
818,26,17,1,2210717,2216002,2212017,6200|420|2010,3|2|3;1,0|2|3
819,26,18,1,2210718,2216002,2212018,13000|420|2010,3|2|3;1,0|2|3
820,26,19,1,2210719,2216002,2212019,3200|420|610,3;1|2|2,0|2|2
821,26,20,1,2210720,2216002,2212020,18200|420|2010,3|2|3;1,0|2|3
822,26,21,1,2210721,2216002,2212021,18200|420|2010,3|2|3;1,0|2|3
823,26,22,1,2210722,2216002,2212022,2600|420|610,3|2|2,0|2|2
824,26,23,1,2210723,2216002,2212023,6200|420|2010,3|2|3;1,0|2|3
825,26,24,1,2210724,2216002,2212024,13000|420|2010,3|2|3;1,0|2|3
826,26,25,1,2210725,2216002,2212025,6200|420|610,3|2|2,0|2|2
827,26,26,1,2210726,2216002,2212026,6200|420|8010,3|2|3,0|2|3
828,26,27,1,2210727,2216002,2212027,6200|420|2010,3|2|3;1,0|2|3
829,26,28,1,2210728,2216002,2212028,6200|420|8010,3|2|3,0|2|3
830,26,29,1,2210729,2216002,2212029,13700|420|2010,3|2|3;1,0|2|3
831,26,30,1,2210730,2216002,2212030,21200|420|2010,3|2|3;1,0|2|3
832,26,31,1,2210731,2216002,2212031,6800|420|610,3;1|2|3,0|2|3
833,26,32,1,2210732,2216002,2212032,7700|420|2010,3|2|3;1,0|2|3
834,26,33,1,2210733,2216002,2212033,7400|420|2010,3;1|2|3;1,0|2|3
835,26,34,1,2210734,2216002,2212034,15200|420|2010,3|2|3;1,0|2|3
836,26,35,1,2210735,2216002,2212035,21200|420|2010,3|2|3;1,0|2|3
837,26,36,1,2210736,2216002,2212036,6800|420|610,3;1|2|3,0|2|3
838,26,37,1,2210737,2216002,2212037,7700|420|2010,3|2|3;1,0|2|3
839,26,38,1,2210738,2216002,2212038,7400|420|2010,3;1|2|3;1,0|2|3
840,26,39,1,2210739,2216002,2212039,15200|420|2010,3|2|3;1,0|2|3
841,26,40,1,2210740,2216002,2212040,21200|420|2010,3|2|3;1,0|2|3
842,26,41,1,2210741,2216002,2212041,13400|420|2010,3;1|2|3;1,0|2|3
843,27,1,1,,2141001,,120|200|100,2|1|1,2|1|1
844,27,2,1,2200802,2208002,2202002,320|320|210,2|2|1,0|2|1
845,27,3,1,2200803,2208002,2202003,1200|320|210,2|2|1,0|2|1
846,27,4,1,2200804,2208002,2202004,700|320|210,2|2|1,0|2|1
847,27,5,1,2200805,2208002,2202005,950|320|110,2;1|2|1,0|2|1
848,27,6,1,2200806,2208002,2202006,800|320|210,2|2|1,0|2|1
849,27,7,1,2200807,2208002,2202007,1700|320|110,2|2|1,0|2|1
850,27,8,1,2200808,2208002,2202008,2200|320|610,3;1|2|2,0|2|2
851,27,9,1,2200809,2208002,2202009,950|320|210,2;1|2|1,0|2|1
852,27,10,1,2200810,2208002,2202010,1200|320|210,2|2|1,0|2|1
853,27,11,1,2200811,2208002,2202011,3200|320|610,3|2|2,0|2|2
854,27,12,1,2200812,2208002,2202012,1700|320|210,2|2|1,0|2|1
855,27,13,1,2200813,2208002,2202013,6200|320|210,3|2|2,0|2|2
856,27,14,1,2200814,2208002,2202014,2600|320|2010,3|2|2,0|2|2
857,27,15,1,2200815,2208002,2202015,2700|320|610,3|2|2,0|2|2
858,27,16,1,2200816,2208002,2202016,6700|320|1010,3|2|2;1,0|2|2
859,27,17,1,2200817,2208002,2202017,18200|320|2010,3;1|2|3;1,0|2|3
860,27,18,1,2200818,2208002,2202018,3000|320|610,3;1|2|2,0|2|2
861,27,19,1,2200819,2208002,2202019,950|320|110,2;1|2|1,0|2|1
862,27,20,1,2200820,2208002,2202020,2200|320|610,3;1|2|2,0|2|2
863,27,21,1,2200821,2208002,2202021,6700|320|810,3|2|2,0|2|2
864,27,22,1,2200822,2208002,2202022,6200|320|210,3|2|2,0|2|2
865,27,23,1,2200823,2208002,2202023,3000|320|610,3;1|2|2,0|2|2
866,27,24,1,2200824,2208002,2202024,6200|320|2010,3|2|3;1,0|2|3
867,27,25,1,2200825,2208002,2202025,2200|320|610,3;1|2|2,0|2|2
868,27,26,1,2200826,2208002,2202026,2600|320|2010,3|2|2,0|2|2
869,27,27,1,2200827,2208002,2202027,6200|320|2010,3|2|3;1,0|2|3
870,27,28,1,2200828,2208002,2202028,2600|320|2010,3|2|2,0|2|2
871,27,29,1,2200829,2208002,2202029,12200|320|2010,3|2|3;1,0|2|3
877,28,1,1,,2151001,,120|200|100,2|1|1,2|1|1
878,28,2,1,2210802,2218002,2212002,320|420|210,2|2|1,0|2|1
879,28,3,1,2210803,2218002,2212003,800|420|210,2|2|1,0|2|1
880,28,4,1,2210804,2218002,2212004,950|420|160,2;1|2|1,0|2|1
881,28,5,1,2210805,2218002,2212005,2200|420|610,3|2|2,0|2|2
882,28,6,1,2210806,2218002,2212006,3200|420|1210,3|2|2,0|2|2
883,28,7,1,2210807,2218002,2212007,6800|420|2010,3;1|2|3;1,0|2|3
884,28,8,1,2210808,2218002,2212008,3000|420|610,3;1|2|2,0|2|2
885,28,9,1,2210809,2218002,2212009,7700|420|2010,3|2|3;1,0|2|3
886,28,10,1,2210810,2218002,2212010,3200|420|610,3;1|2|2,0|2|2
887,28,11,1,2210811,2218002,2212011,5200|420|610,3;1|2|2,0|2|2
888,28,12,1,2210812,2218002,2212012,6800|420|610,3;1|2|3,0|2|3
889,28,13,1,2210813,2218002,2212013,1400|420|610,3|2|2,0|2|2
890,28,14,1,2210814,2218002,2212014,2600|420|1010,3|2|2;1,0|2|2
891,28,15,1,2210815,2218002,2212015,4200|420|10510,3|2|3,0|2|3
892,28,16,1,2210816,2218002,2212016,12200|420|3610,3|2|3,0|2|3
893,28,17,1,2210817,2218002,2212017,6200|420|2010,3|2|3;1,0|2|3
894,28,18,1,2210818,2218002,2212018,13000|420|2010,3|2|3;1,0|2|3
895,28,19,1,2210819,2218002,2212019,3200|420|610,3;1|2|2,0|2|2
896,28,20,1,2210820,2218002,2212020,18200|420|2010,3|2|3;1,0|2|3
897,28,21,1,2210821,2218002,2212021,18200|420|2010,3|2|3;1,0|2|3
898,28,22,1,2210822,2218002,2212022,2600|420|610,3|2|2,0|2|2
899,28,23,1,2210823,2218002,2212023,6200|420|2010,3|2|3;1,0|2|3
900,28,24,1,2210824,2218002,2212024,13000|420|2010,3|2|3;1,0|2|3
901,28,25,1,2210825,2218002,2212025,6200|420|610,3|2|2,0|2|2
902,28,26,1,2210826,2218002,2212026,6200|420|8010,3|2|3,0|2|3
903,28,27,1,2210827,2218002,2212027,6200|420|2010,3|2|3;1,0|2|3
904,28,28,1,2210828,2218002,2212028,6200|420|8010,3|2|3,0|2|3
905,28,29,1,2210829,2218002,2212029,13700|420|2010,3|2|3;1,0|2|3
906,28,30,1,2210830,2218002,2212030,21200|420|2010,3|2|3;1,0|2|3
907,28,31,1,2210831,2218002,2212031,6800|420|610,3;1|2|3,0|2|3
908,28,32,1,2210832,2218002,2212032,7700|420|2010,3|2|3;1,0|2|3
909,28,33,1,2210833,2218002,2212033,7400|420|2010,3;1|2|3;1,0|2|3
910,28,34,1,2210834,2218002,2212034,15200|420|2010,3|2|3;1,0|2|3
911,28,35,1,2210835,2218002,2212035,21200|420|2010,3|2|3;1,0|2|3
912,28,36,1,2210836,2218002,2212036,6800|420|610,3;1|2|3,0|2|3
913,28,37,1,2210837,2218002,2212037,7700|420|2010,3|2|3;1,0|2|3
914,28,38,1,2210838,2218002,2212038,7400|420|2010,3;1|2|3;1,0|2|3
915,28,39,1,2210839,2218002,2212039,15200|420|2010,3|2|3;1,0|2|3
916,28,40,1,2210840,2218002,2212040,21200|420|2010,3|2|3;1,0|2|3
917,28,41,1,2210841,2218002,2212041,13400|420|2010,3;1|2|3;1,0|2|3
918,29,1,1,,2141001,,120|200|100,2|1|1,2|1|1
919,29,2,1,2200902,2209002,2202002,320|320|210,2|2|1,0|2|1
920,29,3,1,2200903,2209002,2202003,1200|320|210,2|2|1,0|2|1
921,29,4,1,2200904,2209002,2202004,700|320|210,2|2|1,0|2|1
922,29,5,1,2200905,2209002,2202005,950|320|110,2;1|2|1,0|2|1
923,29,6,1,2200906,2209002,2202006,800|320|210,2|2|1,0|2|1
924,29,7,1,2200907,2209002,2202007,1700|320|110,2|2|1,0|2|1
925,29,8,1,2200908,2209002,2202008,2200|320|610,3;1|2|2,0|2|2
926,29,9,1,2200909,2209002,2202009,950|320|210,2;1|2|1,0|2|1
927,29,10,1,2200910,2209002,2202010,1200|320|210,2|2|1,0|2|1
928,29,11,1,2200911,2209002,2202011,3200|320|610,3|2|2,0|2|2
929,29,12,1,2200912,2209002,2202012,1700|320|210,2|2|1,0|2|1
930,29,13,1,2200913,2209002,2202013,6200|320|210,3|2|2,0|2|2
931,29,14,1,2200914,2209002,2202014,2600|320|2010,3|2|2,0|2|2
932,29,15,1,2200915,2209002,2202015,2700|320|610,3|2|2,0|2|2
933,29,16,1,2200916,2209002,2202016,6700|320|1010,3|2|2;1,0|2|2
934,29,17,1,2200917,2209002,2202017,18200|320|2010,3;1|2|3;1,0|2|3
935,29,18,1,2200918,2209002,2202018,3000|320|610,3;1|2|2,0|2|2
936,29,19,1,2200919,2209002,2202019,950|320|110,2;1|2|1,0|2|1
937,29,20,1,2200920,2209002,2202020,2200|320|610,3;1|2|2,0|2|2
938,29,21,1,2200921,2209002,2202021,6700|320|810,3|2|2,0|2|2
939,29,22,1,2200922,2209002,2202022,6200|320|210,3|2|2,0|2|2
940,29,23,1,2200923,2209002,2202023,3000|320|610,3;1|2|2,0|2|2
941,29,24,1,2200924,2209002,2202024,6200|320|2010,3|2|3;1,0|2|3
942,29,25,1,2200925,2209002,2202025,2200|320|610,3;1|2|2,0|2|2
943,29,26,1,2200926,2209002,2202026,2600|320|2010,3|2|2,0|2|2
944,29,27,1,2200927,2209002,2202027,6200|320|2010,3|2|3;1,0|2|3
945,29,28,1,2200928,2209002,2202028,2600|320|2010,3|2|2,0|2|2
946,29,29,1,2200929,2209002,2202029,12200|320|2010,3|2|3;1,0|2|3
947,30,1,1,,2151001,,120|200|100,2|1|1,2|1|1
948,30,2,1,2210902,2219002,2212002,320|420|210,2|2|1,0|2|1
949,30,3,1,2210903,2219002,2212003,800|420|210,2|2|1,0|2|1
950,30,4,1,2210904,2219002,2212004,950|420|160,2;1|2|1,0|2|1
951,30,5,1,2210905,2219002,2212005,2200|420|610,3|2|2,0|2|2
952,30,6,1,2210906,2219002,2212006,3200|420|1210,3|2|2,0|2|2
953,30,7,1,2210907,2219002,2212007,6800|420|2010,3;1|2|3;1,0|2|3
954,30,8,1,2210908,2219002,2212008,3000|420|610,3;1|2|2,0|2|2
955,30,9,1,2210909,2219002,2212009,7700|420|2010,3|2|3;1,0|2|3
956,30,10,1,2210910,2219002,2212010,3200|420|610,3;1|2|2,0|2|2
957,30,11,1,2210911,2219002,2212011,5200|420|610,3;1|2|2,0|2|2
958,30,12,1,2210912,2219002,2212012,6800|420|610,3;1|2|3,0|2|3
959,30,13,1,2210913,2219002,2212013,1400|420|610,3|2|2,0|2|2
960,30,14,1,2210914,2219002,2212014,2600|420|1010,3|2|2;1,0|2|2
961,30,15,1,2210915,2219002,2212015,4200|420|10510,3|2|3,0|2|3
962,30,16,1,2210916,2219002,2212016,12200|420|3610,3|2|3,0|2|3
963,30,17,1,2210917,2219002,2212017,6200|420|2010,3|2|3;1,0|2|3
964,30,18,1,2210918,2219002,2212018,13000|420|2010,3|2|3;1,0|2|3
965,30,19,1,2210919,2219002,2212019,3200|420|610,3;1|2|2,0|2|2
966,30,20,1,2210920,2219002,2212020,18200|420|2010,3|2|3;1,0|2|3
967,30,21,1,2210921,2219002,2212021,18200|420|2010,3|2|3;1,0|2|3
968,30,22,1,2210922,2219002,2212022,2600|420|610,3|2|2,0|2|2
969,30,23,1,2210923,2219002,2212023,6200|420|2010,3|2|3;1,0|2|3
970,30,24,1,2210924,2219002,2212024,13000|420|2010,3|2|3;1,0|2|3
971,30,25,1,2210925,2219002,2212025,6200|420|610,3|2|2,0|2|2
972,30,26,1,2210926,2219002,2212026,6200|420|8010,3|2|3,0|2|3
973,30,27,1,2210927,2219002,2212027,6200|420|2010,3|2|3;1,0|2|3
974,30,28,1,2210928,2219002,2212028,6200|420|8010,3|2|3,0|2|3
975,30,29,1,2210929,2219002,2212029,13700|420|2010,3|2|3;1,0|2|3
976,30,30,1,2210930,2219002,2212030,21200|420|2010,3|2|3;1,0|2|3
977,30,31,1,2210931,2219002,2212031,6800|420|610,3;1|2|3,0|2|3
978,30,32,1,2210932,2219002,2212032,7700|420|2010,3|2|3;1,0|2|3
979,30,33,1,2210933,2219002,2212033,7400|420|2010,3;1|2|3;1,0|2|3
980,30,34,1,2210934,2219002,2212034,15200|420|2010,3|2|3;1,0|2|3
981,30,35,1,2210935,2219002,2212035,21200|420|2010,3|2|3;1,0|2|3
982,30,36,1,2210936,2219002,2212036,6800|420|610,3;1|2|3,0|2|3
983,30,37,1,2210937,2219002,2212037,7700|420|2010,3|2|3;1,0|2|3
984,30,38,1,2210938,2219002,2212038,7400|420|2010,3;1|2|3;1,0|2|3
985,30,39,1,2210939,2219002,2212039,15200|420|2010,3|2|3;1,0|2|3
986,30,40,1,2210940,2219002,2212040,21200|420|2010,3|2|3;1,0|2|3
987,30,41,1,2210941,2219002,2212041,13400|420|2010,3;1|2|3;1,0|2|3
988,31,1,1,,2141001,,120|200|100,2|1|1,2|1|1
989,31,2,1,2220902,2309002,2202002,320|320|210,2|2|1,0|2|1
990,31,3,1,2220903,2309002,2202003,1200|320|210,2|2|1,0|2|1
991,31,4,1,2220904,2309002,2202004,700|320|210,2|2|1,0|2|1
992,31,5,1,2220905,2309002,2202005,950|320|110,2;1|2|1,0|2|1
993,31,6,1,2220906,2309002,2202006,800|320|210,2|2|1,0|2|1
994,31,7,1,2220907,2309002,2202007,1700|320|110,2|2|1,0|2|1
995,31,8,1,2220908,2309002,2202008,2200|320|610,3;1|2|2,0|2|2
996,31,9,1,2220909,2309002,2202009,950|320|210,2;1|2|1,0|2|1
997,31,10,1,2220910,2309002,2202010,1200|320|210,2|2|1,0|2|1
998,31,11,1,2220911,2309002,2202011,3200|320|610,3|2|2,0|2|2
999,31,12,1,2220912,2309002,2202012,1700|320|210,2|2|1,0|2|1
1000,31,13,1,2220913,2309002,2202013,6200|320|210,3|2|2,0|2|2
1001,31,14,1,2220914,2309002,2202014,2600|320|2010,3|2|2,0|2|2
1002,31,15,1,2220915,2309002,2202015,2700|320|610,3|2|2,0|2|2
1003,31,16,1,2220916,2309002,2202016,6700|320|1010,3|2|2;1,0|2|2
1004,31,17,1,2220917,2309002,2202017,18200|320|2010,3;1|2|3;1,0|2|3
1005,31,18,1,2220918,2309002,2202018,3000|320|610,3;1|2|2,0|2|2
1006,31,19,1,2220919,2309002,2202019,950|320|110,2;1|2|1,0|2|1
1007,31,20,1,2220920,2309002,2202020,2200|320|610,3;1|2|2,0|2|2
1008,31,21,1,2220921,2309002,2202021,6700|320|810,3|2|2,0|2|2
1009,31,22,1,2220922,2309002,2202022,6200|320|210,3|2|2,0|2|2
1010,31,23,1,2220923,2309002,2202023,3000|320|610,3;1|2|2,0|2|2
1011,31,24,1,2220924,2309002,2202024,6200|320|2010,3|2|3;1,0|2|3
1012,31,25,1,2220925,2309002,2202025,2200|320|610,3;1|2|2,0|2|2
1013,31,26,1,2220926,2309002,2202026,2600|320|2010,3|2|2,0|2|2
1014,31,27,1,2220927,2309002,2202027,6200|320|2010,3|2|3;1,0|2|3
1015,31,28,1,2220928,2309002,2202028,2600|320|2010,3|2|2,0|2|2
1016,31,29,1,2220929,2309002,2202029,12200|320|2010,3|2|3;1,0|2|3
1017,32,1,1,,2151001,,120|200|100,2|1|1,2|1|1
1018,32,2,1,2230902,2319002,2212002,320|420|210,2|2|1,0|2|1
1019,32,3,1,2230903,2319002,2212003,800|420|210,2|2|1,0|2|1
1020,32,4,1,2230904,2319002,2212004,950|420|160,2;1|2|1,0|2|1
1021,32,5,1,2230905,2319002,2212005,2200|420|610,3|2|2,0|2|2
1022,32,6,1,2230906,2319002,2212006,3200|420|1210,3|2|2,0|2|2
1023,32,7,1,2230907,2319002,2212007,6800|420|2010,3;1|2|3;1,0|2|3
1024,32,8,1,2230908,2319002,2212008,3000|420|610,3;1|2|2,0|2|2
1025,32,9,1,2230909,2319002,2212009,7700|420|2010,3|2|3;1,0|2|3
1026,32,10,1,2230910,2319002,2212010,3200|420|610,3;1|2|2,0|2|2
1027,32,11,1,2230911,2319002,2212011,5200|420|610,3;1|2|2,0|2|2
1028,32,12,1,2230912,2319002,2212012,6800|420|610,3;1|2|3,0|2|3
1029,32,13,1,2230913,2319002,2212013,1400|420|610,3|2|2,0|2|2
1030,32,14,1,2230914,2319002,2212014,2600|420|1010,3|2|2;1,0|2|2
1031,32,15,1,2230915,2319002,2212015,4200|420|10510,3|2|3,0|2|3
1032,32,16,1,2230916,2319002,2212016,12200|420|3610,3|2|3,0|2|3
1033,32,17,1,2230917,2319002,2212017,6200|420|2010,3|2|3;1,0|2|3
1034,32,18,1,2230918,2319002,2212018,13000|420|2010,3|2|3;1,0|2|3
1035,32,19,1,2230919,2319002,2212019,3200|420|610,3;1|2|2,0|2|2
1036,32,20,1,2230920,2319002,2212020,18200|420|2010,3|2|3;1,0|2|3
1037,32,21,1,2230921,2319002,2212021,18200|420|2010,3|2|3;1,0|2|3
