id,area,level,boss,coin,experience,expedition_coin,packid,packidnew,pack_limitlevel,hero,hero_level,hero_star,hero_skil,hero_talent,unit,access,battle_buff,hero_skill,reward,bigreward,item_obtain,fullitem_obtain,item_obtain_new,fullitem_obtain_new,item_obtain_level,item_obtain_show,fullitem_obtain_show,monster_hp,monster_power,background_image,unit_model,hero_full,enemyattack_correction,selfattack_correction,enemyhp_correction
89,6,9,,0.0,0.0,5.0,,,,305|309,80|80,3|3,0|20309|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,,30059|5;30059|5;30059|4;30059|4;30059|4;30059|4;30059|4;30059|4;30059|4,301|0|403314;301|1|403414;301|2|400105;301|3|400205;301|4|400505;301|5|403505;301|6|403605,930100|4000;930000|2000;1001001|600;1101040|600,0|20309|1;1|20119|2;2|20122|2;0|0|0;1|20119|2;2|20122|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,32500.0,29250.0,1|4|6;2|5;3|6|0,130096|130097|130098,90,1.0,1.0,1.0
90,6,10,,0.0,0.0,5.0,,,,108|109,80|80,3|3,0|20311|1;1|21117|2;2|21120|2;0|20315|1;1|21117|2;2|21120|2,,10059|5;10059|5;10059|4;10059|4;10059|4;10059|4;10059|4;10059|4;10059|4,101|0|402915;101|1|403015;101|2|400106;101|3|400206;101|4|400506;101|5|403506;101|6|403606,930100|4000;930000|2000;1001001|700;1101040|700,0|20311|1;1|21117|2;2|21120|2;0|20315|1;1|21117|2;2|21120|2,9092009,9092109,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,37500.0,33750.0,1|4|6;2|5;3|6|0,130089|130090|130091,90,1.0,1.0,1.0
91,6,11,,0.0,0.0,5.0,,,,205|203,80|80,3|3,0|20305|1;1|21118|2;2|21121|2;0|0|0;1|21118|2;2|21121|2,,20060|5;20060|5;20060|5;20060|4;20060|4;20060|4;20060|4;20060|4;20060|4,201|0|403115;201|1|403215;201|2|400106;201|3|400206;201|4|400506;201|5|403506;201|6|403606,930100|4000;930000|2000;1001001|700;1101040|700;1131009|800,0|20305|1;1|21118|2;2|21121|2;0|0|0;1|21118|2;2|21121|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,37500.0,33750.0,1|4|6;2|5;3|6|0,130068|130069|130070,90,1.0,1.0,1.0
92,6,12,,0.0,0.0,5.0,,,,307|308,80|80,3|3,0|20312|1;1|21119|2;2|21122|2;0|20314|1;1|21119|2;2|21122|2,,30060|5;30060|5;30060|5;30060|4;30060|4;30060|4;30060|4;30060|4;30060|4,301|0|403316;301|1|403416;301|2|400106;301|3|400206;301|4|400506;301|5|403506;301|6|403606,930100|4000;930000|2000;1001001|800;1101040|800,0|20312|1;1|21119|2;2|21122|2;0|20314|1;1|21119|2;2|21122|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,37500.0,33750.0,1|4|6;2|5;3|6|0,130096|130097|130098,90,1.0,1.0,1.0
93,6,13,,0.0,0.0,5.0,,,,112|115,80|80,3|3,0|20623|1;1|21117|2;2|21120|2;0|0|0;1|21117|2;2|21120|2,,10061|5;10061|5;10061|5;10061|4;10061|4;10061|4;10061|4;10061|4;10061|4,101|0|402916;101|1|403016;101|2|400106;101|3|400206;101|4|400506;101|5|403506;101|6|403606,930100|4000;930000|2000;1001001|800;1101040|800,0|20623|1;1|21117|2;2|21120|2;0|0|0;1|21117|2;2|21120|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,37500.0,33750.0,1|4|6;2|5;3|6|0,130089|130090|130091,90,1.0,1.0,1.0
94,6,14,,0.0,0.0,5.0,,,,211|212,80|80,3|3,0|20620|2;1|21118|2;2|21121|2;0|20624|2;1|21118|2;2|21121|2,,20061|5;20061|5;20061|5;20061|4;20061|4;20061|4;20061|4;20061|4;20061|4,201|0|403117;201|1|403217;201|2|400106;201|3|400206;201|4|400506;201|5|403506;201|6|403606,930100|4000;930000|2000;1001001|900;1101040|900,0|20620|2;1|21118|2;2|21121|2;0|20624|2;1|21118|2;2|21121|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,43750.0,39375.0,1|4|6;2|5;3|6|0,130068|130069|130070,90,1.0,1.0,1.0
95,6,15,,0.0,0.0,5.0,,,,310|313,80|80,3|3,0|20621|2;1|21119|2;2|21122|2;0|20629|2;1|21119|2;2|21122|2,,30061|5;30061|5;30061|5;30061|4;30061|4;30061|4;30061|4;30061|4;30061|4,301|0|403317;301|1|403417;301|2|400106;301|3|400206;301|4|400506;301|5|403506;301|6|403606,930100|4000;930000|2000;1001001|900;1101040|900,0|20621|2;1|21119|2;2|21122|2;0|20629|2;1|21119|2;2|21122|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,43750.0,39375.0,1|4|6;2|5;3|6|0,130096|130097|130098,90,1.0,1.0,1.0
96,6,16,,0.0,0.0,5.0,,,,104|108,80|80,3|3,0|20301|2;1|21117|2;2|21120|2;0|20311|2;1|21117|2;2|21120|2,,10061|5;10061|5;10061|5;10061|4;10061|4;10061|4;10061|4;10061|4;10061|4,101|0|402918;101|1|403018;101|2|400106;101|3|400206;101|4|400506;101|5|403506;101|6|403606,930100|4000;930000|2000;1001001|1000;1101040|1000,0|20301|2;1|21117|2;2|21120|2;0|20311|2;1|21117|2;2|21120|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,43750.0,39375.0,1|4|6;2|5;3|6|0,130089|130090|130091,90,1.0,1.0,1.0
97,6,17,,0.0,0.0,5.0,,,,204|206,80|80,3|3,0|20304|2;1|21118|2;2|21121|2;0|20306|2;1|21118|2;2|21121|2,,20062|5;20062|5;20062|5;20062|4;20062|4;20062|4;20062|4;20062|4;20062|4,201|0|403118;201|1|403218;201|2|400106;201|3|400206;201|4|400506;201|5|403506;201|6|403606,930100|4000;930000|2000;1001001|1000;1101040|1000,0|20304|2;1|21118|2;2|21121|2;0|20306|2;1|21118|2;2|21121|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,43750.0,39375.0,1|4|6;2|5;3|6|0,130068|130069|130070,90,1.0,1.0,1.0
98,6,18,,0.0,0.0,5.0,,,,306|307,80|80,3|3,0|20310|2;1|21119|2;2|21122|2;0|20312|2;1|21119|2;2|21122|2,,30062|5;30062|5;30062|5;30062|4;30062|4;30062|4;30062|4;30062|4;30062|4,301|0|403319;301|1|403419;301|2|400106;301|3|400206;301|4|400506;301|5|403506;301|6|403606,930100|4000;930000|2000;1001001|1100;1101040|1100,0|20310|2;1|21119|2;2|21122|2;0|20312|2;1|21119|2;2|21122|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,51250.0,46125.0,1|4|6;2|5;3|6|0,130096|130097|130098,95,1.0,1.0,1.0
99,6,19,,0.0,0.0,5.0,,,,109|110,80|80,3|3,0|20315|2;1|21117|2;2|21120|2;0|20617|2;1|21117|2;2|21120|2,,10062|5;10062|5;10062|5;10062|4;10062|4;10062|4;10062|4;10062|4;10062|4,101|0|402919;101|1|403019;101|2|400106;101|3|400206;101|4|400506;101|5|403506;101|6|403606,930100|4000;930000|2000;1001001|1100;1101040|1100,0|20315|2;1|21117|2;2|21120|2;0|20617|2;1|21117|2;2|21120|2,9092009,,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,51250.0,46125.0,1|4|6;2|5;3|6|0,130089|130090|130091,95,1.0,1.0,1.0
100,6,20,1,0.0,0.0,5.0,9110019,9111005,,213|214,80|80,3|3,0|20628|2;1|21118|2;2|21121|2;0|20633|2;1|21118|2;2|21121|2,,20062|5;20062|5;20062|5;20062|4;20062|4;20062|4;20062|4;20062|4;20062|4,201|0|403120;201|1|403220;201|2|400106;201|3|400206;201|4|400506;201|5|403506;201|6|403606,930100|4000;930000|2000;1001001|1200;1101040|1200,0|20628|2;1|21118|2;2|21121|2;0|20633|2;1|21118|2;2|21121|2,9092009,9092110,9091012,9091011,9091105|9091125,9091105|9091125|9091143,6,1800001;2|323001;3|3500010;3|3500005;1|1900001;1,2300002;1|1000005;1|1700013;1|500001;1,51250.0,46125.0,1|4|6;2|5;3|6|0,130068|130069|130070,95,1.0,1.0,1.0
101,7,1,,0.0,0.0,6.0,,,,304|305,80|80,3|3,0|20308|2;1|21119|2;2|21122|2;0|20309|2;1|21119|2;2|21122|2,,30063|5;30063|5;30063|5;30063|4;30063|4;30063|4;30063|4;30063|4;30063|4,301|0|403320;301|1|403420;301|2|400106;301|3|400206;301|4|400506;301|5|403506;301|6|403606,930100|4000;930000|2000;1001001|1200;1101040|1200,0|20308|2;1|21119|2;2|21122|2;0|20309|2;1|21119|2;2|21122|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,51250.0,46125.0,1|4|6;2|5;3|6|0,130096|130097|130098,95,1.0,1.0,1.0
102,7,2,,0.0,0.0,6.0,,,,104|106,80|80,3|3,0|20301|2;1|21117|2;2|21120|2;0|20303|2;1|21117|2;2|21120|2,,10063|5;10063|5;10063|5;10063|4;10063|4;10063|4;10063|4;10063|4;10063|4,101|0|402921;101|1|403021;101|2|400106;101|3|400206;101|4|400506;101|5|403506;101|6|403606,930100|4000;930000|2000;1001001|1300;1101040|1300,0|20301|2;1|21117|2;2|21120|2;0|20303|2;1|21117|2;2|21120|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,60000.0,54000.0,1|4|6;2|5;3|6|0,130089|130090|130091,95,1.0,1.0,1.0
103,7,3,,0.0,0.0,6.0,,,,204|212,80|80,3|3,0|20304|2;1|21118|2;2|21121|2;0|20624|2;1|21118|2;2|21121|2,,20063|5;20063|5;20063|5;20063|4;20063|4;20063|4;20063|4;20063|4;20063|4,201|0|403121;201|1|403221;201|2|400106;201|3|400206;201|4|400506;201|5|403506;201|6|403606,930100|4000;930000|2000;1001001|1300;1101040|1300,0|20304|2;1|21118|2;2|21121|2;0|20624|2;1|21118|2;2|21121|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,60000.0,54000.0,1|4|6;2|5;3|6|0,130068|130069|130070,95,1.0,1.0,1.0
104,7,4,,0.0,0.0,6.0,,,,307|306,80|80,3|3,0|20312|2;1|21119|2;2|21122|2;0|20310|2;1|21119|2;2|21122|2,,30063|5;30063|5;30063|5;30063|4;30063|4;30063|4;30063|4;30063|4;30063|4,301|0|403322;301|1|403422;301|2|400106;301|3|400206;301|4|400506;301|5|403506;301|6|403606,930100|4000;930000|2000;1001001|1400;1101040|1400,0|20312|2;1|21119|2;2|21122|2;0|20310|2;1|21119|2;2|21122|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,60000.0,54000.0,1|4|6;2|5;3|6|0,130096|130097|130098,95,1.0,1.0,1.0
105,7,5,,0.0,0.0,6.0,,,,105|108,80|80,3|3,0|20302|2;1|21117|2;2|21120|2;0|20311|2;1|21117|2;2|21120|2,,10064|5;10064|5;10064|5;10064|4;10064|4;10064|4;10064|4;10064|4;10064|4,101|0|402922;101|1|403022;101|2|400106;101|3|400206;101|4|400506;101|5|403506;101|6|403606,930100|5000;930000|2000;1001001|1400;1101040|1400,0|20302|2;1|21117|2;2|21120|2;0|20311|2;1|21117|2;2|21120|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,60000.0,54000.0,1|4|6;2|5;3|6|0,130089|130090|130091,95,1.0,1.0,1.0
106,7,6,,0.0,0.0,6.0,,,,213|211,80|80,3|3,0|20628|2;1|21118|2;2|21121|2;0|20620|2;1|21118|2;2|21121|2,,20064|5;20064|5;20064|5;20064|4;20064|4;20064|4;20064|4;20064|4;20064|4,201|0|403123;201|1|403223;201|2|400106;201|3|400206;201|4|400506;201|5|403506;201|6|403606,930100|5000;930000|2000;1001001|1500;1101040|1500,0|20628|2;1|21118|2;2|21121|2;0|20620|2;1|21118|2;2|21121|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,70000.0,63000.0,1|4|6;2|5;3|6|0,130068|130069|130070,95,1.0,1.0,1.0
107,7,7,,0.0,0.0,6.0,,,,305|310,80|80,3|3,0|20309|2;1|21119|2;2|21122|2;0|20621|2;1|21119|2;2|21122|2,,30064|5;30064|5;30064|5;30064|4;30064|4;30064|4;30064|4;30064|4;30064|4,301|0|403323;301|1|403423;301|2|400106;301|3|400206;301|4|400506;301|5|403506;301|6|403606,930100|5000;930000|2000;1001001|1500;1101040|1500,0|20309|2;1|21119|2;2|21122|2;0|20621|2;1|21119|2;2|21122|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,70000.0,63000.0,1|4|6;2|5;3|6|0,130096|130097|130098,95,1.0,1.0,1.0
108,7,8,,0.0,0.0,6.0,,,,105|104,80|80,3|3,0|20302|2;1|21117|2;2|21120|2;0|20301|2;1|21117|2;2|21120|2,,10064|5;10064|5;10064|5;10064|4;10064|4;10064|4;10064|4;10064|4;10064|4,101|0|402924;101|1|403024;101|2|400106;101|3|400206;101|4|400506;101|5|403506;101|6|403606,930100|5000;930000|2000;1001001|1500;1101040|1500,0|20302|2;1|21117|2;2|21120|2;0|20301|2;1|21117|2;2|21120|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,70000.0,63000.0,1|4|6;2|5;3|6|0,130089|130090|130091,95,1.0,1.0,1.0
109,7,9,,0.0,0.0,6.0,,,,214|208,80|80,3|3,0|20633|2;1|21118|2;2|21121|2;0|20313|2;1|21118|2;2|21121|2,,20065|5;20065|5;20065|5;20065|5;20065|4;20065|4;20065|4;20065|4;20065|4,201|0|403124;201|1|403224;201|2|400106;201|3|400206;201|4|400506;201|5|403506;201|6|403606,930100|5000;930000|2000;1001001|1500;1101040|1500,0|20633|2;1|21118|2;2|21121|2;0|20313|2;1|21118|2;2|21121|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,70000.0,63000.0,1|4|6;2|5;3|6|0,130068|130069|130070,95,1.0,1.0,1.0
110,7,10,,0.0,0.0,6.0,,,,307|313,80|80,3|3,0|20312|2;1|21119|2;2|21122|2;0|20629|2;1|21119|2;2|21122|2,,30065|5;30065|5;30065|5;30065|5;30065|4;30065|4;30065|4;30065|4;30065|4,301|0|403325;301|1|403425;301|2|400107;301|3|400207;301|4|400507;301|5|403507;301|6|403607,930100|6000;930000|3000;1001001|1500;1101040|1500,0|20312|2;1|21119|2;2|21122|2;0|20629|2;1|21119|2;2|21122|2,9092010,9092111,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,82500.0,74250.0,1|4|6;2|5;3|6|0,130096|130097|130098,95,1.0,1.0,1.0
111,7,11,,0.0,0.0,6.0,,,,109|106,80|80,3|3,0|20315|2;1|21117|2;2|21120|2;0|20303|2;1|21117|2;2|21120|2,,10065|5;10065|5;10065|5;10065|5;10065|4;10065|4;10065|4;10065|4;10065|4,101|0|402925;101|1|403025;101|2|400107;101|3|400207;101|4|400507;101|5|403507;101|6|403607,930100|6000;930000|3000;1001001|1500;1101040|1500,0|20315|2;1|21117|2;2|21120|2;0|20303|2;1|21117|2;2|21120|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,82500.0,74250.0,1|4|6;2|5;3|6|0,130089|130090|130091,95,1.0,1.0,1.0
112,7,12,,0.0,0.0,6.0,,,,206|205,80|80,3|3,0|20306|2;1|21118|2;2|21121|2;0|20305|2;1|21118|2;2|21121|2,,20065|5;20065|5;20065|5;20065|5;20065|4;20065|4;20065|4;20065|4;20065|4,201|0|403126;201|1|403226;201|2|400107;201|3|400207;201|4|400507;201|5|403507;201|6|403607,930100|6000;930000|3000;1001001|1500;1101040|1500,0|20306|2;1|21118|2;2|21121|2;0|20305|2;1|21118|2;2|21121|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,82500.0,74250.0,1|4|6;2|5;3|6|0,130068|130069|130070,95,1.0,1.0,1.0
113,7,13,,0.0,0.0,6.0,,,,308|309,80|80,3|3,0|20314|2;1|21119|2;2|21122|2;0|0|0;1|21119|2;2|21122|2,,30066|5;30066|5;30066|5;30066|5;30066|4;30066|4;30066|4;30066|4;30066|4,301|0|403326;301|1|403426;301|2|400107;301|3|400207;301|4|400507;301|5|403507;301|6|403607,930100|6000;930000|3000;1001001|1500;1101040|1500,0|20314|2;1|21119|2;2|21122|2;0|0|0;1|21119|2;2|21122|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,82500.0,74250.0,1|4|6;2|5;3|6|0,130096|130097|130098,95,1.0,1.0,1.0
114,7,14,,0.0,0.0,6.0,,,,110|105,80|80,4|3,0|20617|2;1|21117|2;2|21120|2;0|20302|2;1|21117|2;2|21120|2,,10066|5;10066|5;10066|5;10066|5;10066|5;10066|5;10066|5;10066|5;10066|4,101|0|402927;101|1|403027;101|2|400107;101|3|400207;101|4|400507;101|5|403507;101|6|403607,930100|6000;930000|3000;1001001|1500;1101040|1500,0|20617|2;1|21117|2;2|21120|2;0|20302|2;1|21117|2;2|21120|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,96250.0,86625.0,1|4|6;2|5;3|6|0,130089|130090|130091,95,1.0,1.0,1.0
115,7,15,,0.0,0.0,6.0,,,,1209|214,85|80,4|3,0|20613|2;1|21118|2;2|21121|2;0|20633|2;1|21118|2;2|21121|2,,20066|5;20066|5;20066|5;20066|5;20066|5;20066|5;20066|5;20066|5;20066|4,201|0|403127;201|1|403227;201|2|400107;201|3|400207;201|4|400507;201|5|403507;201|6|403607,930100|6000;930000|3000;1001001|1500;1101040|1500,0|20613|2;1|21118|2;2|21121|2;0|20633|2;1|21118|2;2|21121|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,96250.0,86625.0,1|4|6;2|5;3|6|0,130068|130069|130070,95,1.0,1.0,1.0
116,7,16,,0.0,0.0,6.0,,,,313|306,90|80,4|3,0|20629|2;1|21119|2;2|21122|2;0|20310|2;1|21119|2;2|21122|2,,30066|5;30066|5;30066|5;30066|5;30066|5;30066|5;30066|5;30066|5;30066|4,301|0|403328;301|1|403428;301|2|400107;301|3|400207;301|4|400507;301|5|403507;301|6|403607,930100|6000;930000|3000;1001001|1500;1101040|1500,0|20629|2;1|21119|2;2|21122|2;0|20310|2;1|21119|2;2|21122|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,96250.0,86625.0,1|4|6;2|5;3|6|0,130096|130097|130098,95,1.0,1.0,1.0
117,7,17,,0.0,0.0,6.0,,,,104|115,95|80,4|3,0|20301|2;1|21117|2;2|21120|2;0|0|0;1|21117|2;2|21120|2,,10066|5;10066|5;10066|5;10066|5;10066|5;10066|5;10066|5;10066|5;10066|4,101|0|402928;101|1|403028;101|2|400107;101|3|400207;101|4|400507;101|5|403507;101|6|403607,930100|6000;930000|3000;1001001|1500;1101040|1500,0|20301|2;1|21117|2;2|21120|2;0|0|0;1|21117|2;2|21120|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,96250.0,86625.0,1|4|6;2|5;3|6|0,130089|130090|130091,95,1.0,1.0,1.0
118,7,18,,0.0,0.0,6.0,,,,206|212,100|80,4|3,0|20306|2;1|21118|2;2|21121|2;0|20624|2;1|21118|2;2|21121|2,,20067|5;20067|5;20067|5;20067|5;20067|5;20067|5;20067|5;20067|5;20067|4,201|0|403129;201|1|403229;201|2|400107;201|3|400207;201|4|400507;201|5|403507;201|6|403607,930100|6000;930000|3000;1001001|1500;1101040|1500,0|20306|2;1|21118|2;2|21121|2;0|20624|2;1|21118|2;2|21121|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,112500.0,101250.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
119,7,19,,0.0,0.0,6.0,,,,304|305,100|80,4|3,0|20308|2;1|21119|2;2|21122|2;0|20309|2;1|21119|2;2|21122|2,,30067|5;30067|5;30067|5;30067|5;30067|5;30067|5;30067|5;30067|5;30067|4,301|0|403329;301|1|403429;301|2|400107;301|3|400207;301|4|400507;301|5|403507;301|6|403607,930100|6000;930000|3000;1001001|1500;1101040|1500,0|20308|2;1|21119|2;2|21122|2;0|20309|2;1|21119|2;2|21122|2,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,112500.0,101250.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
120,7,20,,0.0,0.0,6.0,,,,110|114,100|80,4|3,0|20617|2;1|21117|3;2|21120|3;0|20626|2;1|21117|3;2|21120|3,,10067|5;10067|5;10067|5;10067|5;10067|5;10067|5;10067|5;10067|5;10067|4,101|0|402930;101|1|403030;101|2|400107;101|3|400207;101|4|400507;101|5|403507;101|6|403607,930100|7000;930000|4000;1001001|1600;1101040|1600,0|20617|2;1|21117|3;2|21120|3;0|20626|2;1|21117|3;2|21120|3,9092010,9092112,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,112500.0,101250.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
121,7,21,,0.0,0.0,6.0,,,,208|205,100|80,4|3,0|20313|2;1|21118|3;2|21121|3;0|20305|2;1|21118|3;2|21121|3,,20067|5;20067|5;20067|5;20067|5;20067|5;20067|5;20067|5;20067|5;20067|4,201|0|403130;201|1|403230;201|2|400107;201|3|400207;201|4|400507;201|5|403507;201|6|403607,930100|8000;930000|5000;1001001|1600;1101040|1600,0|20313|2;1|21118|3;2|21121|3;0|20305|2;1|21118|3;2|21121|3,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,112500.0,101250.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
122,7,22,,0.0,0.0,6.0,,,,307|310,100|80,4|3,0|20312|2;1|21119|3;2|21122|3;0|20621|2;1|21119|3;2|21122|3,,30067|5;30067|5;30067|5;30067|5;30067|5;30067|5;30067|5;30067|5;30067|4,301|0|403331;301|1|403431;301|2|400107;301|3|400207;301|4|400507;301|5|403507;301|6|403607,930100|8000;930000|5000;1001001|1700;1101040|1700,0|20312|2;1|21119|3;2|21122|3;0|20621|2;1|21119|3;2|21122|3,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,131250.0,118125.0,1|4|6;2|5;3|6|0,130096|130097|130098,100,1.0,1.0,1.0
123,7,23,,0.0,0.0,6.0,,,,106|108,100|80,4|3,0|20303|2;1|21117|3;2|21120|3;0|20311|2;1|21117|3;2|21120|3,,10068|5;10068|5;10068|5;10068|5;10068|5;10068|5;10068|5;10068|5;10068|4,101|0|402931;101|1|403031;101|2|400107;101|3|400207;101|4|400507;101|5|403507;101|6|403607,930100|8000;930000|5000;1001001|1700;1101040|1700,0|20303|2;1|21117|3;2|21120|3;0|20311|2;1|21117|3;2|21120|3,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,131250.0,118125.0,1|4|6;2|5;3|6|0,130089|130090|130091,100,1.0,1.0,1.0
124,7,24,,0.0,0.0,6.0,,,,204|213,100|80,4|4,0|20304|2;1|21118|3;2|21121|3;0|20628|2;1|21118|3;2|21121|3,,20068|6;20068|6;20068|6;20068|5;20068|5;20068|5;20068|5;20068|5;20068|5,201|0|403132;201|1|403232;201|2|400107;201|3|400207;201|4|400507;201|5|403507;201|6|403607,930100|8000;930000|5000;1001001|1800;1101040|1800,0|20304|2;1|21118|3;2|21121|3;0|20628|2;1|21118|3;2|21121|3,9092010,,9091012,9091011,9091106|9091126,9091106|9091126|9091143,7,1800001;2|323001;3|3500010;4|3500005;1|1900002;1,2300002;1|1000005;1|1700013;1|500001;1,131250.0,118125.0,1|4|6;2|5;3|6|0,130068|130069|130070,100,1.0,1.0,1.0
