id,name,desc,model_id,new_model_id,new_model_key,type,level,max_level,quality,power,boss_power,power_new,score,width,height,defense_width,defense_height,point_type,upgrade_coin,building_id,load,speed,load_coin,attack_interval,interval_random,attack_speed,boss,key_name,model_id_app,revise,attack_skill,transfer_type,special_attribute,special_para_1,special_para_2,new_name,new_model,new_app_model,monster_type,orign_model,pro_model,kvk_score,army_skill,hero_fixed_hp_para,cab_score,repair_cost,repair_time,csb_score,siege_value,army_type_hospital
103037,Common Guard - Headless,105319,1200027,,,201,37,100,1,1900000.0,2188800000000.0,2330892392321.0,51539607552.0,2,3,8,9,0,0.0,110037,67000,10000,29952000000000.0,1000,50,1000,0,37,210037,1.0,2,,3,1,,,220037,220037,1,1200027,,,,,,,,,,0
103038,Common Guard - Headless,105319,1200028,,,201,38,100,1,2700000.0,3110400000000.0,4894874023874.0,103079215104.0,2,3,8,9,0,0.0,110038,68000,10000,51199999999200.0,1000,50,1000,0,38,210038,1.0,2,,3,1,,,220038,220038,1,1200028,,,,,,,,,,0
103039,Common Guard - Headless,105319,1200029,,,201,39,100,1,3800000.0,4651200000000.0,10279235450135.0,206158430208.0,2,3,8,9,0,0.0,110039,69000,10000,94464000000000.0,1000,50,1000,0,39,210039,1.0,2,,3,1,,,220039,220039,1,1200029,,,,,,,,,,0
103040,Common Guard - Headless,105319,1200030,,,201,40,100,1,5300000.0,6487200000000.0,21586394445284.0,412316860416.0,2,3,8,9,0,0.0,110040,70000,10000,147456000000000.0,1000,50,1000,0,40,210040,1.0,2,,3,1,,,220040,220040,1,1200030,,,,,,,,,,0
103041,Common Guard - Headless,105319,1200021,,,201,41,100,1,6200000.0,8035200000000.0,45331428335096.0,824633720832.0,2,3,8,9,0,0.0,110041,71000,10000,424594285714300.0,1000,50,1000,0,41,210041,1.0,2,,3,1,,,220041,220041,1,1200021,,,,,,,,,,0
103042,Common Guard - Headless,105319,1200022,,,201,42,100,1,7300000.0,9460800000000.0,95195999503702.0,1649267441664.0,2,3,8,9,0,0.0,110042,72000,10000,724114285714300.0,1000,50,1000,0,42,210042,1.0,2,,3,1,,,220042,220042,1,1200022,,,,,,,,,,0
103043,Common Guard - Headless,105319,1200023,,,201,43,100,1,8500000.0,11628000000000.0,199911598957774.0,3298534883328.0,2,3,8,9,0,0.0,110043,73000,10000,1333028571428600.0,1000,50,1000,0,43,210043,1.0,2,,3,1,,,220043,220043,1,1200023,,,,,,,,,,0
103044,Common Guard - Headless,105319,1200024,,,201,44,100,1,9900000.0,13543200000000.0,419814357811325.0,6597069766656.0,2,3,8,9,0,0.0,110044,74000,10000,2422491428571400.0,1000,50,1000,0,44,210044,1.0,2,,3,1,,,220044,220044,1,1200024,,,,,,,,,,0
103045,Common Guard - Headless,105319,1200025,,,201,45,100,1,11600000.0,16704000000000.0,881610151403782.0,13194139533312.0,2,3,8,9,0,0.0,110045,75000,10000,5414400000000000.0,1000,50,1000,0,45,210045,1.0,2,,3,1,,,220045,220045,1,1200025,,,,,,,,,,0
103046,Common Guard - Headless,105319,1200026,,,201,46,100,1,14000000.0,20160000000000.0,1851381317947940.0,26388279066624.0,2,3,8,9,0,0.0,110046,76000,10000,1.3824e+16,1000,50,1000,0,46,210046,1.0,2,,3,1,,,220046,220046,1,1200026,,,,,,,,,,0
103047,Common Guard - Headless,105319,1200027,,,201,47,100,1,16000000.0,24192000000000.0,3887900767690670.0,52776558133248.0,2,3,8,9,0,0.0,110047,77000,10000,2.54016e+16,1000,50,1000,0,47,210047,1.0,2,,3,1,,,220047,220047,1,1200027,,,,,,,,,,0
103048,Common Guard - Headless,105319,1200028,,,201,48,100,1,19000000.0,28728000000000.0,8164591612150410.0,105553116266496.0,2,3,8,9,0,0.0,110048,78000,10000,4.608e+16,1000,50,1000,0,48,210048,1.0,2,,3,1,,,220048,220048,1,1200028,,,,,,,,,,0
103049,Common Guard - Headless,105319,1200029,,,201,49,100,1,22000000.0,34848000000000.0,1.71456423855159e+16,211106232532992.0,2,3,8,9,0,0.0,110049,79000,10000,8.8128e+16,1000,50,1000,0,49,210049,1.0,2,,3,1,,,220049,220049,1,1200029,,,,,,,,,,0
103050,Common Guard - Headless,105319,1200030,,,201,50,100,1,26000000.0,64584000000000.0,3.60058490095834e+16,422212465065984.0,2,3,8,9,0,0.0,110050,80000,10000,1.59744e+17,1000,50,1000,0,50,210050,1.0,2,,3,1,,,220050,220050,1,1200030,,,,,,,,,,0
103051,Common Guard - Headless,105319,1200021,,,201,51,100,1,30000000.0,77760000000000.0,7.56122829201251e+16,844424930131968.0,2,3,8,9,0,0.0,110051,81000,10000,3.25632e+17,1000,50,1000,0,51,210051,1.0,2,,3,1,,,220051,220051,1,1200021,,,,,,,,,,0
103052,Common Guard - Headless,105319,1200022,,,201,52,100,1,35000000.0,94500000000000.0,1.58785794132263e+17,1688849860263940.0,2,3,8,9,0,0.0,110052,82000,10000,5.5296e+17,1000,50,1000,0,52,210052,1.0,2,,3,1,,,220052,220052,1,1200022,,,,,,,,,,0
103053,Common Guard - Headless,105319,1200023,,,201,53,100,1,41000000.0,115128000000000.0,3.33450167677752e+17,3377699720527870.0,2,3,8,9,0,0.0,110053,83000,10000,1.1264e+18,1000,50,1000,0,53,210053,1.0,2,,3,1,,,220053,220053,1,1200023,,,,,,,,,,0
103054,Common Guard - Headless,105319,1200024,,,201,54,100,1,48000000.0,139968000000000.0,7.00245352123279e+17,6755399441055740.0,2,3,8,9,0,0.0,110054,84000,10000,2.29376e+18,1000,50,1000,0,54,210054,1.0,2,,3,1,,,220054,220054,1,1200024,,,,,,,,,,0
103055,Common Guard - Headless,105319,1200025,,,201,55,100,1,56000000.0,169344000000000.0,1.47051523945889e+18,1.35107988821115e+16,2,3,8,9,0,0.0,110055,85000,10000,4.66944e+18,1000,50,1000,0,55,210055,1.0,2,,3,1,,,220055,220055,1,1200025,,,,,,,,,,0
103056,Common Guard - Headless,105319,1200026,,,201,56,100,1,66000000.0,206712000000000.0,3.08808200286367e+18,2.7021597764223e+16,2,3,8,9,0,0.0,110056,86000,10000,8.9088e+18,1000,50,1000,0,56,210056,1.0,2,,3,1,,,220056,220056,1,1200026,,,,,,,,,,0
103057,Common Guard - Headless,105319,1200027,,,201,57,100,1,77000000.0,249480000000000.0,6.48497220601371e+18,5.4043195528446e+16,2,3,8,9,0,0.0,110057,87000,10000,1.81248e+19,1000,50,1000,0,57,210057,1.0,2,,3,1,,,220057,220057,1,1200027,,,,,,,,,,0
103058,Common Guard - Headless,105319,1200028,,,201,58,100,1,90000000.0,301320000000000.0,1.36184416326288e+19,1.08086391056892e+17,2,3,8,9,0,0.0,110058,88000,10000,3.6864e+19,1000,50,1000,0,58,210058,1.0,2,,3,1,,,220058,220058,1,1200028,,,,,,,,,,0
103059,Common Guard - Headless,105319,1200029,,,201,59,100,1,105000000.0,351540000000000.0,2.85987274285205e+19,2.16172782113784e+17,2,3,8,9,0,0.0,110059,89000,10000,6.2464e+19,1000,50,1000,0,59,210059,1.0,2,,3,1,,,220059,220059,1,1200029,,,,,,,,,,0
103060,Common Guard - Headless,105319,1200030,,,201,60,100,1,120000000.0,535680000000000.0,6.00573275998931e+19,4.32345564227568e+17,2,3,8,9,0,0.0,110060,90000,10000,1.26976e+20,1000,50,1000,0,60,210060,1.0,2,,3,1,,,220060,220060,1,1200030,,,,,,,,,,0
103061,Common Guard - Headless,105319,1200021,,,201,61,100,1,140000000.0,624960000000000.0,1.26120387959776e+20,8.64691128455135e+17,2,3,8,9,0,0.0,110061,91000,10000,2.58048e+20,1000,50,1000,0,61,210061,1.0,2,,3,1,,,220061,220061,1,1200021,,,,,,,,,,0
103062,Common Guard - Headless,105319,1200022,,,201,62,100,1,160000000.0,714240000000000.0,2.6485281471553e+20,1.72938225691027e+18,2,3,8,9,0,0.0,110062,92000,10000,5.24288e+20,1000,50,1000,0,62,210062,1.0,2,,3,1,,,220062,220062,1,1200022,,,,,,,,,,0
103063,Common Guard - Headless,105319,1200023,,,201,63,100,1,190000000.0,848160000000000.0,5.56190910902613e+20,3.45876451382054e+18,2,3,8,9,0,0.0,110063,93000,10000,9.984e+20,1000,50,1000,0,63,210063,1.0,2,,3,1,,,220063,220063,1,1200023,,,,,,,,,,0
103064,Common Guard - Headless,105319,1200024,,,201,64,100,1,220000000.0,982080000000000.0,1.16800091289549e+21,6.91752902764108e+18,2,3,8,9,0,0.0,110064,94000,10000,2.02752e+21,1000,50,1000,0,64,210064,1.0,2,,3,1,,,220064,220064,1,1200024,,,,,,,,,,0
103065,Common Guard - Headless,105319,1200025,,,201,65,100,1,260000000.0,1160640000000000.0,2.45280191708053e+21,1.38350580552822e+19,2,3,8,9,0,0.0,110065,95000,10000,4.11648e+21,1000,50,1000,0,65,210065,1.0,2,,3,1,,,220065,220065,1,1200025,,,,,,,,,,0
103066,Common Guard - Headless,105319,1200026,,,201,66,100,1,300000000.0,1339200000000000.0,5.15088402586911e+21,2.76701161105643e+19,2,3,8,9,0,0.0,110066,96000,10000,6.9632e+21,1000,50,1000,0,66,210066,1.0,2,,3,1,,,220066,220066,1,1200026,,,,,,,,,,0
103067,Common Guard - Headless,105319,1200027,,,201,67,100,1,350000000.0,1562400000000000.0,1.08168564543251e+22,5.53402322211287e+19,2,3,8,9,0,0.0,110067,97000,10000,1.41312e+22,1000,50,1000,0,67,210067,1.0,2,,3,1,,,220067,220067,1,1200027,,,,,,,,,,0
103068,Common Guard - Headless,105319,1200028,,,201,68,100,1,410000000.0,1830240000000000.0,2.27153985540827e+22,1.10680464442257e+20,2,3,8,9,0,0.0,110068,98000,10000,2.8672e+22,1000,50,1000,0,68,210068,1.0,2,,3,1,,,220068,220068,1,1200028,,,,,,,,,,0
103069,Common Guard - Headless,105319,1200029,,,201,69,100,1,480000000.0,2142720000000000.0,4.77023369635737e+22,2.21360928884515e+20,2,3,8,9,0,0.0,110069,99000,10000,5.81632e+22,1000,50,1000,0,69,210069,1.0,2,,3,1,,,220069,220069,1,1200029,,,,,,,,,,0
103070,Common Guard - Headless,105319,1200030,,,201,70,100,1,560000000.0,2499840000000000.0,1.00174907623505e+23,4.42721857769029e+20,2,3,8,9,0,0.0,110070,100000,10000,1.10592e+23,1000,50,1000,0,70,210070,1.0,2,,3,1,,,220070,220070,1,1200030,,,,,,,,,,0
103071,Common Guard - Headless,105319,1200021,,,201,71,100,1,660000000.0,2946240000000000.0,2.10367306009361e+23,8.85443715538058e+20,2,3,8,9,0,0.0,110071,101000,10000,2.24256e+23,1000,50,1000,0,71,210071,1.0,2,,3,1,,,220071,220071,1,1200021,,,,,,,,,,0
103072,Common Guard - Headless,105319,1200022,,,201,72,100,1,770000000.0,3437280000000000.0,4.41771342619658e+23,1.77088743107612e+21,2,3,8,9,0,0.0,110072,102000,10000,4.54656e+23,1000,50,1000,0,72,210072,1.0,2,,3,1,,,220072,220072,1,1200022,,,,,,,,,,0
103073,Common Guard - Headless,105319,1200023,,,201,73,100,1,900000000.0,4017600000000000.0,9.27719819501282e+23,3.54177486215223e+21,2,3,8,9,0,0.0,110073,103000,10000,7.68e+23,1000,50,1000,0,73,210073,1.0,2,,3,1,,,220073,220073,1,1200023,,,,,,,,,,0
103074,Common Guard - Headless,105319,1200024,,,201,74,100,1,1050000000.0,4687200000000000.0,1.94821162095269e+24,7.08354972430447e+21,2,3,8,9,0,0.0,110074,104000,10000,1.55648e+24,1000,50,1000,0,74,210074,1.0,2,,3,1,,,220074,220074,1,1200024,,,,,,,,,,0
103075,Common Guard - Headless,105319,1200025,,,201,75,100,1,1200000000.0,5356800000000000.0,4.09124440400065e+24,1.41670994486089e+22,2,3,8,9,0,0.0,110075,105000,10000,3.15392e+24,1000,50,1000,0,75,210075,1.0,2,,3,1,,,220075,220075,1,1200025,,,,,,,,,,0
103076,Common Guard - Headless,105319,1200026,,,201,76,100,1,1400000000.0,6249600000000000.0,8.59161324840137e+24,2.83341988972179e+22,2,3,8,9,0,0.0,110076,106000,10000,6.38976e+24,1000,50,1000,0,76,210076,1.0,2,,3,1,,,220076,220076,1,1200026,,,,,,,,,,0
103077,Common Guard - Headless,105319,1200027,,,201,77,100,1,1600000000.0,7142400000000000.0,1.80423878216429e+25,5.66683977944357e+22,2,3,8,9,0,0.0,110077,107000,10000,1.21344e+25,1000,50,1000,0,77,210077,1.0,2,,3,1,,,220077,220077,1,1200027,,,,,,,,,,0
103078,Common Guard - Headless,105319,1200028,,,201,78,100,1,1900000000.0,8481600000000000.0,3.78890144254501e+25,1.13336795588871e+23,2,3,8,9,0,0.0,110078,108000,10000,2.4576e+25,1000,50,1000,0,78,210078,1.0,2,,3,1,,,220078,220078,1,1200028,,,,,,,,,,0
103079,Common Guard - Headless,105319,1200029,,,201,79,100,1,2200000000.0,9820800000000000.0,7.95669302934452e+25,2.26673591177743e+23,2,3,8,9,0,0.0,110079,109000,10000,4.97664e+25,1000,50,1000,0,79,210079,1.0,2,,3,1,,,220079,220079,1,1200029,,,,,,,,,,0
103080,Common Guard - Headless,105319,1200030,,,201,80,100,1,2600000000.0,1.16064e+16,1.67090553616235e+26,4.53347182355486e+23,2,3,8,9,0,0.0,110080,110000,10000,1.007616e+26,1000,50,1000,0,80,210080,1.0,2,,3,1,,,220080,220080,1,1200030,,,,,,,,,,0
103081,Common Guard - Headless,105319,1200021,,,201,81,100,1,3000000000.0,1.3392e+16,3.50890162594094e+26,9.06694364710972e+23,2,3,8,9,0,0.0,110081,111000,10000,2.039808e+26,1000,50,1000,0,81,210081,1.0,2,,3,1,,,220081,220081,1,1200021,,,,,,,,,,0
103082,Common Guard - Headless,105319,1200022,,,201,82,100,1,3500000000.0,1.5624e+16,7.36869341447597e+26,1.81338872942194e+24,2,3,8,9,0,0.0,110082,112000,10000,4.128768e+26,1000,50,1000,0,82,210082,1.0,2,,3,1,,,220082,220082,1,1200022,,,,,,,,,,0
103083,Common Guard - Headless,105319,1200023,,,201,83,100,1,4100000000.0,1.83024e+16,1.54742561703995e+27,3.62677745884389e+24,2,3,8,9,0,0.0,110083,113000,10000,8.35584e+26,1000,50,1000,0,83,210083,1.0,2,,3,1,,,220083,220083,1,1200023,,,,,,,,,,0
103084,Common Guard - Headless,105319,1200024,,,201,84,100,1,4800000000.0,2.14272e+16,3.2495937957839e+27,7.25355491768778e+24,2,3,8,9,0,0.0,110084,114000,10000,1.671168e+27,1000,50,1000,0,84,210084,1.0,2,,3,1,,,220084,220084,1,1200024,,,,,,,,,,0
103085,Common Guard - Headless,105319,1200025,,,201,85,100,1,5600000000.0,2.49984e+16,6.82414697114619e+27,1.45071098353756e+25,2,3,8,9,0,0.0,110085,115000,10000,3.342336e+27,1000,50,1000,0,85,210085,1.0,2,,3,1,,,220085,220085,1,1200025,,,,,,,,,,0
103086,Common Guard - Headless,105319,1200026,,,201,86,100,1,6600000000.0,2.94624e+16,1.4330708639407e+28,2.90142196707511e+25,2,3,8,9,0,0.0,110086,116000,10000,6.684672e+27,1000,50,1000,0,86,210086,1.0,2,,3,1,,,220086,220086,1,1200026,,,,,,,,,,0
103087,Common Guard - Headless,105319,1200027,,,201,87,100,1,7700000000.0,3.43728e+16,3.00944881427547e+28,5.80284393415022e+25,2,3,8,9,0,0.0,110087,117000,10000,1.3369344e+28,1000,50,1000,0,87,210087,1.0,2,,3,1,,,220087,220087,1,1200027,,,,,,,,,,0
103088,Common Guard - Headless,105319,1200028,,,201,88,100,1,9000000000.0,4.0176e+16,6.31984250997849e+28,1.16056878683004e+26,2,3,8,9,0,0.0,110088,118000,10000,2.6738688e+28,1000,50,1000,0,88,210088,1.0,2,,3,1,,,220088,220088,1,1200028,,,,,,,,,,0
103089,Common Guard - Headless,105319,1200029,,,201,89,100,1,10500000000.0,4.6872e+16,1.32716692709548e+29,2.32113757366009e+26,2,3,8,9,0,0.0,110089,119000,10000,5.3477376e+28,1000,50,1000,0,89,210089,1.0,2,,3,1,,,220089,220089,1,1200029,,,,,,,,,,0
103090,Common Guard - Headless,105319,1200030,,,201,90,100,1,12000000000.0,5.3568e+16,2.78705054690051e+29,4.64227514732018e+26,2,3,8,9,0,0.0,110090,120000,10000,1.06954752e+29,1000,50,1000,0,90,210090,1.0,2,,3,1,,,220090,220090,1,1200030,,,,,,,,,,0
103091,Common Guard - Headless,105319,1200021,,,201,91,100,1,14000000000.0,6.2496e+16,5.85280614849107e+29,9.28455029464035e+26,2,3,8,9,0,0.0,110091,121000,10000,2.13909504e+29,1000,50,1000,0,91,2023,1.0,2,,3,1,,,0,0,1,1200021,,,,,,,,,,0
103092,Common Guard - Headless,105319,1200022,,,201,92,100,1,16000000000.0,7.1424e+16,1.22908929118312e+30,1.85691005892807e+27,2,3,8,9,0,0.0,110092,122000,10000,4.27819008e+29,1000,50,1000,0,92,2024,1.0,2,,3,1,,,0,0,1,1200022,,,,,,,,,,0
103093,Common Guard - Headless,105319,1200023,,,201,93,100,1,19000000000.0,8.4816e+16,2.58108751148455e+30,3.71382011785614e+27,2,3,8,9,0,0.0,110093,123000,10000,8.55638016e+29,1000,50,1000,0,93,2011,1.0,2,,3,1,,,0,0,1,1200023,,,,,,,,,,0
103094,Common Guard - Headless,105319,1200024,,,201,94,100,1,22000000000.0,9.8208e+16,5.42028377411756e+30,7.42764023571228e+27,2,3,8,9,0,0.0,110094,124000,10000,1.711276032e+30,1000,50,1000,0,94,2012,1.0,2,,3,1,,,0,0,1,1200024,,,,,,,,,,0
103095,Common Guard - Headless,105319,1200025,,,201,95,100,1,26000000000.0,1.16064e+17,1.13825959256469e+31,1.48552804714246e+28,2,3,8,9,0,0.0,110095,125000,10000,3.422552064e+30,1000,50,1000,0,95,2031,1.0,2,,3,1,,,0,0,1,1200025,,,,,,,,,,0
103096,Common Guard - Headless,105319,1200026,,,201,96,100,1,30000000000.0,1.3392e+17,2.39034514438585e+31,2.97105609428491e+28,2,3,8,9,0,0.0,110096,126000,10000,6.845104128e+30,1000,50,1000,0,96,2032,1.0,2,,3,1,,,0,0,1,1200026,,,,,,,,,,0
103097,Common Guard - Headless,105319,1200027,,,201,97,100,1,35000000000.0,1.5624e+17,5.01972480321029e+31,5.94211218856983e+28,2,3,8,9,0,0.0,110097,127000,10000,1.3690208256e+31,1000,50,1000,0,97,2021,1.0,2,,3,1,,,0,0,1,1200027,,,,,,,,,,0
103098,Common Guard - Headless,105319,1200028,,,201,98,100,1,41000000000.0,1.83024e+17,1.05414220867416e+32,1.18842243771397e+29,2,3,8,9,0,0.0,110098,128000,10000,2.7380416512e+31,1000,50,1000,0,98,2022,1.0,2,,3,1,,,0,0,1,1200028,,,,,,,,,,0
103099,Common Guard - Headless,105319,1200029,,,201,99,100,1,48000000000.0,2.14272e+17,2.21369863821574e+32,2.37684487542793e+29,2,3,8,9,0,0.0,110099,129000,10000,5.4760833024e+31,1000,50,1000,0,99,2023,1.0,2,,3,1,,,0,0,1,1200029,,,,,,,,,,0
103100,Common Guard - Headless,105319,1200030,,,201,100,100,1,56000000000.0,2.49984e+17,4.64876714025305e+32,4.75368975085586e+29,2,3,8,9,0,0.0,110100,130000,10000,1.09521666048e+32,1000,50,1000,0,100,2024,1.0,2,,3,1,,,0,0,1,1200030,,,,,,,,,,0
104001,Common Guard – Holes,105427,1300001,,,301,1,100,1,5.0,360000.0,1.0,1.0,2,2,4,4,1,0.0,1051,31000,10000,2900.0,1000,50,1000,0,1,3031,1.0,3,,4,1,,,0,0,1,1300001,,,,,,,,,,0
104002,Common Guard – Holes,105427,1300002,,,301,2,100,1,10.0,720000.0,4.0,2.0,2,2,4,4,1,0.0,1052,32000,10000,2900.0,1000,50,1000,0,2,3032,1.0,3,,4,1,,,0,0,1,1300002,,,,,,,,,,0
104003,Common Guard – Holes,105427,1300003,,,301,3,100,1,20.0,1440000.0,10.0,3.0,2,2,4,4,1,0.0,1053,33000,10000,2900.0,1000,50,1000,0,3,3033,1.0,3,,4,2,,,0,0,1,1300003,,,,,,,,,,0
104004,Common Guard – Holes,105427,1300004,,,301,4,100,1,28.0,2016000.0,25.0,7.0,2,2,4,4,1,0.0,1054,34000,10000,2900.0,1000,50,1000,0,4,3011,1.0,3,,4,2,,,0,0,1,1300004,,,,,,,,,,0
104005,Common Guard – Holes,105427,1300005,,,301,5,100,1,39.0,2808000.0,60.0,13.0,2,2,4,4,1,0.0,1055,35000,10000,28800.0,1000,50,1000,0,5,3012,1.0,3,,4,3,,,0,0,1,1300005,,,,,,,,,,0
104006,Common Guard – Holes,105427,1300006,,,301,6,100,1,55.0,3960000.0,130.0,27.0,2,2,4,4,1,0.0,1056,36000,10000,57600.0,1000,50,1000,0,6,3013,1.0,3,,4,3,,,0,0,1,1300006,,,,,,,,,,0
104007,Common Guard – Holes,105427,1300007,,,301,7,100,1,77.0,5544000.0,270.0,53.0,2,2,4,4,1,0.0,1057,37000,10000,115200.0,1000,50,1000,0,7,3014,1.0,3,,4,4,,,0,0,1,1300007,,,,,,,,,,0
104008,Common Guard – Holes,105427,1300008,,,301,8,100,1,108.0,7776000.0,550.0,107.0,2,2,4,4,1,0.0,1058,38000,10000,230400.0,1000,50,1000,0,8,3015,1.0,3,,4,4,,,0,0,1,1300008,,,,,,,,,,0
104009,Common Guard – Holes,105427,1300009,,,301,9,100,1,150.0,10800000.0,1200.0,213.0,2,2,4,4,1,0.0,1059,39000,10000,460800.0,1000,50,1000,0,9,3016,1.0,3,,4,5,,,0,0,1,1300009,,,,,,,,,,0
104010,Common Guard – Holes,105427,1300010,,,301,10,100,1,210.0,15120000.0,2500.0,427.0,2,2,4,4,1,0.0,1060,40000,10000,921600.0,1000,50,1000,0,10,3017,1.0,3,,4,5,,,0,0,1,1300010,,,,,,,,,,0
104011,Common Guard – Holes,105427,1300011,,,301,11,100,1,290.0,62640000.0,5625.0,854.0,2,2,4,4,1,0.0,105011,41000,10000,1843200.0,1000,50,1000,0,11,3018,1.0,3,,4,15,,,0,0,1,1300011,,,,,,,,,,0
104012,Common Guard – Holes,105427,1300012,,,301,12,100,1,410.0,88560000.0,12656.0,1707.0,2,2,4,4,1,0.0,105012,42000,10000,3686400.0,1000,50,1000,0,12,3021,1.0,3,,4,15,,,0,0,1,1300012,,,,,,,,,,0
104013,Common Guard – Holes,105427,1300013,,,301,13,100,1,570.0,164160000.0,28476.0,3414.0,2,2,4,4,1,0.0,105013,43000,10000,7372800.0,1000,50,1000,0,13,3022,1.0,3,,4,15,,,0,0,1,1300013,,,,,,,,,,0
104014,Common Guard – Holes,105427,1300014,,,301,14,100,1,800.0,230400000.0,64071.0,6828.0,2,2,4,4,1,0.0,105014,44000,10000,14745600.0,1000,50,1000,0,14,3023,1.0,3,,4,15,,,0,0,1,1300014,,,,,,,,,,0
104015,Common Guard – Holes,105427,1300015,,,301,15,100,1,1120.0,403200000.0,144160.0,13656.0,2,2,4,4,1,0.0,105015,45000,10000,29491200.0,1000,50,1000,0,15,3024,1.0,3,,4,15,,,0,0,1,1300015,,,,,,,,,,0
104016,Common Guard – Holes,105427,1300016,,,301,16,100,1,1600.0,576000000.0,324360.0,27312.0,2,2,4,4,1,0.0,105016,46000,10000,58982400.0,1000,50,1000,0,16,3031,1.0,3,,4,15,,,0,0,1,1300016,,,,,,,,,,0
104017,Common Guard – Holes,105427,1300017,,,301,17,100,1,2200.0,950400000.0,729810.0,54624.0,2,2,4,4,1,0.0,105017,47000,10000,117964800.0,1000,50,1000,0,17,3032,1.0,3,,4,15,,,0,0,1,1300017,,,,,,,,,,0
104018,Common Guard – Holes,105427,1300018,,,301,18,100,1,3100.0,1339200000.0,1642073.0,109249.0,2,2,4,4,1,0.0,105018,48000,10000,235929600.0,1000,50,1000,0,18,3033,1.0,3,,4,15,,,0,0,1,1300018,,,,,,,,,,0
104019,Common Guard – Holes,105427,1300019,,,301,19,100,1,4300.0,2167200000.0,3694664.0,218497.0,2,2,4,4,1,0.0,105019,49000,10000,471859200.0,1000,50,1000,0,19,3011,1.0,3,,4,15,,,0,0,1,1300019,,,,,,,,,,0
104020,Common Guard – Holes,105427,1300020,,,301,20,100,1,6000.0,3024000000.0,7758794.0,436994.0,2,2,4,4,1,0.0,105020,50000,10000,943718400.0,1000,50,1000,0,20,3012,1.0,3,,4,15,,,0,0,1,1300020,,,,,,,,,,0
104021,Common Guard – Holes,105427,1300021,,,301,21,100,1,8400.0,4838400000.0,16293467.0,873988.0,2,2,4,4,1,0.0,105021,51000,10000,1271808000.0,1000,50,1000,0,21,3013,1.0,3,,4,20,,,0,0,1,1300021,,,,,,,,,,0
104022,Common Guard – Holes,105427,1300022,,,301,22,100,1,11800.0,6796800000.0,34216281.0,1747976.0,2,2,4,4,1,0.0,105022,52000,10000,2211840000.0,1000,50,1000,0,22,3014,1.0,3,,4,20,,,0,0,1,1300022,,,,,,,,,,0
104023,Common Guard – Holes,105427,1300023,,,301,23,100,1,17000.0,11016000000.0,71854190.0,3495952.0,2,2,4,4,1,0.0,105023,53000,10000,3686400000.0,1000,50,1000,0,23,3015,1.0,3,,4,20,,,0,0,1,1300023,,,,,,,,,,0
104024,Common Guard – Holes,105427,1300024,,,301,24,100,1,24000.0,15552000000.0,150893799.0,6991905.0,2,2,4,4,1,0.0,105024,54000,10000,6709248000.0,1000,50,1000,0,24,3016,1.0,3,,4,20,,,0,0,1,1300024,,,,,,,,,,0
104025,Common Guard – Holes,105427,1300025,,,301,25,100,1,34000.0,24480000000.0,316876978.0,13983810.0,2,2,4,4,1,0.0,105025,55000,10000,14929920000.0,1000,50,1000,0,25,3017,1.0,3,,4,20,,,0,0,1,1300025,,,,,,,,,,0
104026,Common Guard – Holes,105427,1300026,,,301,26,100,1,48000.0,34560000000.0,665441654.0,27967619.0,2,2,4,4,1,0.0,105026,56000,10000,25804800000.0,1000,50,1000,0,26,3018,1.0,3,,4,20,,,0,0,1,1300026,,,,,,,,,,0
104027,Common Guard – Holes,105427,1300027,,,301,27,100,1,67000.0,53064000000.0,1397427473.0,55935238.0,2,2,4,4,1,0.0,105027,57000,10000,48107520000.0,1000,50,1000,0,27,3021,1.0,3,,4,20,,,0,0,1,1300027,,,,,,,,,,0
104028,Common Guard – Holes,105427,1300028,,,301,28,100,1,94000.0,74448000000.0,2934597693.0,111870476.0,2,2,4,4,1,0.0,105028,58000,10000,88473600000.0,1000,50,1000,0,28,3022,1.0,3,,4,20,,,0,0,1,1300028,,,,,,,,,,0
104029,Common Guard – Holes,105427,1300029,,,301,29,100,1,132000.0,114048000000.0,6162655155.0,223740953.0,2,2,4,4,1,0.0,105029,59000,10000,171417600000.0,1000,50,1000,0,29,3023,1.0,3,,4,20,,,0,0,1,1300029,,,,,,,,,,0
104030,Common Guard – Holes,105427,1300030,,,301,30,100,1,180000.0,155520000000.0,12941575826.0,402653184.0,2,2,4,4,1,0.0,105030,60000,10000,294912000000.0,1000,50,1000,0,30,310030,1.0,3,,4,20,,,320030,320030,1,1300030,,,,,,,,,,0
104031,Common Guard – Holes,105427,1300021,,,301,31,100,1,250000.0,234000000000.0,27177309235.0,805306368.0,2,2,4,4,1,0.0,105031,61000,10000,912384000000.0,1000,50,1000,0,31,310031,1.0,3,,4,25,,,320031,320031,1,1300021,,,,,,,,,,0
104032,Common Guard – Holes,105427,1300022,,,301,32,100,1,350000.0,327600000000.0,57072349394.0,1610612736.0,2,2,4,4,1,0.0,105032,62000,10000,1671168001000.0,1000,50,1000,0,32,310032,1.0,3,,4,25,,,320032,320032,1,1300022,,,,,,,,,,0
104033,Common Guard – Holes,105427,1300023,,,301,33,100,1,490000.0,493920000000.0,119851933727.0,3221225472.0,2,2,4,4,1,0.0,105033,63000,10000,3225600000000.0,1000,50,1000,0,33,310033,1.0,3,,4,25,,,320033,320033,1,1300023,,,,,,,,,,0
