id,icon,group_id,model,model_down,model_up,iconSrc,iconType,scale_home,scale_battle,click_sound,die_sound,skill,die_effect,afterdie_effect,move_effect,hit_ratio,is_screen_shake,gunfire_type,worker_offset,atlas_path,image_path,scale_para,x_para,y_para,color,new_model,new_model_down,new_model_up,new_icon,new_image_path,new_fight_up,new_fight_down,model_path,name
int,string,int,string,string,string,string,int,double,double,string,string,string,string,string,string,int,int,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
110080,army_zhanche_lv2,1,army_zhanche_lv2,army_zhanche_lv2_down,army_zhanche_lv2_up,,,1.0,1.0,sound/army_zhanche_2,,301,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,b419e5,,,,,,,,professionArmy,
110081,army_zhanche_lv3,1,army_zhanche_lv3,army_zhanche_lv3_down,army_zhanche_lv3_up,,,1.0,1.0,sound/army_zhanche_3,,303,Effect_tank_die,Effect_ranshao,,75,1,90001|90002|90003|90004,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.95,0,0,e5192e,,,,,,,,42,
110082,army_tanke_lv1,1,army_tanke_lv1,army_tanke_lv1_down,army_tanke_lv1_up,,,1.0,1.0,sound/army_tank,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.98,0,0,e5192e,,,,,,,,42,
110083,army_tanke_lv2,1,army_tanke_lv2,army_tanke_lv2_down,army_tanke_lv2_up,,,1.0,1.0,sound/army_tank_2,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.87,0,0,e5192e,,,,,,,,42,
110084,army_tanke_lv4,1,army_tanke_lv4,army_tanke_lv4_down,army_tanke_lv4_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.4,-1,0,e5192e,,,,,,,,42,
110085,army_tanke_lv3,1,army_tanke_lv3,army_tanke_lv3_down,army_tanke_lv3_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1,0,0,e5192e,,,,,,,,42,
110086,army_tanke_lv7,1,army_tanke_lv7,army_tanke_lv7_down,army_tanke_lv7_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.17,0,10,e5192e,,,,,,,,42,
110087,army_tanke_lv5,1,army_tanke_lv5,army_tanke_lv5_down,army_tanke_lv5_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.25,0,15,e5192e,,,,,,,,42,
110088,army_tanke_lv8,1,army_tanke_lv8,army_tanke_lv8_down,army_tanke_lv8_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.2,0,5,e5192e,,,,,,,,42,
110089,army_tanke_lv6,1,army_tanke_lv6,army_tanke_lv6_down,army_tanke_lv6_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,1.23,0,15,e5192e,,,,,,,,42,
110090,army_tanke_lv9,1,army_tanke_lv9,army_tanke_lv9_down,army_tanke_lv9_up,,,1.0,1.0,sound/army_tank_3,,201,Effect_tank_die,Effect_ranshao,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/army,0.88,0,15,e5192e,,,,,,,,42,
210030,army_zhanjian_lv2,2,army_zhanjian_lv2,army_zhanjian_lv2_down,army_zhanjian_lv2_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,14,0,,,,,,,,,professionArmy,
210031,army_hangmu_lv1,2,army_hangmu_lv1,army_hangmu_lv1_down,army_hangmu_lv1_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.58,0,0,,,,,,,,,professionArmy,
210032,army_hangmu_lv2,2,army_hangmu_lv2,army_hangmu_lv2_down,army_hangmu_lv2_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.66,14,0,,,,,,,,,professionArmy,
210033,army_paoting_lv1,2,army_paoting_lv1,army_paoting_lv1_down,army_paoting_lv1_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.72,0,0,,,,,,,,,professionArmy,
210034,army_paoting_lv2,2,army_paoting_lv2,army_paoting_lv2_down,army_paoting_lv2_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.76,18,0,,,,,,,,,professionArmy,
210035,army_paoting_lv3,2,army_paoting_lv3,army_paoting_lv3_down,army_paoting_lv3_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.78,0,0,,,,,,,,,professionArmy,
210036,army_paoting_lv4,2,army_paoting_lv4,army_paoting_lv4_down,army_paoting_lv4_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.8,0,0,,,,,,,,,professionArmy,
210037,army_zhanjian_lv1,2,army_zhanjian_lv1,army_zhanjian_lv1_down,army_zhanjian_lv1_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,0,0,,,,,,,,,professionArmy,
210038,army_zhanjian_lv2,2,army_zhanjian_lv2,army_zhanjian_lv2_down,army_zhanjian_lv2_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,14,0,,,,,,,,,professionArmy,
210039,army_hangmu_lv1,2,army_hangmu_lv1,army_hangmu_lv1_down,army_hangmu_lv1_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.58,0,0,,,,,,,,,professionArmy,
210040,army_hangmu_lv2,2,army_hangmu_lv2,army_hangmu_lv2_down,army_hangmu_lv2_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.66,14,0,,,,,,,,,professionArmy,
210041,army_paoting_lv1,2,army_paoting_lv1,army_paoting_lv1_down,army_paoting_lv1_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.72,0,0,,,,,,,,,professionArmy,
210042,army_paoting_lv2,2,army_paoting_lv2,army_paoting_lv2_down,army_paoting_lv2_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.76,18,0,,,,,,,,,professionArmy,
210043,army_paoting_lv3,2,army_paoting_lv3,army_paoting_lv3_down,army_paoting_lv3_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.78,0,0,,,,,,,,,professionArmy,
210044,army_paoting_lv4,2,army_paoting_lv4,army_paoting_lv4_down,army_paoting_lv4_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.8,0,0,,,,,,,,,professionArmy,
210045,army_zhanjian_lv1,2,army_zhanjian_lv1,army_zhanjian_lv1_down,army_zhanjian_lv1_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,0,0,,,,,,,,,professionArmy,
210046,army_zhanjian_lv2,2,army_zhanjian_lv2,army_zhanjian_lv2_down,army_zhanjian_lv2_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,14,0,,,,,,,,,professionArmy,
210047,army_hangmu_lv1,2,army_hangmu_lv1,army_hangmu_lv1_down,army_hangmu_lv1_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.58,0,0,,,,,,,,,professionArmy,
210048,army_hangmu_lv2,2,army_hangmu_lv2,army_hangmu_lv2_down,army_hangmu_lv2_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.66,14,0,,,,,,,,,professionArmy,
210049,army_paoting_lv1,2,army_paoting_lv1,army_paoting_lv1_down,army_paoting_lv1_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.72,0,0,,,,,,,,,professionArmy,
210050,army_paoting_lv2,2,army_paoting_lv2,army_paoting_lv2_down,army_paoting_lv2_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.76,18,0,,,,,,,,,professionArmy,
210051,army_paoting_lv3,2,army_paoting_lv3,army_paoting_lv3_down,army_paoting_lv3_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.78,0,0,,,,,,,,,professionArmy,
210052,army_paoting_lv4,2,army_paoting_lv4,army_paoting_lv4_down,army_paoting_lv4_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.8,0,0,,,,,,,,,professionArmy,
210053,army_zhanjian_lv1,2,army_zhanjian_lv1,army_zhanjian_lv1_down,army_zhanjian_lv1_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,0,0,,,,,,,,,professionArmy,
210054,army_zhanjian_lv2,2,army_zhanjian_lv2,army_zhanjian_lv2_down,army_zhanjian_lv2_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,14,0,,,,,,,,,professionArmy,
210055,army_hangmu_lv1,2,army_hangmu_lv1,army_hangmu_lv1_down,army_hangmu_lv1_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.58,0,0,,,,,,,,,professionArmy,
210056,army_hangmu_lv2,2,army_hangmu_lv2,army_hangmu_lv2_down,army_hangmu_lv2_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.66,14,0,,,,,,,,,professionArmy,
210057,army_paoting_lv1,2,army_paoting_lv1,army_paoting_lv1_down,army_paoting_lv1_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.72,0,0,,,,,,,,,professionArmy,
210058,army_paoting_lv2,2,army_paoting_lv2,army_paoting_lv2_down,army_paoting_lv2_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.76,18,0,,,,,,,,,professionArmy,
210059,army_paoting_lv3,2,army_paoting_lv3,army_paoting_lv3_down,army_paoting_lv3_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.78,0,0,,,,,,,,,professionArmy,
210060,army_paoting_lv4,2,army_paoting_lv4,army_paoting_lv4_down,army_paoting_lv4_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.8,0,0,b419e5,,,,,,,,professionArmy,
210061,army_zhanjian_lv1,2,army_zhanjian_lv1,army_zhanjian_lv1_down,army_zhanjian_lv1_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,0,0,b419e5,,,,,,,,professionArmy,
210062,army_zhanjian_lv2,2,army_zhanjian_lv2,army_zhanjian_lv2_down,army_zhanjian_lv2_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,14,0,b419e5,,,,,,,,professionArmy,
210063,army_hangmu_lv1,2,army_hangmu_lv1,army_hangmu_lv1_down,army_hangmu_lv1_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.58,0,0,b419e5,,,,,,,,professionArmy,
210064,army_hangmu_lv2,2,army_hangmu_lv2,army_hangmu_lv2_down,army_hangmu_lv2_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.66,14,0,b419e5,,,,,,,,professionArmy,
210065,army_paoting_lv1,2,army_paoting_lv1,army_paoting_lv1_down,army_paoting_lv1_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.72,0,0,b419e5,,,,,,,,professionArmy,
210066,army_paoting_lv2,2,army_paoting_lv2,army_paoting_lv2_down,army_paoting_lv2_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.76,18,0,b419e5,,,,,,,,professionArmy,
210067,army_paoting_lv3,2,army_paoting_lv3,army_paoting_lv3_down,army_paoting_lv3_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.78,0,0,b419e5,,,,,,,,professionArmy,
210068,army_paoting_lv4,2,army_paoting_lv4,army_paoting_lv4_down,army_paoting_lv4_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.8,0,0,b419e5,,,,,,,,professionArmy,
210069,army_zhanjian_lv1,2,army_zhanjian_lv1,army_zhanjian_lv1_down,army_zhanjian_lv1_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,0,0,b419e5,,,,,,,,professionArmy,
210070,army_zhanjian_lv2,2,army_zhanjian_lv2,army_zhanjian_lv2_down,army_zhanjian_lv2_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,14,0,b419e5,,,,,,,,professionArmy,
210071,army_hangmu_lv1,2,army_hangmu_lv1,army_hangmu_lv1_down,army_hangmu_lv1_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.58,0,0,b419e5,,,,,,,,professionArmy,
210072,army_hangmu_lv2,2,army_hangmu_lv2,army_hangmu_lv2_down,army_hangmu_lv2_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.66,14,0,b419e5,,,,,,,,professionArmy,
210073,army_paoting_lv1,2,army_paoting_lv1,army_paoting_lv1_down,army_paoting_lv1_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.72,0,0,b419e5,,,,,,,,professionArmy,
210074,army_paoting_lv2,2,army_paoting_lv2,army_paoting_lv2_down,army_paoting_lv2_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.76,18,0,b419e5,,,,,,,,professionArmy,
210075,army_paoting_lv3,2,army_paoting_lv3,army_paoting_lv3_down,army_paoting_lv3_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.78,0,0,b419e5,,,,,,,,professionArmy,
210076,army_paoting_lv4,2,army_paoting_lv4,army_paoting_lv4_down,army_paoting_lv4_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.8,0,0,b419e5,,,,,,,,professionArmy,
210077,army_zhanjian_lv1,2,army_zhanjian_lv1,army_zhanjian_lv1_down,army_zhanjian_lv1_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,0,0,b419e5,,,,,,,,professionArmy,
210078,army_zhanjian_lv2,2,army_zhanjian_lv2,army_zhanjian_lv2_down,army_zhanjian_lv2_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,14,0,b419e5,,,,,,,,professionArmy,
210079,army_hangmu_lv1,2,army_hangmu_lv1,army_hangmu_lv1_down,army_hangmu_lv1_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.58,0,0,b419e5,,,,,,,,professionArmy,
210080,army_hangmu_lv2,2,army_hangmu_lv2,army_hangmu_lv2_down,army_hangmu_lv2_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.66,14,0,b419e5,,,,,,,,professionArmy,
210081,army_paoting_lv1,2,army_paoting_lv1,army_paoting_lv1_down,army_paoting_lv1_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.72,0,0,e5192e,,,,,,,,army,
210082,army_paoting_lv2,2,army_paoting_lv2,army_paoting_lv2_down,army_paoting_lv2_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.76,18,0,e5192e,,,,,,,,army,
210083,army_paoting_lv3,2,army_paoting_lv3,army_paoting_lv3_down,army_paoting_lv3_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.78,0,0,e5192e,,,,,,,,army,
210084,army_paoting_lv4,2,army_paoting_lv4,army_paoting_lv4_down,army_paoting_lv4_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,90003,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.8,0,0,e5192e,,,,,,,,army,
210085,army_zhanjian_lv1,2,army_zhanjian_lv1,army_zhanjian_lv1_down,army_zhanjian_lv1_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,0,0,e5192e,,,,,,,,army,
210086,army_zhanjian_lv2,2,army_zhanjian_lv2,army_zhanjian_lv2_down,army_zhanjian_lv2_up,,,1.0,0.6,sound/army_zhanjian,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.74,14,0,e5192e,,,,,,,,army,
210087,army_hangmu_lv1,2,army_hangmu_lv1,army_hangmu_lv1_down,army_hangmu_lv1_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.58,0,0,e5192e,,,,,,,,army,
210088,army_hangmu_lv2,2,army_hangmu_lv2,army_hangmu_lv2_down,army_hangmu_lv2_up,,,1.0,0.6,sound/army_hangmu,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.66,14,0,e5192e,,,,,,,,army,
210089,army_paoting_lv1,2,army_paoting_lv1,army_paoting_lv1_down,army_paoting_lv1_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.72,0,0,e5192e,,,,,,,,army,
210090,army_paoting_lv2,2,army_paoting_lv2,army_paoting_lv2_down,army_paoting_lv2_up,,,1.0,0.6,sound/army_paoting,,201,Effect_zhanjian_die,Effect_ranshao,Effect_zhanjian_run,36,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/navy,0.76,18,0,e5192e,,,,,,,,army,
310030,army_hongzhaji_lv4,3,army_hongzhaji_lv4,army_hongzhaji_lv4_down,army_hongzhaji_lv4_up,,,1.0,0.7,sound/army_hongzhaji,,301,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.13,0,0,,,,,,,,,professionArmy,
310031,army_feiting_lv1,3,army_feiting_lv1,army_feiting_lv1_down,army_feiting_lv1_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,1.08,0,0,,,,,,,,,professionArmy,
310032,army_feiting_lv2,3,army_feiting_lv2,army_feiting_lv2_down,army_feiting_lv2_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.93,0,0,,,,,,,,,professionArmy,
310033,army_feiting_lv3,3,army_feiting_lv3,army_feiting_lv3_down,army_feiting_lv3_up,,,1.0,0.7,sound/army_airship,,302,Effect_feiji_die,,,75,1,90003,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.8,0,0,,,,,,,,,professionArmy,
310034,army_zhanji_lv1,3,army_zhanji_lv1,army_zhanji_lv1_down,army_zhanji_lv1_up,,,1.0,0.7,sound/army_zhanji,,102,Effect_feiji_die,,,75,1,90003,136;0|68;49|0;98|-68;49|-136;0|-68;-49|0;-98|68;-49,,image/airforce,0.9,0,0,,,,,,,,,professionArmy,
