id,coin,wood,oil,energy,exp,gold,military,cab_res,csb_res,army_id,army_num,honor,kvk_tec_res,kvk_task_coin,kvk_tec_coin,type,item,num,quality,rate,is_removal,building,building_num,building_rate,resource,resource_num,resource_rate,hero,hero_num,hero_rate,newReward,union_box,must_items,exhibition,item_minimum_type,item_minimum
913519,,,,,,6480,,,,,,,,,,0,2300003|3610010|2560001,25|35|30,,1|1|1,,,,,,,,,,,,,,,,
20200446,,,,,,,,,,,,,,,,-3,400103|400203|400303|400403|400503|403503|403603|403703|403803|403903,1|1|1|1|1|1|1|1|1|1,,1|1|1|1|1|1|1|1|1|1,,,,,,,,,,,,,,,,
916266,,,,,,,,,,,,,,,,0,400205|400105|400505|1700203,1|1|1|30,,1|1|1|1,,,,,,,,,,,,,,,,
916267,,,,,,,,,,,,,,,,0,400205|400105|400505|1700213,2|2|2|60,,1|1|1|1,,,,,,,,,,,,,,,,
916268,,,,,,,,,,,,,,,,0,400206|400106|400506|1700203,1|1|1|100,,1|1|1|1,,,,,,,,,,,,,,,,
916269,,,,,,,,,,,,,,,,0,400206|400106|400506|1700213,2|2|2|200,,1|1|1|1,,,,,,,,,,,,,,,,
916270,,,,,,,,,,,,,,,,0,400207|400107|400507|1700203,1|1|1|400,,1|1|1|1,,,,,,,,,,,,,,,,
916172,,,,,,,,,,,,,,,,0,39200001,1,,1,,,,,,,,,,,,,,,,
916173,,,,,,,,,,,,,,,,0,39200001,2,,1,,,,,,,,,,,,,,,,
916174,,,,,,,,,,,,,,,,0,39200001,8,,1,,,,,,,,,,,,,,,,
916175,,,,,,,,,,,,,,,,0,39200001,16,,1,,,,,,,,,,,,,,,,
916176,,,,,,,,,,,,,,,,0,39200001,30,,1,,,,,,,,,,,,,,,,
9002814,,,,,,,,,,,,,,,,0,2300003|20200447|20200446|1800001|323001,10|1|60|4000|1000,,1|1|1|1|1,,,,,,,,,,,,,,,,
9002815,,,,,,,,,,,,,,,,0,2300003|20200447|4200003|1800001|323001,25|2|80|5000|1500,,1|1|1|1|1,,,,,,,,,,,,,,,,
9002816,,,,,,,,,,,,,,,,0,2300003|20200448|4200003|1800001|323001,50|1|100|6000|2000,,1|1|1|1|1,,,,,,,,,,,,,,,,
9002817,,,,,,,,,,,,,,,,0,2300003|20200448|4200003|1800001|323001,50|1|100|7000|2500,,1|1|1|1|1,,,,,,,,,,,,,,,,
913520,,,,,,,,,,,,,,,,0,1600029,1,,1,,,,,,,,,,,,,,,,
101995,,,,,,,,,,,,,,,,0,2606001,4,,1,,,,,,,,,,,,,,,,
101996,,,,,,,,,,,,,,,,0,2606001,7,,1,,,,,,,,,,,,,,,,
101997,,,,,,,,,,,,,,,,0,2606001,16,,1,,,,,,,,,,,,,,,,
101998,,,,,,,,,,,,,,,,0,2606001,32,,1,,,,,,,,,,,,,,,,
1045,,,,,,,,,,,,,,,,,,,,,,46875,1,1,,,,,,,,,,,,
1046,,,,,,,,,,,,,,,,,,,,,,46890,1,1,,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,,,,,,,46876,1,1,,,,,,,,,,,,
1048,,,,,,,,,,,,,,,,,,,,,,46891,1,1,,,,,,,,,,,,
913526,,,,,,,,,,,,,,,,0,39200232|2400004|2560001|3300001,10|10|10|10,,1|1|1|1,,,,,,,,,,,,,,,,
913527,,,,,,3240,,,,,,,,,,0,2300003|3610010|2560001,15|15|20,,1|1|1,,,,,,,,,,,,,,,,
913528,,,,,,6480,,,,,,,,,,0,2300003|3610010|2560001,25|35|30,,1|1|1,,,,,,,,,,,,,,,,
6022561,,,,,,,,,,,,,,,,1,2200061|2300002|2100002|500001|2100005|1800001|2100001|1700011|3300001|2400004,1|1|1|1|1|2|1|1|1|1,,60|60|20|40|5|120|120|90|90|120,,,,,,,,,,,,,,,,
6022562,,,,,,,,,,,,,,,,0,2200061,1,,1,,,,,,,,,,,,,,,,
6022563,,,,,,,,,,,,,,,,0,2300003|2100005|2560001|2611111,20|10|200|54,,1|1|1|1,,,,,,,,,,,,,,,,
6022564,,,,,,,,,,,,,,,,0,2300003|2100005|2560001|2611111,10|7|150|27,,1|1|1|1,,,,,,,,,,,,,,,,
6022565,,,,,,,,,,,,,,,,0,2300003|2100005|2560001|2611111,5|5|100|18,,1|1|1|1,,,,,,,,,,,,,,,,
6022566,,,,,,,,,,,,,,,,0,2100005|2560001|2611111|1700015,3|80|9|20,,1|1|1|1,,,,,,,,,,,,,,,,
6022567,,,,,,,,,,,,,,,,0,2100005|2560001|2611111|1700015,2|60|6|10,,1|1|1|1,,,,,,,,,,,,,,,,
6022568,,,,,,,,,,,,,,,,0,2100005|2560001|2611111|1700015,1|30|3|5,,1|1|1|1,,,,,,,,,,,,,,,,
9014895,,,,,,,,,,,,,,,,0,3100002,1,,1,,,,,,,,,,,,,,,,
9014896,,,,,,,,,,,,,,,,0,1700063,2,,1,,,,,,,,,,,,,,,,
9014897,,,,,,,,,,,,,,,,0,1700063,5,,1,,,,,,,,,,,,,,,,
9014898,,,,,,,,,,,,,,,,0,1700063,20,,1,,,,,,,,,,,,,,,,
9002818,,,,,,,,,,,,,,,,0,1700089|2300003|20200446|1800001|323001,1|10|60|4000|1500,,1|1|1|1|1,,,,,,,,,,,,,,,,
9002819,,,,,,,,,,,,,,,,0,1700099|2300003|4200003|1800001|323001,2|25|80|5000|2000,,1|1|1|1|1,,,,,,,,,,,,,,,,
9002820,,,,,,,,,,,,,,,,0,1700100|2300003|4200003|1800001|323001,1|50|100|6000|2500,,1|1|1|1|1,,,,,,,,,,,,,,,,
9002821,,,,,,,,,,,,,,,,0,1700110|2300003|4200003|1800001|323001,1|50|100|7000|3000,,1|1|1|1|1,,,,,,,,,,,,,,,,
9161721,,,,,,,,,,,,,,,,0,2200057|2610101|20200436|2400004,10|3|10|100,,1|1|1|1,,,,,,,,,,,,,,,,
9161722,,,,,,,,,,,,,,,,0,2610101|2300003|5200001|2400004,20|20|20|200,,1|1|1|1,,,,,,,,,,,,,,,,
9161723,,,,,,,,,,,,,,,,0,2610101|2540002,30|20,,1|1,,,,,,,,,,,,,,,,
9161724,,,,,,6480,,,,,,,,,,0,39200181|5200001|3300001,1|20|50,,1|1|1,,,,,,,,,,,,,,,,
9161725,,,,,,,,,,,,,,,,0,701035|200003|520002|3300001,1|10|50|50,,1|1|1|1,,,,,,,,,,,,,,,,
9161726,,,,,,,,,,,,,,,,0,1700413|3300001,18|100,,1|1,,,,,,,,,,,,,,,,
916178,,,,,,10,,,,,,,,,,0,3300001,2,,1,,,,,,,,,,,,,,,,
916179,,,,,,,,,,,,,,,,0,1700055,1,,1,,,,,,,,,,,,,,,,
916180,,,,,,,,,,,,,,,,0,1700055,2,,1,,,,,,,,,,,,,,,,
916181,,,,,,,,,,,,,,,,0,1700055,8,,1,,,,,,,,,,,,,,,,
916182,,,,,,,,,,,,,,,,0,1700055,16,,1,,,,,,,,,,,,,,,,
916183,,,,,,,,,,,,,,,,0,1700055,30,,1,,,,,,,,,,,,,,,,
913531,,,,,,,,,,,,,,,,0,2100005|2521503|1000006,10|1|3,,1|1|1,,,,,,,,,,,,,,,,
913532,,,,,,,,,,,,,,,,0,2100005|2521502|1000006,5|1|2,,1|1|1,,,,,,,,,,,,,,,,
913533,,,,,,,,,,,,,,,,0,2100005|2521502|1000006,3|1|1,,1|1|1,,,,,,,,,,,,,,,,
913534,,,,,,,,,,,,,,,,0,2100005|2521501|1000008,2|1|1,,1|1|1,,,,,,,,,,,,,,,,
913535,,,,,,,,,,,,,,,,0,2100005|2521501|1000005,1|1|1,,1|1|1,,,,,,,,,,,,,,,,
913536,,,,,,,,,,,,,,,,0,1700053|1700013|1000006,3|30|3,,1|1|1,,,,,,,,,,,,,,,,
913537,,,,,,,,,,,,,,,,0,1700053|1700013|1000006,2|20|2,,1|1|1,,,,,,,,,,,,,,,,
913538,,,,,,,,,,,,,,,,0,1700053|1700013|1000006,2|10|1,,1|1|1,,,,,,,,,,,,,,,,
913539,,,,,,,,,,,,,,,,0,1700053|1700013|1000008,1|5|1,,1|1|1,,,,,,,,,,,,,,,,
913540,,,,,,,,,,,,,,,,0,1700053|1700013|1000005,1|3|1,,1|1|1,,,,,,,,,,,,,,,,
913521,,,,,,,,,,,,,,,,0,1700053|1700015|3300001,1|2|100,,1|1|1,,,,,,,,,,,,,,,,
1700170,,,,,,,,,,,,,,,,,,,,,,46921,1,1,,,,,,,,,,,,
1700171,,,,,,,,,,,,,,,,,,,,,,46922,1,1,,,,,,,,,,,,
1700172,,,,,,,,,,,,,,,,,,,,,,46923,1,1,,,,,,,,,,,,
1700173,,,,,,,,,,,,,,,,,,,,,,46924,1,1,,,,,,,,,,,,
1700174,,,,,,,,,,,,,,,,,,,,,,46925,1,1,,,,,,,,,,,,
1700175,,,,,,,,,,,,,,,,,,,,,,46926,1,1,,,,,,,,,,,,
1700176,,,,,,,,,,,,,,,,,,,,,,46927,1,1,,,,,,,,,,,,
1700177,,,,,,,,,,,,,,,,,,,,,,46928,1,1,,,,,,,,,,,,
1700178,,,,,,,,,,,,,,,,,,,,,,46929,1,1,,,,,,,,,,,,
1700179,,,,,,,,,,,,,,,,,,,,,,46930,1,1,,,,,,,,,,,,
9016761,,,,,,,,,,,,,,,,0,20201215,1,,1,,,,,,,,,,,,,,,,
9016762,,,,,,,,,,,,,,,,0,39200327|2400004,1|5,,1|1,,,,,,,,,,,,,,,,
9016763,,,,,,,,,,,,,,,,0,39200328,1,,1,,,,,,,,,,,,,,,,
9016764,,,,,,,,,,,,,,,,0,39200325|3300001,1|5,,1|1,,,,,,,,,,,,,,,,
9016765,,,,,,,,,,,,,,,,0,3300001,3,,1,,,,,,,,,,,,,,,,
9016766,,,,,,,,,,,,,,,,0,3300001|2400004,5|5,,1|1,,,,,,,,,,,,,,,,
9016767,,,,,,,,,,,,,,,,0,3300001|2100002,10|1,,1|1,,,,,,,,,,,,,,,,
9016768,,,,,,,,,,,,,,,,0,3300001|2100002,10|3,,1|1,,,,,,,,,,,,,,,,
9016769,,,,,,,,,,,,,,,,0,39200344,1,,1,,,,,,,,,,,,,,,,
913214,,,,,,1280,,,,,,,,,,0,14101171,1,,1,,,,,,,,,,,,,,,,
913215,,,,,,1280,,,,,,,,,,0,14101172,1,,1,,,,,,,,,,,,,,,,
913216,,,,,,1280,,,,,,,,,,0,14101173,1,,1,,,,,,,,,,,,,,,,
913217,,,,,,1280,,,,,,,,,,0,14101067,1,,1,,,,,,,,,,,,,,,,
913218,,,,,,1280,,,,,,,,,,0,14101068,1,,1,,,,,,,,,,,,,,,,
913219,,,,,,1280,,,,,,,,,,0,14101069,1,,1,,,,,,,,,,,,,,,,
914504,,,,,,,,,,,,,,,,0,1700179,1,,1,,,,,,,,,,,,,,,,
914505,,,,,,,,,,,,,,,,0,1700174|1700178,1|1,,1|1,,,,,,,,,,,,,,,,
914506,,,,,,,,,,,,,,,,0,1700172|1700175|1700177,1|1|1,,1|1|1,,,,,,,,,,,,,,,,
914507,,,,,,,,,,,,,,,,0,1700170|1700171|1700173|1700176,1|1|1|1,,1|1|1|1,,,,,,,,,,,,,,,,
9014370,,,,,,,,,,,,,,,,-3,39200162|39200154|39200122|39200023|39200005|3910110|3900047|3900017|1710802|3900101|3900106|3900089|1710702|1716001|3900002|3900006|3900084|3800002|3900068|1710805|1710602,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,,,,,,,,,,,,,,,,
9014371,,,,,,,,,,,,,,,,-3,39200164|39200156|39200124|39200025|39200015|3910113|12901003|12901002|3900092|3900087|3900050|3900071|3900018|3900012,1|1|1|1|1|1|1|1|1|1|1|1|1|1,,1|1|1|1|1|1|1|1|1|1|1|1|1|1,,,,,,,,,,,,,,,,
9202141,,,,,,,,,,,,,,,,0,920005,20,,1,,,,,,,,,,,,,,,,
9202142,,,,,,,,,,,,,,,,0,920005,40,,1,,,,,,,,,,,,,,,,
9202143,,,,,,,,,,,,,,,,0,920005,80,,1,,,,,,,,,,,,,,,,
9202144,,,,,,,,,,,,,,,,0,920006,14,,1,,,,,,,,,,,,,,,,
9202145,,,,,,,,,,,,,,,,0,920006,25,,1,,,,,,,,,,,,,,,,
9202146,,,,,,,,,,,,,,,,0,920006,50,,1,,,,,,,,,,,,,,,,
9202147,,,,,,,,,,,,,,,,0,920006,80,,1,,,,,,,,,,,,,,,,
9202151,,,,,,,,,,,,,,,,0,910005,20,,1,,,,,,,,,,,,,,,,
9202152,,,,,,,,,,,,,,,,0,910005,40,,1,,,,,,,,,,,,,,,,
9202153,,,,,,,,,,,,,,,,0,910005,80,,1,,,,,,,,,,,,,,,,
9202154,,,,,,,,,,,,,,,,0,910006,14,,1,,,,,,,,,,,,,,,,
9202155,,,,,,,,,,,,,,,,0,910006,25,,1,,,,,,,,,,,,,,,,
9202156,,,,,,,,,,,,,,,,0,910006,50,,1,,,,,,,,,,,,,,,,
9202157,,,,,,,,,,,,,,,,0,910006,80,,1,,,,,,,,,,,,,,,,
1049,,,,,,,,,,,,,,,,0,,,,,,46906,1,1,,,,,,,,,,,,
913636,,,,,,,,,,,,,,,,0,39200132|2400004|2560001|3300001,10|10|10|10,,1|1|1|1,,,,,,,,,,,,,,,,
913637,,,,,,3240,,,,,,,,,,0,2300003|3610010|2560001,15|15|20,,1|1|1,,,,,,,,,,,,,,,,
913638,,,,,,6480,,,,,,,,,,0,2300003|3610010|2560001,25|35|30,,1|1|1,,,,,,,,,,,,,,,,
9016770,,,,,,,,,,,,,,,,0,2200044|2606001|2400004|3300001,10|1|20|20,,1|1|1|1,,,,,,,,,,,,,,,,
9016771,,,,,,,,,,,,,,,,0,2606001|2540002|2400004|3300001,30|20|40|40,,1|1|1|1,,,,,,,,,,,,,,,,
913530,,,,,,3280,,,,,,,,,,0,39200293,1,,1,,,,,,,,,,,,,,,,
6021500,,,,,,288,,,,,,,,,,0,1900002|1900001,10|100,,1|1,,,,,,,,,,,,,,,,
6021501,,,,,,,,,,,,,,,,0,1700052,1,,1,,,,,,,,,,,,,,,,
6021502,,,,,,,,,,,,,,,,0,1700053,1,,1,,,,,,,,,,,,,,,,
6021503,,,,,,,,,,,,,,,,0,2300003,1,,1,,,,,,,,,,,,,,,,
6021504,,,,,,,,,,,,,,,,0,2100002,1,,1,,,,,,,,,,,,,,,,
6021505,,,,,,,,,,,,,,,,0,3300001,1,,1,,,,,,,,,,,,,,,,
6021506,,,,,,,,,,,,,,,,0,323001,1,,1,,,,,,,,,,,,,,,,
6021507,,,,,,,,,,,,,,,,0,1800001,2,,1,,,,,,,,,,,,,,,,
9014550,,,,,,,,,,,,,,,,0,2200003|2200009|2200014|2300002,10|10|10|10,,1|1|1|1,,,,,,,,,,,,,,,,
9016755,,,,,,300,,,,,,,,,,0,39200346|39200347,1|1,,1|1,,,,,,,,,,,,,,,,
6121017,,,,,,,,,,,,,,,,0,39200029,1,,1,,,,,,,,,,,,,,,,
6121018,,,,,,,,,,,,,,,,0,1700089,1,,1,,,,,,,,,,,,,,,,
6121019,,,,,,,,,,,,,,,,0,1700099,1,,1,,,,,,,,,,,,,,,,
6121020,,,,,,,,,,,,,,,,0,39200178,1,,1,,,,,,,,,,,,,,,,
6121021,,,,,,,,,,,,,,,,0,39200179,1,,1,,,,,,,,,,,,,,,,
6121022,,,,,,,,,,,,,,,,0,39200126,1,,1,,,,,,,,,,,,,,,,
6121023,,,,,,,,,,,,,,,,0,1600029,1,,1,,,,,,,,,,,,,,,,
6022161,,,,,,,,,,,,,,,,0,39300023,1,,1,,,,,,,,,,,,,,,,
6022162,,,,,,,,,,,,,,,,0,39300024,1,,1,,,,,,,,,,,,,,,,
6022163,,,,,,,,,,,,,,,,0,1900003,1,,1,,,,,,,,,,,,,,,,
6022164,,,,,,,,,,,,,,,,0,2100002,1,,1,,,,,,,,,,,,,,,,
6022165,,,,,,,,,,,,,,,,0,1700013,3,,1,,,,,,,,,,,,,,,,
6022166,,,,,,,,,,,,,,,,0,500002,1,,1,,,,,,,,,,,,,,,,
6022167,,,,,,,,,,,,,,,,0,1800001,30,,1,,,,,,,,,,,,,,,,
6022168,,,,,,,,,,,,,,,,0,39201071,1,1,,,,,,,,,,,,,,,,,
6022169,,,,,,,,,,,,,,,,0,39201071,10,1,,,,,,,,,,,,,,,,,
6022170,,,,,,,,,,,,,,,,0,39201071,120,1,,,,,,,,,,,,,,,,,
9017441,,,,,,,,,,,,,,,,1,39200070|39200070|39200070|39200070|39200070|39200070|39200070|39200070|39200070,1|2|3|4|5|6|7|8|9,,40|50|60|70|80|70|60|50|40,,,,,,,,,,,,,,,,
9017442,,,,,,,,,,,,,,,,1,39300023|1700013|1000008|1800001|1900003,1|3|1|30|1,,1|12000|25000|25000|25000,,,,,,,,,,,,,,,,
9014372,,,,,,,,,,,,,,,,-3,3900068|3910110|39200154|1710702|39200023|3900110|39200122,1|1|1|1|1|1|1,,1|1|1|1|1|1|1,,,,,,,,,,,,,,,,
9014373,,,,,,,,,,,,,,,,-3,3900071|3910113|39200156|3900087|39200025|3900113|39200124,1|1|1|1|1|1|1,,1|1|1|1|1|1|1,,,,,,,,,,,,,,,,
916070,,,,,,,,,,,,,,,,0,1700213|2300002|39200038|2400004,5|10|100|5,,1|1|1|1,,,,,,,,,,,,,,,,
916071,,,,,,,,,,,,,,,,0,1700203|2300002|39200038|2400004,10|20|150|10,,1|1|1|1,,,,,,,,,,,,,,,,
916072,,,,,,,,,,,,,,,,0,1700213|2300003|39200038|2400004,15|4|200|15,,1|1|1|1,,,,,,,,,,,,,,,,
916073,,,,,,,,,,,,,,,,0,1700203|2300003|39200038|2400004,20|8|250|20,,1|1|1|1,,,,,,,,,,,,,,,,
916074,,,,,,,,,,,,,,,,0,2200047|2300003|39200038|2400004,10|10|300|30,,1|1|1|1,,,,,,,,,,,,,,,,
916075,,,,,,,,,,,,,,,,0,1700215|2300003|39200038|2400004,10|15|350|40,,1|1|1|1,,,,,,,,,,,,,,,,
916076,,,,,,,,,,,,,,,,0,1700205|2300003|39200038|2400004,10|20|400|50,,1|1|1|1,,,,,,,,,,,,,,,,
916077,,,,,,,,,,,,,,,,0,39200180|2300003|39200038|2400004,1|30|500|70,,1|1|1|1,,,,,,,,,,,,,,,,
916078,,,,,,,,,,,,,,,,0,4200301|2300003|39200038|2400004,1|40|600|100,,1|1|1|1,,,,,,,,,,,,,,,,
916079,,,,,,,,,,,,,,,,0,600001|39200038|3300001,1|30|5,,1|1|1,,,,,,,,,,,,,,,,
916080,,,,,,,,,,,,,,,,0,600001|39200038|3300001,2|50|10,,1|1|1,,,,,,,,,,,,,,,,
916081,,,,,,,,,,,,,,,,0,2300002|600001|39200038|3300001,10|3|100|15,,1|1|1|1,,,,,,,,,,,,,,,,
916082,,,,,,,,,,,,,,,,0,1700015|600002|39200038|3300001,2|1|150|20,,1|1|1|1,,,,,,,,,,,,,,,,
916083,,,,,,,,,,,,,,,,0,1700015|600002|39200038|3300001,5|2|200|30,,1|1|1|1,,,,,,,,,,,,,,,,
916084,,,,,,,,,,,,,,,,0,1700013|39200038|3300001,1|30|5,,1|1|1,,,,,,,,,,,,,,,,
916085,,,,,,,,,,,,,,,,0,1700013|39200038|3300001,2|50|10,,1|1|1,,,,,,,,,,,,,,,,
916086,,,,,,,,,,,,,,,,0,2300002|1700013|39200038|3300001,10|3|100|15,,1|1|1|1,,,,,,,,,,,,,,,,
916087,,,,,,,,,,,,,,,,0,1700015|2100005|39200038|3300001,2|1|150|20,,1|1|1|1,,,,,,,,,,,,,,,,
916088,,,,,,,,,,,,,,,,0,1700015|2100005|39200038|3300001,5|2|200|30,,1|1|1|1,,,,,,,,,,,,,,,,
26000071,,,,,,,,,,,,,,,,0,2200053|2608101,5|3,,1|1,,,,,,,,,,,,,,,,
26000072,,,,,,,,,,,,,,,,0,2200053|2608101,10|10,,1|1,,,,,,,,,,,,,,,,
26000073,,,,,,,,,,,,,,,,0,2200053|2608101,10|27,,1|1,,,,,,,,,,,,,,,,
900017,,,,,,,,,,,,,,,,0,1700412,6,,1,,,,,,,,,,,,,,,,
900018,,,,,,,,,,,,,,,,0,1700412,12,,1,,,,,,,,,,,,,,,,
900019,,,,,,,,,,,,,,,,0,1700413,6,,1,,,,,,,,,,,,,,,,
900020,,,,,,,,,,,,,,,,0,1700413,12,,1,,,,,,,,,,,,,,,,
900021,,,,,,,,,,,,,,,,0,1700413,20,,1,,,,,,,,,,,,,,,,
900022,,,,,,,,,,,,,,,,0,1700413,20,,1,,,,,,,,,,,,,,,,
900023,,,,,,,,,,,,,,,,0,1700413,20,,1,,,,,,,,,,,,,,,,
10000019,,,,,,,,,,,,,,,,1,1000003|1000004|1000006|10000015,1|1|1|1,,4400|4000|1500|100,,,,,,,,,,,,,,,,
102021,,,,,,,,,,,,,,,,0,10000020,1,,1,,,,,,,,,,,,,,,,
8300501,,,,,,,,,,,,,,,,0,2100002|2560001|3300001,1|2|10,,1|1|1,,,,,,,,,,,,,,,,
8300502,,,,,,,,,,,,,,,,0,2100002|2560001|3300001,3|5|40,,1|1|1,,,,,,,,,,,,,,,,
8300503,,,,,,,,,,,,,,,,0,2300003|2100002|2560001|3300001,1|8|20|80,,1|1|1|1,,,,,,,,,,,,,,,,
8300504,,,,,,,,,,,,,,,,0,2300003|2100002|2560001|3300001,2|10|30|120,,1|1|1|1,,,,,,,,,,,,,,,,
8300505,,,,,,,,,,,,,,,,0,2300003|2100002|2560001|3300001,2|12|40|160,,1|1|1|1,,,,,,,,,,,,,,,,
8300506,,,,,,,,,,,,,,,,0,2300003|2100002|2560001|3300001,2|12|40|160,,1|1|1|1,,,,,,,,,,,,,,,,
8300511,,,,,,,,,,,,,,,,0,2100001|2560001|3300001,5|1|5,,1|1|1,,,,,,,,,,,,,,,,
8300512,,,,,,,,,,,,,,,,0,2100002|2560001|3300001,1|2|20,,1|1|1,,,,,,,,,,,,,,,,
8300513,,,,,,,,,,,,,,,,0,2300003|2100002|2560001|3300001,1|4|10|40,,1|1|1|1,,,,,,,,,,,,,,,,
8300514,,,,,,,,,,,,,,,,0,2300003|2100002|2560001|3300001,2|6|15|60,,1|1|1|1,,,,,,,,,,,,,,,,
8300515,,,,,,,,,,,,,,,,0,2300003|2100002|2560001|3300001,2|7|20|80,,1|1|1|1,,,,,,,,,,,,,,,,
8300516,,,,,,,,,,,,,,,,0,2300003|2100002|2560001|3300001,1|7|20|80,,1|1|1|1,,,,,,,,,,,,,,,,
8300601,,,,,,,,,,,,,,,,0,2300003|2540003|2540002|1800001,2|5|8|800,,1|1|1|1,,,,,,,,,,,,,,,,
8300602,,,,,,,,,,,,,,,,0,2300003|2540003|2540002|1800001,1|5|8|800,,1|1|1|1,,,,,,,,,,,,,,,,
8300603,,,,,,,,,,,,,,,,0,2300003|2540003|2540002|1800001,1|3|4|500,,1|1|1|1,,,,,,,,,,,,,,,,
8300604,,,,,,,,,,,,,,,,0,2300002|2540003|2540002|1800001,3|3|4|500,,1|1|1|1,,,,,,,,,,,,,,,,
8300701,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
8300801,,,,,,1000,,,,,,,,,,0,2300003|4200003|1700021,10|50|5,,1|1|1,,,,,,,,,,,,,,,,
8300802,,,,,,600,,,,,,,,,,0,2300003|4200003|1700021,5|30|2,,1|1|1,,,,,,,,,,,,,,,,
8300803,,,,,,400,,,,,,,,,,0,2300003|4200003|1700021,2|15|1,,1|1|1,,,,,,,,,,,,,,,,
8300804,,,,,,200,,,,,,,,,,0,2300002|4200003|1700020,10|10|5,,1|1|1,,,,,,,,,,,,,,,,
8300805,,,,,,100,,,,,,,,,,0,2300002|4200003|1700020,5|5|3,,1|1|1,,,,,,,,,,,,,,,,
8300901,,,,,,,,,,,,,,,,0,2300002|2540003|2540002|1800001,3|3|4|500,,1|1|1|1,,,,,,,,,,,,,,,,
900024,,,,,,,,,,,,,,,,0,400105|1700203|1700213,1|3|3,,1|1|1,,,,,,,,,,,,,,,,
900025,,,,,,,,,,,,,,,,0,400106|400206|400506|1700203,1|1|1|120,,1|1|1|1,,,,,,,,,,,,,,,,
9013550,,,,,,,,,,,,,,,,1,3300001|1000006|2100002|600002|1700196|10000015,10|1|3|1|1|1,,20|20|20|20|15|5,,,,,,,,,,,,,,,,
9013551,,,,,,,,,,,,,,,,1,3300001|1000006|2100002|600002|1700180|10000015,10|1|3|1|1|1,,20|20|20|20|15|5,,,,,,,,,,,,,14101175;50,,,
9013552,,,,,,,,,,,,,,,,1,3300001|1000006|2100002|600002|1700180|10000015,10|1|3|1|1|1,,20|20|20|20|15|5,,,,,,,,,,,,,14101175;20,,,
9013553,,,,,,,,,,,,,,,,1,3300001|1000006|2100002|600002|1700180|10000015,10|1|3|1|1|1,,20|20|20|20|15|5,,,,,,,,,,,,,14101175;20,,,
9013554,,,,,,,,,,,,,,,,1,3300001|1000006|2100002|600002|1700180|10000015,10|1|3|1|1|1,,20|20|20|20|15|5,,,,,,,,,,,,,14101175;10,,,
9013555,,,,,,,,,,,,,,,,1,3300001|1000006|2100002|600002|1700196|10000015|39200090,10|1|3|1|1|1|1,,18|18|18|18|14|4|10,,,,,,,,,,,,,,,,
9013556,,,,,,,,,,,,,,,,0,1000008|3300001|600001,1|10|2,,1|1|1,,,,,,,,,,,,,,,,
2916363,,,,,,300,,,,,,,,,,0,2300003|3300001|1800001,4|20|1000,,1|1|1,,,,,,,,,,,,,,,,
2916364,,,,,,600,,,,,,,,,,0,2300003|3300001|1800001,6|40|2000,,1|1|1,,,,,,,,,,,,,,,,
2916365,,,,,,1280,,,,,,,,,,0,2300003|3300001|1800001,10|60|3000,,1|1|1,,,,,,,,,,,,,,,,
2916366,,,,,,3280,,,,,,,,,,0,2300003|550003|3300001,20|10|80,,1|1|1,,,,,,,,,,,,,,,,
2916367,,,,,,6480,,,,,,,,,,0,2300003|550003|3300001,35|20|100,,1|1|1,,,,,,,,,,,,,,,,
2916368,,,,,,,,,,,,,,,,0,1700042|3300001|10000018,1|100|1,,1|1|1,,,,,,,,,,,,,,,,
9202158,,,,,,,,,,,,,,,,0,3300001,30,,,,,,,,,,,,,,,,,,
9202159,,,,,,,,,,,,,,,,0,3300001,50,,,,,,,,,,,,,,,,,,
9202160,,,,,,,,,,,,,,,,0,3300001,100,,,,,,,,,,,,,,,,,,
9202161,,,,,,,,,,,,,,,,0,3300001,160,,,,,,,,,,,,,,,,,,
9202162,,,,,,,,,,,,,,,,0,3300001,300,,,,,,,,,,,,,,,,,,
92021621,,,,,,,,,,,,,,,,0,3300001,700,,,,,,,,,,,,,,,,,,
1050,,,,,,,,,,,,,,,,0,,,,,,46946,1,1,,,,,,,,,,,,
1051,,,,,,,,,,,,,,,,0,,,,,,46961,1,1,,,,,,,,,,,,
3300008,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1|1800;10,,,,,
111958,,,,,,,,,,,,,,,,0,10000012|1700015,1|1,,1|1,,,,,,,,,,,,,,,,
111959,,,,,,,,,,,,,,,,0,1000001|3300001,1|50,,1|1,,,,,,,,,,,,,,,,
111960,,,,,,,,,,,,,,,,0,10000015|1700181,2|1,,1|1,,,,,,,,,,,,,,,,
111961,,,,,,,,,,,,,,,,0,10000015|2300003,4|10,,1|1,,,,,,,,,,,,,,,,
111962,,,,,,,,,,,,,,,,0,10000015|5200002,5|50,,1|1,,,,,,,,,,,,,,,,
111940,,,,,,,,,,,,,,,,0,5900015,100,,1,,,,,,,,,,,,,,,,
111941,,,,,,,,,,,,,,,,0,5900015,300,,1,,,,,,,,,,,,,,,,
111942,,,,,,,,,,,,,,,,0,5900015,600,,1,,,,,,,,,,,,,,,,
