id,level_id,type,elite,monster_level,para1,para2,weight,add_reward,integral,icon,name,desc,icon1,times
33070402,330704,1,,12,201,72,1,9220001,96,icon_island1,105719,100337,icon_island5,1.2
33070403,330704,3,,,1003015,500,1,,,icon_island7,Island Banner,,enhance_400400,
33080101,330801,1,1,14,301,76,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
33080102,330801,1,1,14,101,76,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
33080103,330801,1,1,14,201,76,1,9220002,120,icon_island1,105719,100337,icon_island5,1.44
33080301,330803,1,1,14,301,76,1,9220002,120,icon_island3,105717,100337,icon_island3,1.44
33080302,330803,1,1,14,101,76,1,9220002,120,icon_island2,105721,100337,icon_island2,1.44
33080303,330803,1,1,14,201,76,1,9220002,120,icon_island1,105719,100337,icon_island5,1.44
33080501,330805,1,,13,301,76,1,9220001,96,icon_island3,105717,100337,icon_island3,1.2
33080502,330805,1,,13,101,76,1,9220001,96,icon_island2,105721,100337,icon_island2,1.2
33080503,330805,1,,13,201,76,1,9220001,96,icon_island1,105719,100337,icon_island5,1.2
33090201,330902,2,,,9220006,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1900001,
33090202,330902,2,,,9220007,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_1900002,
33090203,330902,2,,,9220010,,1,,,icon_island6,Island Treasure,Dig to get mysterious treasure,item_500000,
33090401,330904,3,,,1003020,500,1,,,icon_island7,Island Banner,,enhance_403600,
33090402,330904,3,,,1003021,500,1,,,icon_island7,Island Banner,,enhance_403600,
33090403,330904,3,,,1003009,1000,1,,,icon_island7,Island Banner,,enhance_400200,
33100301,331003,1,,17,301,84,1,9220005,240,icon_island3,105717,100337,icon_island3,2.4
33100302,331003,1,,17,101,84,1,9220005,240,icon_island2,105721,100337,icon_island2,2.4
33100303,331003,1,,17,201,84,1,9220005,240,icon_island1,105719,100337,icon_island5,2.4
