id,mission_name,order,condition,condition_id,condition_num,reward_id,icon,discription,tip_text,guide_group,previous_quest,reward_multiple,extra_reward,extra_reward_share,key_name,guide_group_v1,switch_monster_v2_show,switch_not_show
340048,Merge {1} {0}.,10106,110,10011,6.0,4112334,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,11,,0,
340058,Merge {1} {0}.,11106,110,10012,6.0,4112335,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,12,,0,
340069,Merge {1} {0}.,12106,110,10013,6.0,4112336,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,13,,0,
340081,Merge {1} {0}.,13106,110,10014,6.0,4112337,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,14,,0,
340094,Merge {1} {0}.,14106,110,10015,6.0,4112338,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,15,,0,
350000,Merge {1} {0}.,9999999,110,20010,1.0,4112339,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,11,,0,
360000,Merge {1} {0}.,9999999,110,30015,1.0,4112340,task_xunlian,Merge {1} {0}.,Merge {1} {0}.,7,,0,0,,16,,0,
202201,Defeat Lv. {0} Dark Forces on the World Map,5030,202,0,1.0,4112501,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,1,,2,
202202,Defeat Lv. {0} Dark Forces on the World Map,7030,202,0,2.0,4112502,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,2,,2,
202203,Defeat Lv. {0} Dark Forces on the World Map,11030,202,0,3.0,4112503,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,3,,2,
202204,Defeat Lv. {0} Dark Forces on the World Map,15030,202,0,4.0,4112504,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,4,,2,
202205,Defeat Lv. {0} Dark Forces on the World Map,22030,202,0,5.0,4112505,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,5,,2,
202206,Defeat Lv. {0} Dark Forces on the World Map,30030,202,0,6.0,4112506,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,6,,2,
202207,Defeat Lv. {0} Dark Forces on the World Map,35030,202,0,7.0,4112507,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,7,,2,
202208,Defeat Lv. {0} Dark Forces on the World Map,40030,202,0,8.0,4112508,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,8,,2,
202209,Defeat Lv. {0} Dark Forces on the World Map,45030,202,0,9.0,4112509,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,9,,2,
202210,Defeat Lv. {0} Dark Forces on the World Map,50030,202,0,10.0,4112510,task_zhandou,Defeat Lv. {0} Dark Forces on the World Map,Defeat Lv. {0} Dark Forces on the World Map,15,,0,0,0,10,,2,
