id,name,detail,icon,group,position,relation,type,formula,talent_lv,max_lv,research_need,time_research,item_condition,para1,para2,occupation,unlock,power,career_name,color,priority,star,quality,switch,change_id,is_show,formula_occupation
8008001,Gathering Elite,After gathering for 1 hour; you can get extra resource pack in the final rewards,career_strengthen_004,8008000,4;3,8005006,2,0,0,5,5|20000000;7|20000000,1398995,1600026|30,1101030,0,72002,65,0,Mechanical\nMaster,#ffffff,11,,3,,7008001,,
8008002,Gathering Elite,After gathering for 1 hour; you can get extra resource pack in the final rewards,career_strengthen_004,8008000,4;3,8008001,2,0,1,5,5|30000000;7|30000000,1398995,1600026|40,1101030,2500028,72002,65,150000,Mechanical\nMaster,#ffffff,11,,3,,7008002,,
8008003,Gathering Elite,After gathering for 1 hour; you can get extra resource pack in the final rewards,career_strengthen_004,8008000,4;3,8008002,2,0,2,5,5|40000000;7|40000000,1398995,1600026|50,1101030,2500029,72002,65,180000,Mechanical\nMaster,#ffffff,11,,3,,7008003,,
8008004,Gathering Elite,After gathering for 1 hour; you can get extra resource pack in the final rewards,career_strengthen_004,8008000,4;3,8008003,2,0,3,5,5|45000000;7|45000000,1398995,1600026|60,1101030,2500030,72002,65,210000,Mechanical\nMaster,#ffffff,11,,3,,7008004,,
8008005,Gathering Elite,After gathering for 1 hour; you can get extra resource pack in the final rewards,career_strengthen_004,8008000,4;3,8008004,2,0,4,5,5|50000000;7|50000000,1398995,1600026|70,1101030,2500031,72002,65,240000,Combat Elite,#ffffff,11,,3,,7008005,,
8008006,Gathering Elite,After gathering for 1 hour; you can get extra resource pack in the final rewards,career_strengthen_004,8008000,4;3,8008005,2,0,5,5,5|0;7|0,0,,1101030,2500032,72002,65,270000,Combat Elite,#ffffff,11,,3,,7008006,,
8009001,Mobilization,You can send 3 heroes with the troop,career_hero_003,8009000,5;3,8007006|8006006,2,0,0,1,5|60000000;7|60000000,1398995,1600026|200,1101006,0,72002,70,0,Mechanical\nMaster,#ffffff,11,4,4,,7009001,,
8009002,Mobilization,You can send 3 heroes with the troop,career_hero_003,8009000,5;3,8007001,2,0,1,1,5|0;7|0,0,,1101006,1,72002,70,300000,Mechanical\nMaster,#ffffff,12,,4,,7009002,,
8010001,Enhance Resistance,After joining an attack party; increase the Resistance of all allies' units by {0}%,career_battlemaster_003,8010000,6;1,8009002,2,0,0,5,5|20000000;7|20000000,935978,1600026|30,1101044,0,72002,70,0,Mechanical\nMaster,#ffffff,13,,3,,7010001,,
8010002,Enhance Resistance,After joining an attack party; increase the Resistance of all allies' units by {0}%,career_battlemaster_003,8010000,6;1,8010001,2,0,1,5,5|25000000;7|25000000,1074641,1600026|40,1101044,500,72002,70,150000,Mechanical\nMaster,#ffffff,13,,3,,7010002,,
8010003,Enhance Resistance,After joining an attack party; increase the Resistance of all allies' units by {0}%,career_battlemaster_003,8010000,6;1,8010002,2,0,2,5,5|30000000;7|30000000,1217638,1600026|50,1101044,1000,72002,70,180000,Mechanical\nMaster,#ffffff,13,,3,,7010003,,
8010004,Enhance Resistance,After joining an attack party; increase the Resistance of all allies' units by {0}%,career_battlemaster_003,8010000,6;1,8010003,2,0,3,5,5|35000000;7|35000000,1398995,1600026|60,1101044,1500,72002,70,210000,Mechanical\nMaster,#ffffff,13,,3,,7010004,,
8010005,Enhance Resistance,After joining an attack party; increase the Resistance of all allies' units by {0}%,career_battlemaster_003,8010000,6;1,8010004,2,0,4,5,5|40000000;7|40000000,1398995,1600026|70,1101044,2000,72002,70,240000,Mechanical\nMaster,#ffffff,13,,3,,7010005,,
8010006,Enhance Resistance,After joining an attack party; increase the Resistance of all allies' units by {0}%,career_battlemaster_003,8010000,6;1,8010005,2,0,5,5,5|0;7|0,0,,1101044,2500,72002,70,270000,Mechanical\nMaster,#ffffff,13,,3,,7010006,,
8011001,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8011000,6;5,8009002,2,0,0,5,5|20000000;7|20000000,935978,1600026|30,1101046,0,72002,70,0,Mechanical\nMaster,#ffffff,13,,3,,7011001,,
8011002,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8011000,6;5,8011001,2,0,1,5,5|25000000;7|25000000,1074641,1600026|40,1101046,300,72002,70,150000,Mechanical\nMaster,#ffffff,13,,3,,7011002,,
8011003,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8011000,6;5,8011002,2,0,2,5,5|30000000;7|30000000,1217638,1600026|50,1101046,500,72002,70,180000,Mechanical\nMaster,#ffffff,13,,3,,7011003,,
8011004,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8011000,6;5,8011003,2,0,3,5,5|35000000;7|35000000,1398995,1600026|60,1101046,800,72002,70,210000,Mechanical\nMaster,#ffffff,13,,3,,7011004,,
8011005,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8011000,6;5,8011004,2,0,4,5,5|40000000;7|40000000,1398995,1600026|70,1101046,1000,72002,70,240000,Mechanical\nMaster,#ffffff,13,,3,,7011005,,
8011006,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8011000,6;5,8011005,2,0,5,5,5|0;7|0,0,,1101046,1500,72002,70,270000,Mechanical\nMaster,#ffffff,13,,3,,7011006,,
8012001,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8009002,2,0,0,10,5|25000000;7|25000000,649985,1600026|60,990202,0,72002,70,0,Mechanical\nMaster,#ffffff,14,3,2,,7012001,,
8012002,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8012001,2,0,1,10,5|30000000;7|30000000,779982,1600026|70,990202,100,72002,70,90000,Mechanical\nMaster,#ffffff,14,,2,,7012002,,
8012003,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8012002,2,0,2,10,5|35000000;7|35000000,935978,1600026|80,990202,200,72002,70,120000,Mechanical\nMaster,#ffffff,14,,2,,7012003,,
8012004,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8012003,2,0,3,10,5|40000000;7|40000000,1123174,1600026|90,990202,300,72002,70,150000,Mechanical\nMaster,#ffffff,14,,2,,7012004,,
8012005,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8012004,2,0,4,10,5|45000000;7|45000000,1347808,1600026|100,990202,400,72002,70,180000,Mechanical\nMaster,#ffffff,14,,2,,7012005,,
8012006,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8012005,2,0,5,10,5|50000000;7|50000000,1398995,1600026|110,990202,500,72002,70,210000,Mechanical\nMaster,#ffffff,14,,2,,7012006,,
8012007,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8012006,2,0,6,10,5|55000000;7|55000000,1398995,1600026|120,990202,700,72002,70,240000,Mechanical\nMaster,#ffffff,14,,2,,7012007,,
8012008,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8012007,2,0,7,10,5|60000000;7|60000000,1398995,1600026|130,990202,900,72002,70,270000,Mechanical\nMaster,#ffffff,14,,2,,7012008,,
8012009,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8012008,2,0,8,10,5|65000000;7|65000000,1398995,1600026|140,990202,1100,72002,70,300000,Mechanical\nMaster,#ffffff,14,,2,,7012009,,
8012010,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8012009,2,0,9,10,5|70000000;7|70000000,1398995,1600026|150,990202,1300,72002,70,330000,Mechanical\nMaster,#ffffff,14,,2,,7012010,,
8012011,Tier-1 Highest Alert,All forces DEF increase,Unlock at commander Lv. 80,8012000,6;3,8012010,2,0,10,10,5|0;7|0,0,,990202,1500,72002,70,360000,Mechanical\nMaster,#ffffff,14,,2,,7012011,,
8013001,Royalty Fee,Claim {0} Gold Chests gained from Royalty Fee every day,career_strengthen_003,8013000,7;3,8010004|8011004,2,0,0,5,5|30000000;7|30000000,935978,1600026|50,1101152,0,72002,75,0,Mechanical\nMaster,#ffffff,15,,4,,7013001,,
8013002,Royalty Fee,Claim {0} Gold Chests gained from Royalty Fee every day,career_strengthen_003,8013000,7;3,8013001,2,0,1,5,5|40000000;7|40000000,1074641,1600026|80,1101152,20,72002,75,150000,Mechanical\nMaster,#ffffff,15,,4,,7013002,,
8013003,Royalty Fee,Claim {0} Gold Chests gained from Royalty Fee every day,career_strengthen_003,8013000,7;3,8013002,2,0,2,5,5|50000000;7|50000000,1217638,1600026|100,1101152,25,72002,75,180000,Mechanical\nMaster,#ffffff,15,,4,,7013003,,
8013004,Royalty Fee,Claim {0} Gold Chests gained from Royalty Fee every day,career_strengthen_003,8013000,7;3,8013003,2,0,3,5,5|60000000;7|60000000,1398995,1600026|150,1101152,30,72002,75,210000,Mechanical\nMaster,#ffffff,15,,4,,7013004,,
8013005,Royalty Fee,Claim {0} Gold Chests gained from Royalty Fee every day,career_strengthen_003,8013000,7;3,8013004,2,0,4,5,5|70000000;7|70000000,1398995,1600026|200,1101152,35,72002,75,240000,Mechanical\nMaster,#ffffff,15,,4,,7013005,,
8013006,Royalty Fee,Claim {0} Gold Chests gained from Royalty Fee every day,career_strengthen_003,8013000,7;3,8013005,2,0,5,5,5|0;7|0,0,,1101152,40,72002,75,270000,Mechanical\nMaster,#ffffff,15,,4,,7013006,,
8019001,March Size,Study the skill to increase the March Size,career_strengthen_001,8019000,8;3,8013006,2,0,0,1,5|60000000;7|60000000,1398995,1600026|300,960012,0,72002,75,0,Mechanical\nMaster,#ffffff,15,,4,,7019001,,
8019002,March Size,Study the skill to increase the March Size,career_strengthen_001,8019000,8;3,8019001,2,0,1,1,5|0;7|0,0,,960012,10,72002,75,200000,Mechanical\nMaster,#ffffff,15,,4,,7019002,,
8014001,Enhance Attack,After joining an attack party; increase ATK of all allies' units by {0}%,career_battlemaster_004,8014000,9;1,8013006,2,0,0,5,5|40000000;7|40000000,935978,1600026|60,1101047,0,72002,75,0,Mechanical\nMaster,#ffffff,16,,3,,7014001,,
8014002,Enhance Attack,After joining an attack party; increase ATK of all allies' units by {0}%,career_battlemaster_004,8014000,9;1,8014001,2,0,1,5,5|45000000;7|45000000,1074641,1600026|70,1101047,400,72002,75,150000,Mechanical\nMaster,#ffffff,16,,3,,7014002,,
8014003,Enhance Attack,After joining an attack party; increase ATK of all allies' units by {0}%,career_battlemaster_004,8014000,9;1,8014002,2,0,2,5,5|50000000;7|50000000,1217638,1600026|80,1101047,800,72002,75,180000,Mechanical\nMaster,#ffffff,16,,3,,7014003,,
8014004,Enhance Attack,After joining an attack party; increase ATK of all allies' units by {0}%,career_battlemaster_004,8014000,9;1,8014003,2,0,3,5,5|55000000;7|55000000,1398995,1600026|90,1101047,1200,72002,75,210000,Mechanical\nMaster,#ffffff,16,,3,,7014004,,
8014005,Enhance Attack,After joining an attack party; increase ATK of all allies' units by {0}%,career_battlemaster_004,8014000,9;1,8014004,2,0,4,5,5|60000000;7|60000000,1398995,1600026|100,1101047,1600,72002,75,240000,Mechanical\nMaster,#ffffff,16,,3,,7014005,,
8014006,Enhance Attack,After joining an attack party; increase ATK of all allies' units by {0}%,career_battlemaster_004,8014000,9;1,8014005,2,0,5,5,5|0;7|0,0,,1101047,2000,72002,75,270000,Mechanical\nMaster,#ffffff,16,,3,,7014006,,
8015001,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8015000,9;5,8013006,2,0,0,5,5|40000000;7|40000000,935978,1600026|60,1101046,0,72002,75,0,Mechanical\nMaster,#ffffff,16,,3,,7015001,,
8015002,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8015000,9;5,8015001,2,0,1,5,5|45000000;7|45000000,1074641,1600026|70,1101046,500,72002,75,150000,Mechanical\nMaster,#ffffff,16,,3,,7015002,,
8015003,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8015000,9;5,8015002,2,0,2,5,5|50000000;7|50000000,1217638,1600026|80,1101046,1000,72002,75,180000,Mechanical\nMaster,#ffffff,16,,3,,7015003,,
8015004,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8015000,9;5,8015003,2,0,3,5,5|55000000;7|55000000,1398995,1600026|90,1101046,1500,72002,75,210000,Mechanical\nMaster,#ffffff,16,,3,,7015004,,
8015005,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8015000,9;5,8015004,2,0,4,5,5|60000000;7|60000000,1398995,1600026|100,1101046,1000,72002,75,240000,Mechanical\nMaster,#ffffff,16,,3,,7015005,,
8015006,Enhance Damage,After joining an attack party; increase DMG Increase of all allies' units by {0}%,career_command_003,8015000,9;5,8015005,2,0,5,5,5|0;7|0,0,,1101046,1500,72002,75,270000,Mechanical\nMaster,#ffffff,16,,3,,7015006,,
8016001,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8013006,2,0,0,10,5|30000000;7|30000000,935978,1600026|60,1101041,0,72002,75,0,Mechanical\nMaster,#ffffff,17,,2,,7016001,,
8016002,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8016001,2,0,1,10,5|35000000;7|35000000,1074641,1600026|70,1101041,800,72002,75,90000,Mechanical\nMaster,#ffffff,17,,2,,7016002,,
8016003,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8016002,2,0,2,10,5|40000000;7|40000000,1217638,1600026|80,1101041,1600,72002,75,120000,Mechanical\nMaster,#ffffff,17,,2,,7016003,,
8016004,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8016003,2,0,3,10,5|45000000;7|45000000,1398995,1600026|90,1101041,2400,72002,75,150000,Mechanical\nMaster,#ffffff,17,,2,,7016004,,
8016005,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8016004,2,0,4,10,5|50000000;7|50000000,1398995,1600026|100,1101041,3200,72002,75,180000,Mechanical\nMaster,#ffffff,17,,2,,7016005,,
8016006,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8016005,2,0,5,10,5|55000000;7|55000000,1398995,1600026|110,1101041,4000,72002,75,210000,Mechanical\nMaster,#ffffff,17,,2,,7016006,,
8016007,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8016006,2,0,6,10,5|60000000;7|60000000,1398995,1600026|120,1101041,4800,72002,75,240000,Mechanical\nMaster,#ffffff,17,,2,,7016007,,
8016008,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8016007,2,0,7,10,5|65000000;7|65000000,1398995,1600026|130,1101041,5600,72002,75,270000,Mechanical\nMaster,#ffffff,17,,2,,7016008,,
8016009,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8016008,2,0,8,10,5|70000000;7|70000000,1398995,1600026|140,1101041,6400,72002,75,300000,Mechanical\nMaster,#ffffff,17,,2,,7016009,,
8016010,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8016009,2,0,9,10,5|75000000;7|75000000,1398995,1600026|150,1101041,7200,72002,75,330000,Mechanical\nMaster,#ffffff,17,,2,,7016010,,
8016011,Upgraded Armor,All units HP +{0}%,army_hp,8016000,9;3,8016010,2,0,10,10,5|0;7|0,0,,1101041,8000,72002,75,360000,Mechanical\nMaster,#ffffff,17,,2,,7016011,,
8017001,Development Fever,Increase unit load by {0}%,career_strengthen_003,8017000,10;1,8014002,2,0,0,5,5|45000000;7|45000000,935978,1600026|110,970002,0,72002,80,0,Mechanical\nMaster,#ffffff,17,,3,,7017001,,
8017002,Development Fever,Increase unit load by {0}%,career_strengthen_003,8017000,10;1,8017001,2,0,1,5,5|50000000;7|50000000,1074641,1600026|120,970002,300,72002,80,150000,Mechanical\nMaster,#ffffff,17,,3,,7017002,,
8017003,Development Fever,Increase unit load by {0}%,career_strengthen_003,8017000,10;1,8017002,2,0,2,5,5|55000000;7|55000000,1217638,1600026|130,970002,600,72002,80,180000,Mechanical\nMaster,#ffffff,17,,3,,7017003,,
8017004,Development Fever,Increase unit load by {0}%,career_strengthen_003,8017000,10;1,8017003,2,0,3,5,5|60000000;7|60000000,1398995,1600026|140,970002,900,72002,80,210000,Mechanical\nMaster,#ffffff,17,,3,,7017004,,
8017005,Development Fever,Increase unit load by {0}%,career_strengthen_003,8017000,10;1,8017004,2,0,4,5,5|65000000;7|65000000,1398995,1600026|150,970002,1200,72002,80,240000,Mechanical\nMaster,#ffffff,17,,3,,7017005,,
8017006,Development Fever,Increase unit load by {0}%,career_strengthen_003,8017000,10;1,8017005,2,0,5,5,5|0;7|0,0,,970002,1500,72002,80,270000,Mechanical\nMaster,#ffffff,17,,3,,7017006,,
8018001,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,8018000,10;5,8015002,2,0,0,5,5|45000000;7|45000000,935978,1600026|110,960002,0,72002,80,0,Mechanical\nMaster,#ffffff,17,,3,,7018001,,
8018002,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,8018000,10;5,8018001,2,0,1,5,5|50000000;7|50000000,1074641,1600026|120,960002,200,72002,80,150000,Mechanical\nMaster,#ffffff,17,,3,,7018002,,
8018003,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,8018000,10;5,8018002,2,0,2,5,5|55000000;7|55000000,1217638,1600026|130,960002,400,72002,80,180000,Mechanical\nMaster,#ffffff,17,,3,,7018003,,
8018004,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,8018000,10;5,8018003,2,0,3,5,5|60000000;7|60000000,1398995,1600026|140,960002,600,72002,80,210000,Mechanical\nMaster,#ffffff,17,,3,,7018004,,
8018005,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,8018000,10;5,8018004,2,0,4,5,5|65000000;7|65000000,1398995,1600026|150,960002,800,72002,80,240000,Mechanical\nMaster,#ffffff,17,,3,,7018005,,
8018006,Enhance Gathering,Increases gathering speed by {0}%,career_mechanical_002,8018000,10;5,8018005,2,0,5,5,5|0;7|0,0,,960002,1000,72002,80,270000,Mechanical\nMaster,#ffffff,17,,3,,7018006,,
8020001,Encirclement,When there are 2 types of forces or more in the troops; the damage is increased by 20%. And increases damage reduction by 30% when there are 3 types of forces.,career_command_003,8020000,10;3,8016011,2,0,0,1,5|60080368;7|60080368,2641405,1600026|300,1101053|1101054,0|0,72002,80,0,Mechanical\nMaster,#ffffff,17,,3,,7020001,,
8020002,Encirclement,When there are 2 types of forces or more in the troops; the damage is increased by 20%. And increases damage reduction by 30% when there are 3 types of forces.,career_command_003,8020000,10;3,8020001,2,0,1,1,5|0;7|0,0,,1101053|1101054,2000|3000,72002,80,300000,Mechanical\nMaster,#ffffff,17,5,3,,7020002,,
8080001,Stay tuned,Under development; stay tuned,Combat Elite,8080000,11;3,7017006|7018006,2,0,0,1,5|0;7|0,0,,,0,72002,80,0,Mechanical\nMaster,#ffffff,17,,3,,7080001,,
8080002,Stay tuned,Under development; stay tuned,Combat Elite,8080000,11;3,8080001,2,0,1,1,5|0;7|0,0,,,0,72002,80,0,Mechanical\nMaster,#ffffff,17,,3,,7080002,,
3100001,Garage II,Allows you to build the second Garage,career_new_garage,3100000,1;1,0,3,0,0,1,1|15000000000000000000000000000000;5|25000000;7|25000000,86400,,1101056,0,0,60,0,,,,,3,,,,
3100002,Garage II,Allows you to build the second Garage,career_new_garage,3100000,1;1,3100001,3,0,1,1,5|0;7|0,0,,1101056,1,0,60,1000,,,,,3,,,,
3200001,Dock II,Allows you to build the second Dock,career_new_shipyard,3200000,1;3,0,3,0,0,1,1|15000000000000000000000000000000;5|25000000;7|25000000,86400,,1101057,0,0,60,0,,,,,3,,,,
3200002,Dock II,Allows you to build the second Dock,career_new_shipyard,3200000,1;3,3200001,3,0,1,1,5|0;7|0,0,,1101057,1,0,60,1000,,,,,3,,,,
3300001,Airport II,Allows you to build the second Airport,career_new_airport,3300000,1;5,0,3,0,0,1,1|15000000000000000000000000000000;5|25000000;7|25000000,86400,,1101058,0,0,60,0,,,,,3,,,,
3300002,Airport II,Allows you to build the second Airport,career_new_airport,3300000,1;5,3300001,3,0,1,1,5|0;7|0,0,,1101058,1,0,60,1000,,,,,3,,,,
3400001,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,0,3,0,0,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,0,0,80,0,,,,,3,,,,
3400002,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400001,3,0,1,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,1,0,80,1000,,,,,3,,,,
3400003,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400002,3,0,2,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,2,0,80,1000,,,,,3,,,,
3400004,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400003,3,0,3,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,3,0,80,1000,,,,,3,,,,
3400005,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400004,3,0,4,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,4,0,80,1000,,,,,3,,,,
3400006,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400005,3,0,5,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,5,0,80,1000,,,,,3,,,,
3400007,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400006,3,0,6,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,6,0,80,1000,,,,,3,,,,
3400008,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400007,3,0,7,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,7,0,80,1000,,,,,3,,,,
3400009,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400008,3,0,8,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,8,0,80,1000,,,,,3,,,,
3400010,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400009,3,0,9,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,9,0,80,1000,,,,,3,,,,
3400011,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400010,3,0,10,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,10,0,80,1000,,,,,3,,,,
3400012,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400011,3,0,11,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,11,0,80,1000,,,,,3,,,,
3400013,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400012,3,0,12,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,12,0,80,1000,,,,,3,,,,
3400014,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400013,3,0,13,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,13,0,80,1000,,,,,3,,,,
3400015,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400014,3,0,14,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,14,0,80,1000,,,,,3,,,,
3400016,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400015,3,0,15,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,15,0,80,1000,,,,,3,,,,
3400017,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400016,3,0,16,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,16,0,80,1000,,,,,3,,,,
3400018,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400017,3,0,17,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,17,0,80,1000,,,,,3,,,,
3400019,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400018,3,0,18,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,18,0,80,1000,,,,,3,,,,
3400020,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400019,3,0,19,20,1|1500000000000000000000000000000;5|2500000;7|2500000,8640,,1101059,19,0,80,1000,,,,,3,,,,
3400021,Expansion of the repair factory,Repair slot +1,hospital_lattice,3400000,2;2,3400020,3,0,20,20,5|0;7|0,0,,1101059,20,0,80,1000,,,,,3,,,,
3500001,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,0,3,0,0,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,0,0,80,1000,,,,,3,,,,
3500002,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500001,3,0,1,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,1,0,80,1000,,,,,3,,,,
3500003,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500002,3,0,2,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,2,0,80,1000,,,,,3,,,,
3500004,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500003,3,0,3,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,3,0,80,1000,,,,,3,,,,
3500005,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500004,3,0,4,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,4,0,80,1000,,,,,3,,,,
3500006,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500005,3,0,5,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,5,0,80,1000,,,,,3,,,,
3500007,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500006,3,0,6,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,6,0,80,1000,,,,,3,,,,
3500008,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500007,3,0,7,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,7,0,80,1000,,,,,3,,,,
3500009,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500008,3,0,8,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,8,0,80,1000,,,,,3,,,,
3500010,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500009,3,0,9,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,9,0,80,1000,,,,,3,,,,
3500011,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500010,3,0,10,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,10,0,80,1000,,,,,3,,,,
3500012,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500011,3,0,11,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,11,0,80,1000,,,,,3,,,,
3500013,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500012,3,0,12,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,12,0,80,1000,,,,,3,,,,
3500014,Increase battle round cap,Maximum battle rounds +1,career_battlemaster_004,3500000,2;4,3500013,3,0,13,15,1|2307692307692310000000000000000;5|3846154;7|3846154,13292,,1201003,13,0,80,1000,,,,,3,,,,
