id,radar_group_type,quality,type,task_id,reward,reward_v2,min_level,max_level,name,icon,des,icon_world,jump_army,exp_multiple,enemy_icon,group_id,order_num,day_group_id,day_order_num,open_contion_type,open_contion_param,close_time,radar_icon,radar_show,user_switch
779,1,3,203,4130,258284,1258284,61,70,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.5,treasure_icon_world,,,,,,,,,,
780,1,4,203,4131,258285,1258285,61,70,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,2.0,treasure_icon_world,,,,,,,,,,
781,1,5,203,4132,258286,1258286,61,70,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,2.5,treasure_icon_world,,,,,,,,,,
1036,1,3,208,10033,258287,1258287,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.5,,,,,,,,,,,
1037,1,4,208,10034,258288,1258288,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.0,,,,,,,,,,,
1038,1,5,208,10035,258289,1258289,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
1039,1,5,208,10035,258290,1258290,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
1040,1,5,208,10035,258291,1258291,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
1233,1,1,201,10000,258463,1258463,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1234,1,2,201,10000,258464,1258464,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1235,1,3,201,10000,258465,1258465,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1236,1,4,201,10000,258466,1258466,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1237,1,5,201,10000,258467,1258467,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
787,1,1,201,10000,258292,1258292,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,
788,1,2,201,10000,258293,1258293,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.25,,,,,,,,,,,
789,1,3,201,10000,258294,1258294,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.5,,,,,,,,,,,
790,1,4,201,10000,258295,1258295,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.0,,,,,,,,,,,
791,1,5,201,10000,258296,1258296,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
792,1,1,202,10001,258297,1258297,71,79,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.0,,,,,,,,,,,
793,1,2,202,10001,258298,1258298,71,79,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.25,,,,,,,,,,,
794,1,3,202,10001,258299,1258299,71,79,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.5,,,,,,,,,,,
795,1,4,202,10001,258300,1258300,71,79,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.0,,,,,,,,,,,
796,1,5,202,10001,258301,1258301,71,79,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
797,1,1,205,10021,258302,1258302,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
798,1,2,205,10022,258303,1258303,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
799,1,3,205,10023,258304,1258304,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
800,1,4,205,10024,258305,1258305,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
801,1,5,205,10025,258306,1258306,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
802,1,1,205,10021,258307,1258307,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
803,1,2,205,10022,258308,1258308,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
804,1,3,205,10023,258309,1258309,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
805,1,4,205,10024,258310,1258310,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
806,1,5,205,10025,258311,1258311,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
807,1,1,205,10021,258312,1258312,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
808,1,2,205,10022,258313,1258313,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
809,1,3,205,10023,258314,1258314,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
810,1,4,205,10024,258315,1258315,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
811,1,5,205,10025,258316,1258316,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
812,1,1,205,10021,258317,1258317,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
813,1,2,205,10022,258318,1258318,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
814,1,3,205,10023,258319,1258319,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
815,1,4,205,10024,258320,1258320,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
816,1,5,205,10025,258321,1258321,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
1041,1,1,208,10031,258322,1258322,71,79,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.0,,,,,,,,,,,
1042,1,2,208,10032,258323,1258323,71,79,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.25,,,,,,,,,,,
1043,1,3,208,10033,258324,1258324,71,79,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.5,,,,,,,,,,,
1044,1,4,208,10034,258325,1258325,71,79,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.0,,,,,,,,,,,
1045,1,5,208,10035,258326,1258326,71,79,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
822,1,3,205,10021,258327,1258327,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
823,1,3,205,10021,258328,1258328,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
824,1,3,205,10021,258329,1258329,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
825,1,3,205,10022,258330,1258330,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
826,1,3,205,10022,258331,1258331,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
827,1,3,205,10022,258332,1258332,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
828,1,3,205,10023,258333,1258333,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
829,1,3,205,10023,258334,1258334,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
830,1,3,205,10023,258335,1258335,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
831,1,4,205,10024,258336,1258336,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
832,1,5,205,10025,258337,1258337,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
833,1,1,203,4153,258338,1258338,71,79,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.0,treasure_icon_world,,,,,,,,,,
834,1,2,203,4154,258339,1258339,71,79,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.25,treasure_icon_world,,,,,,,,,,
835,1,3,203,4155,258340,1258340,71,79,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.5,treasure_icon_world,,,,,,,,,,
836,1,4,203,4156,258341,1258341,71,79,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,2.0,treasure_icon_world,,,,,,,,,,
837,1,5,203,4157,258342,1258342,71,79,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,2.5,treasure_icon_world,,,,,,,,,,
1046,1,3,208,10033,258343,1258343,71,79,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.5,,,,,,,,,,,
1047,1,4,208,10034,258344,1258344,71,79,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.0,,,,,,,,,,,
1048,1,5,208,10035,258345,1258345,71,79,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
1049,1,5,208,10035,258346,1258346,71,79,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
1050,1,5,208,10035,258347,1258347,71,79,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
843,1,3,205,10023,258348,1258348,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
844,1,4,205,10024,258349,1258349,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
845,1,5,205,10025,258350,1258350,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
1238,1,1,201,10000,258468,1258468,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1239,1,2,201,10000,258469,1258469,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1240,1,3,201,10000,258470,1258470,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1241,1,4,201,10000,258471,1258471,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1242,1,5,201,10000,258472,1258472,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
846,1,1,201,10000,258351,1258351,80,80,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,
847,1,2,201,10000,258352,1258352,80,80,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.25,,,,,,,,,,,
848,1,3,201,10000,258353,1258353,80,80,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.5,,,,,,,,,,,
849,1,4,201,10000,258354,1258354,80,80,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.0,,,,,,,,,,,
850,1,5,201,10000,258355,1258355,80,80,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
851,1,1,202,10001,258356,1258356,80,80,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.0,,,,,,,,,,,
852,1,2,202,10001,258357,1258357,80,80,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.25,,,,,,,,,,,
853,1,3,202,10001,258358,1258358,80,80,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,1.5,,,,,,,,,,,
854,1,4,202,10001,258359,1258359,80,80,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.0,,,,,,,,,,,
855,1,5,202,10001,258360,1258360,80,80,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
1051,1,1,208,10031,258361,1258361,80,80,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.0,,,,,,,,,,,
1052,1,2,208,10032,258362,1258362,80,80,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.25,,,,,,,,,,,
1053,1,3,208,10033,258363,1258363,80,80,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.5,,,,,,,,,,,
1054,1,4,208,10034,258364,1258364,80,80,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.0,,,,,,,,,,,
1055,1,5,208,10035,258365,1258365,80,80,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
861,1,3,205,10021,258366,1258366,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
862,1,3,205,10021,258367,1258367,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
863,1,3,205,10021,258368,1258368,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.0,rescue_icon_wrold,,,,,,,,,,
864,1,3,205,10022,258369,1258369,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
865,1,3,205,10022,258370,1258370,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
866,1,3,205,10022,258371,1258371,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.25,rescue_icon_wrold,,,,,,,,,,
867,1,3,205,10023,258372,1258372,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
868,1,3,205,10023,258373,1258373,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
869,1,3,205,10023,258374,1258374,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
870,1,4,205,10024,258375,1258375,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
871,1,5,205,10025,258376,1258376,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
872,1,1,203,4178,258377,1258377,80,80,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.0,treasure_icon_world,,,,,,,,,,
873,1,2,203,4179,258378,1258378,80,80,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.25,treasure_icon_world,,,,,,,,,,
874,1,3,203,4180,258379,1258379,80,80,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,1.5,treasure_icon_world,,,,,,,,,,
875,1,4,203,4181,258380,1258380,80,80,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,2.0,treasure_icon_world,,,,,,,,,,
876,1,5,203,4182,258381,1258381,80,80,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,2.5,treasure_icon_world,,,,,,,,,,
1056,1,3,208,10033,258382,1258382,80,80,Kill Dark Forces,radarevent_task,,radarevent_task_world,,1.5,,,,,,,,,,,
1057,1,4,208,10034,258383,1258383,80,80,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.0,,,,,,,,,,,
1058,1,5,208,10035,258384,1258384,80,80,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
1059,1,5,208,10035,258385,1258385,80,80,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
1060,1,5,208,10035,258386,1258386,80,80,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
882,1,3,205,10023,258387,1258387,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
883,1,4,205,10024,258388,1258388,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
884,1,5,205,10025,258389,1258389,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
885,1,3,205,10023,258390,1258390,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,1.5,rescue_icon_wrold,,,,,,,,,,
886,1,4,205,10024,258391,1258391,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.0,rescue_icon_wrold,,,,,,,,,,
887,1,5,205,10025,258392,1258392,80,80,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
1243,1,1,201,10000,258473,1258473,80,80,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.0,,,,,,,,,,,science_new_item
1244,1,2,201,10000,258474,1258474,80,80,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.25,,,,,,,,,,,science_new_item
1245,1,3,201,10000,258475,1258475,80,80,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,1.5,,,,,,,,,,,science_new_item
1246,1,4,201,10000,258476,1258476,80,80,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.0,,,,,,,,,,,science_new_item
1247,1,5,201,10000,258477,1258477,80,80,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,science_new_item
5001,1,5,201,10000,258010,1258010,1,7,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
5002,1,5,205,10025,258015,1258015,1,7,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5003,1,5,205,10025,258020,1258020,1,7,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5004,1,5,205,10025,258025,1258025,1,7,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5005,1,5,205,10025,258041,1258041,1,7,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5006,1,5,201,10000,258010,1258010,8,20,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
5007,1,5,205,10025,258015,1258015,8,20,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5008,1,5,205,10025,258020,1258020,8,20,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5009,1,5,205,10025,258025,1258025,8,20,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5010,1,5,205,10025,258041,1258041,8,20,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5011,1,5,201,10000,258046,1258046,21,30,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
5012,1,5,202,10001,258051,1258051,21,30,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
5013,1,5,205,10025,258056,1258056,21,30,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5014,1,5,205,10025,258061,1258061,21,30,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5015,1,5,205,10025,258066,1258066,21,30,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5016,1,5,205,10025,258071,1258071,21,30,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5017,1,5,205,10025,258087,1258087,21,30,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5018,1,5,201,10000,258092,1258092,31,40,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
5019,1,5,202,10001,258097,1258097,31,40,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
5020,1,5,205,10025,258102,1258102,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5021,1,5,205,10025,258107,1258107,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5022,1,5,205,10025,258112,1258112,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5023,1,5,205,10025,258117,1258117,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5024,1,5,205,10025,258133,1258133,31,40,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5063,1,5,208,10035,258122,1258122,31,40,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
5064,1,5,208,10035,258168,1258168,41,50,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
5025,1,5,201,10000,258138,1258138,41,50,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
5026,1,5,202,10001,258143,1258143,41,50,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
5027,1,5,205,10025,258148,1258148,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5028,1,5,205,10025,258153,1258153,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5029,1,5,205,10025,258158,1258158,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5030,1,5,205,10025,258163,1258163,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5031,1,5,205,10024,258179,1258179,41,50,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5032,1,5,201,10000,258184,1258184,51,60,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
5033,1,5,202,10001,258189,1258189,51,60,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
5034,1,5,205,10025,258194,1258194,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5035,1,5,205,10025,258199,1258199,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5036,1,5,205,10025,258204,1258204,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5037,1,5,205,10025,258209,1258209,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5038,1,5,205,10025,258225,1258225,51,60,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5039,1,5,203,4107,258230,1258230,51,60,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,2.5,treasure_icon_world,,,,,,,,,,
5065,1,5,208,10035,258214,1258214,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
5066,1,5,208,10035,258233,1258233,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
5067,1,5,208,10035,258234,1258234,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
5068,1,5,208,10035,258235,1258235,51,60,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
5040,1,5,201,10000,258240,1258240,61,70,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
5041,1,5,202,10001,258245,1258245,61,70,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
5042,1,5,205,10025,258250,1258250,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5043,1,5,205,10025,258255,1258255,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5044,1,5,205,10025,258260,1258260,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5045,1,5,205,10025,258265,1258265,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5046,1,5,205,10025,258281,1258281,61,70,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5047,1,5,203,4132,258286,1258286,61,70,Discover Dark Legion's Treasure,radarevent_treasure,,radarevent_treasure_world,,2.5,treasure_icon_world,,,,,,,,,,
5069,1,5,208,10035,258270,1258270,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
5070,1,5,208,10035,258289,1258289,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
5071,1,5,208,10035,258290,1258290,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
5072,1,5,208,10035,258291,1258291,61,70,Kill Dark Forces,radarevent_task,,radarevent_task_world,,2.5,,,,,,,,,,,
5048,1,5,201,10000,258296,1258296,71,79,Eliminate the Dark Legion remnant,radarevent_monster1,,radarevent_monster1_world,,2.5,,,,,,,,,,,
5049,1,5,202,10001,258301,1258301,71,79,Destroy the Dark Legion Fort,radarevent_monster,,radarevent_monster_world,,2.5,,,,,,,,,,,
5050,1,5,205,10025,258306,1258306,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5051,1,5,205,10025,258311,1258311,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
5052,1,5,205,10025,258316,1258316,71,79,Rescue Mission,rescue_mission_task,,rescue_mission_world,,2.5,rescue_icon_wrold,,,,,,,,,,
